"OBJECTID","IRIS","X","Y","NUM","LET","TYPE_VOIE","LIBELLE_VOIE","SITUATION","CODE_ACTIVITE","LIBELLE_ACTIVITE","LIBELLE_REGROUPEMENT_8_POSTES","BIO","SURFACE","CC_ID","CC_NOM","CC_NIV","ORDRE","ARRONDISSEMENT","QUARTIER","REGROUPEMENT_8_POSTES"
2,751062402,651279.2865,6.8617583419e6,2,"","RUE","ABBAYE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",83544,6,24,5
28,751051906,651706.1857,6.8605425772e6,7,"","RUE","ABBE DE L EPEE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",13473,5,19,5
31,751051906,651683.952788753,6.86055071589557e6,9,"","RUE","ABBE DE L EPEE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",13475,5,19,5
32,751135109,652533.7385,6.8583583637e6,15,"","PL","ABBE GEORGES HENOCQUE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",47475,13,51,5
56,751062307,650479.200320838,6.86109565432742e6,27,"","RUE","ABBE GREGOIRE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",16611,6,23,5
63,751062307,650501.1564,6.8610572732e6,33,"","RUE","ABBE GREGOIRE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",16618,6,23,5
126,751155726,648287.9025,6.8603064468e6,46,"","RUE","ABBE GROULT","sur rue","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",53478,15,57,5
194,751187003,651563.6993,6.865054603e6,1,"","RUE","ABBESSES","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",71119,18,70,5
197,751187004,651564.08,6.865074223e6,2,"","RUE","ABBESSES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",71250,18,70,5
198,751187003,651544.8855,6.8650658612e6,3,"","RUE","ABBESSES","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",71122,18,70,5
202,751187003,651537.5081,6.8650704673e6,5,"","RUE","ABBESSES","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",71123,18,70,5
203,751187004,651533.9317,6.8650925705e6,6,"","RUE","ABBESSES","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",71254,18,70,5
206,751186901,651517.512952517,6.86508263079303e6,7,"","RUE","ABBESSES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",70811,18,69,5
209,751186901,651512.4564,6.865085787e6,9,"","RUE","ABBESSES","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70812,18,69,5
225,751186901,651434.4551,6.8651619653e6,23,"","RUE","ABBESSES","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70806,18,69,5
240,751186901,651376.7874,6.8652015283e6,35,"","RUE","ABBESSES","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70573,18,69,5
255,751186908,651336.138102698,6.8652474793869e6,44,"","RUE","ABBESSES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",70532,18,69,5
264,751186901,651304.6897,6.8652471756e6,49,"","RUE","ABBESSES","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70599,18,69,5
269,751186908,651272.7048,6.8652802408e6,52,"","RUE","ABBESSES","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70492,18,69,5
270,751186908,651276.3710887,6.86527864132285e6,52,"","RUE","ABBESSES","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",70493,18,69,5
277,751186908,651259.685836157,6.86528612222677e6,56,"","RUE","ABBESSES","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70498,18,69,5
279,751186901,651250.5419,6.8652714759e6,61,"","RUE","ABBESSES","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",70623,18,69,5
280,751186901,651239.6783,6.8652763072e6,63,"","RUE","ABBESSES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",70624,18,69,5
284,751186901,651224.751959702,6.86528291189628e6,65,"","RUE","ABBESSES","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",70627,18,69,5
299,751093606,652256.0936,6.8645654308e6,20,"","RUE","ABBEVILLE","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",29951,9,36,5
301,751093606,652242.5816,6.8645545044e6,23,"","RUE","ABBEVILLE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",30285,9,36,5
304,751124808,654086.5132,6.8608632837e6,1,"","RUE","ABEL","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",45099,12,48,5
338,751124808,654212.0133,6.8610816568e6,20,"","RUE","ABEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",44403,12,48,5
344,751135018,654023.7191,6.8596729021e6,17,"","RUE","ABEL GANCE","angle de deux rues","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",46877,13,50,5
345,751135201,652565.6587,6.8594120808e6,3,"","RUE","ABEL HOVELACQUE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",48350,13,52,5
346,751135201,652557.2184,6.8594029722e6,5,"","RUE","ABEL HOVELACQUE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",48351,13,52,5
351,751135201,652549.197898859,6.85941491011433e6,8,"","RUE","ABEL HOVELACQUE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",48377,13,52,5
380,751020702,651797.3712,6.8631382697e6,15,"","RUE","ABOUKIR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",4288,2,7,5
388,751020702,651906.7117,6.8631847871e6,26,"","RUE","ABOUKIR","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",4781,2,7,5
399,751020702,651927.8323,6.8632098623e6,37,"","RUE","ABOUKIR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",4587,2,7,5
425,751020703,652071.6922,6.8632741522e6,69,"","RUE","ABOUKIR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",4858,2,7,5
434,751020703,652119.024709149,6.86329599227193e6,77,"","RUE","ABOUKIR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",4867,2,7,5
447,751020804,652159.3616,6.8633014647e6,88,"","RUE","ABOUKIR","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",5583,2,8,5
541,751186911,651573.9518,6.865533096e6,2,"","RUE","ABREUVOIR","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",70337,18,69,5
545,751176501,647900.182601274,6.86423587334132e6,2,"","RUE","ACACIAS","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",63108,17,65,5
547,751176502,647925.0519,6.8642640886e6,3,"","RUE","ACACIAS","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",63263,17,65,5
555,751176502,647974.4518,6.8642926991e6,9,"","RUE","ACACIAS","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",63240,17,65,5
556,751176501,647937.919,6.8642577508e6,10,"","RUE","ACACIAS","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",63112,17,65,5
557,751176501,647934.473192377,6.86425571944335e6,10,"","RUE","ACACIAS","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",63113,17,65,5
559,751176501,647949.0439,6.8642641877e6,12,"","RUE","ACACIAS","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",63114,17,65,5
562,751176503,648017.1512667,6.86431749837018e6,15,"","RUE","ACACIAS","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",63148,17,65,5
565,751176501,647966.519946773,6.86427425864231e6,16,"","RUE","ACACIAS","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",63116,17,65,5
571,751176503,648047.9707,6.8643376636e6,23,"","RUE","ACACIAS","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",63153,17,65,5
578,751176501,648028.941222265,6.86431034567725e6,28,"","RUE","ACACIAS","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",63120,17,65,5
579,751176503,648075.562,6.8643523787e6,29,"","RUE","ACACIAS","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",86497,17,65,5
599,751176501,648134.3724,6.8643810363e6,44,"","RUE","ACACIAS","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",63034,17,65,5
606,751176503,648180.1888,6.8644498529e6,47,"","RUE","ACACIAS","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",63189,17,65,5
607,751176503,648182.912706039,6.86445278212104e6,47,"","RUE","ACACIAS","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",63190,17,65,5
615,751176501,648185.836828008,6.86443118705319e6,54,"","RUE","ACACIAS","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",63013,17,65,5
622,751176501,648207.3618,6.8644540074e6,58,"","RUE","ACACIAS","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",63006,17,65,5
632,751207809,656608.1392,6.8635822281e6,9,"","PL","ADJUDANT VINCENOT","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",79561,20,78,5
647,751155729,648670.7948,6.8601712487e6,18,"","PL","ADOLPHE CHERIOUX","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",53760,15,57,5
651,751093306,650892.802934171,6.86500139782058e6,1,"","PL","ADOLPHE MAX","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",25587,9,33,5
655,751197411,655209.3227,6.8655266935e6,2,"","RUE","ADOLPHE MILLE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",76699,19,74,5
657,751197402,655195.5787,6.8655124803e6,3,"","RUE","ADOLPHE MILLE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",76639,19,74,5
658,751197402,655194.071862815,6.86551618562613e6,3,"","RUE","ADOLPHE MILLE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",95132,19,74,5
663,751197411,655188.90694424,6.86557948552136e6,10,"","RUE","ADOLPHE MILLE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",87373,19,74,5
699,751083105,650065.2411,6.8635586779e6,7,"","RUE","AGUESSEAU","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",23506,8,31,5
703,751187021,651991.0994,6.8661617448e6,4,"","RUE","AIME LAVY","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",72903,18,70,5
725,751155723,648399.104,6.8599258358e6,39,"","RUE","ALAIN CHARTIER","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",53937,15,57,5
726,751155723,648410.2086,6.8599145952e6,41,"","RUE","ALAIN CHARTIER","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",53938,15,57,5
743,751135012,653941.0597,6.8585051856e6,30,"","RUE","ALBERT","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",46351,13,50,5
745,751135011,653908.0875,6.858536134e6,39,"","RUE","ALBERT","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",46236,13,50,5
746,751135011,653902.4258,6.8585464802e6,41,"","RUE","ALBERT","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",46237,13,50,5
747,751135011,653884.7849,6.8585789594e6,45,"","RUE","ALBERT","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",46242,13,50,5
751,751135012,653868.2034,6.8586382215e6,60,"","RUE","ALBERT","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",46298,13,50,5
755,751135012,653847.5401,6.8586759879e6,66,"B","RUE","ALBERT","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",46303,13,50,5
756,751135012,653839.9739,6.8586898311e6,68,"","RUE","ALBERT","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",46304,13,50,5
767,751135011,653788.6181,6.8587546059e6,85,"","RUE","ALBERT","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",46250,13,50,5
769,751135012,653801.0002,6.8587610843e6,86,"","RUE","ALBERT","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",46311,13,50,5
770,751135012,653797.0412,6.8587683194e6,88,"","RUE","ALBERT","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",46312,13,50,5
773,751135011,653777.738070659,6.85877442742876e6,89,"","RUE","ALBERT","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",46253,13,50,5
792,751104010,653728.4806,6.8644029076e6,7,"","RUE","ALBERT CAMUS","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",34236,10,40,5
811,751103903,653306.308690941,6.86342801373413e6,21,"","RUE","ALBERT THOMAS","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33282,10,39,5
831,751103903,653195.4463,6.8635783102e6,48,"","RUE","ALBERT THOMAS","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",33584,10,39,5
838,751103903,653167.7616,6.8636117521e6,54,"","RUE","ALBERT THOMAS","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",33587,10,39,5
839,751124613,655112.4186,6.8604819617e6,15,"","RUE","ALBINONI","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",96043,12,46,5
855,751145403,651621.7711,6.8586900586e6,1,"B","RUE","ALESIA","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",49617,14,54,5
861,751145403,651490.213395809,6.85872073737881e6,5,"B","RUE","ALESIA","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",49621,14,54,5
862,751145405,651242.6667,6.8588086868e6,6,"","RUE","ALESIA","angle de deux rues","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",49766,14,54,5
864,751145403,651417.7289,6.8587376917e6,7,"T","RUE","ALESIA","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",49623,14,54,5
884,751145510,650879.79246732,6.85885926762544e6,28,"","RUE","ALESIA","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",49994,14,55,5
919,751145509,650830.2995,6.8588379051e6,59,"","RUE","ALESIA","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",50217,14,55,5
934,751145507,650716.0784,6.8588395285e6,73,"","RUE","ALESIA","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",50086,14,55,5
945,751145507,650650.4075,6.858840434e6,81,"","RUE","ALESIA","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",50088,14,55,5
953,751145507,650632.2623,6.8588406854e6,85,"","RUE","ALESIA","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",50091,14,55,5
965,751145513,650350.9127,6.8589883727e6,92,"","RUE","ALESIA","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",50686,14,55,5
988,751145613,650270.902501842,6.85903309397912e6,108,"","RUE","ALESIA","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",51369,14,56,5
1018,751145505,650277.851680362,6.85900378226214e6,125,"","RUE","ALESIA","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",50649,14,55,5
1028,751145612,650192.012829321,6.85905161737657e6,137,"","RUE","ALESIA","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",51443,14,56,5
1031,751145612,650151.0548,6.859074432e6,141,"B","RUE","ALESIA","angle de deux rues","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",51424,14,56,5
1046,751145612,650036.792565382,6.8591378335076e6,155,"","RUE","ALESIA","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",51400,14,56,5
1052,751145616,649705.9896,6.8592965233e6,166,"","RUE","ALESIA","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",51718,14,56,5
1055,751145616,649685.0222,6.8593038989e6,168,"","RUE","ALESIA","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",51721,14,56,5
1059,751145616,649635.891217414,6.85932118408734e6,172,"","RUE","ALESIA","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",52183,14,56,5
1065,751145611,649876.270291291,6.85921308493312e6,179,"","RUE","ALESIA","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",51695,14,56,5
1067,751145616,649580.928042745,6.85934970673413e6,180,"","RUE","ALESIA","angle de deux rues","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",52196,14,56,5
1072,751145617,649558.479548295,6.859362955114e6,182,"","RUE","ALESIA","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",52329,14,56,5
1073,751145610,649843.4341,6.8592247428e6,183,"","RUE","ALESIA","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",51704,14,56,5
1081,751145610,649693.5735,6.8592754593e6,203,"","RUE","ALESIA","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",52230,14,56,5
1086,751145609,649559.9907,6.8593366167e6,223,"","RUE","ALESIA","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",51605,14,56,5
1117,751114409,655183.3353,6.8615924829e6,4,"","RUE","ALEXANDRE DUMAS","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",40778,11,44,5
1123,751114409,655231.3436,6.8616062406e6,10,"","RUE","ALEXANDRE DUMAS","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",40782,11,44,5
1134,751114411,655277.71655055,6.86163404214503e6,17,"","RUE","ALEXANDRE DUMAS","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",40837,11,44,5
1143,751114411,655300.343,6.8616404599e6,21,"","RUE","ALEXANDRE DUMAS","sur rue","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",40840,11,44,5
1151,751114410,655478.0235,6.861679248e6,40,"","RUE","ALEXANDRE DUMAS","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",41056,11,44,5
1183,751114410,655636.76616809,6.8617347216188e6,70,"","RUE","ALEXANDRE DUMAS","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",41052,11,44,5
1189,751208016,655735.092166484,6.86177220173581e6,76,"","RUE","ALEXANDRE DUMAS","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",81024,20,80,5
1192,751208016,655770.815570319,6.86178715404915e6,82,"","RUE","ALEXANDRE DUMAS","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",81027,20,80,5
1204,751104009,653537.4683,6.8645489921e6,1,"","RUE","ALEXANDRE PARODI","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",34053,10,40,5
1210,751104009,653494.3124,6.8645805497e6,7,"B","RUE","ALEXANDRE PARODI","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",34058,10,40,5
1220,751104009,653405.2598,6.8646453659e6,17,"","RUE","ALEXANDRE PARODI","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",34065,10,40,5
1236,751020804,652348.9057,6.8633324323e6,14,"","RUE","ALEXANDRIE","sur rue","CH109","Autre restaurant du monde","Restauration","","moins de 300 m²","","","",5377,2,8,5
1237,751020804,652352.612077217,6.86333092805005e6,14,"","RUE","ALEXANDRIE","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",5378,2,8,5
1264,751020804,652305.1931,6.8633444879e6,33,"","RUE","ALEXANDRIE","concentration commerciale","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²",14,"PASSAGE DU CAIRE","RDC",5441,2,8,5
1289,751020804,652305.1931,6.8633444879e6,33,"","RUE","ALEXANDRIE","concentration commerciale","CH303","Restauration rapide assise","Restauration","","moins de 300 m²",14,"PASSAGE DU CAIRE","RDC",5469,2,8,5
1358,751145604,649158.9935,6.8589940238e6,4,"","RUE","ALFRED DURAND CLAYE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",52254,14,56,5
1386,751197513,655772.619776002,6.86499790395219e6,29,"","BD","ALGERIE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",77380,19,75,5
1401,751103909,653589.3587,6.8636934409e6,15,"","RUE","ALIBERT","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",85040,10,39,5
1405,751124809,654340.1647,6.8612194985e6,1,"","PL","ALIGRE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",89648,12,48,5
1408,751124809,654325.625524622,6.86114510874055e6,4,"","PL","ALIGRE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",44423,12,48,5
1415,751124810,654392.09203567,6.86119143586356e6,9,"","PL","ALIGRE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",45245,12,48,5
1417,751124809,654368.942380331,6.86112239600003e6,10,"","PL","ALIGRE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",89814,12,48,5
1427,751124809,654297.063829853,6.86103162108211e6,2,"","RUE","ALIGRE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",44340,12,48,5
1466,751124809,654380.5915,6.8612187348e6,13,"","RUE","ALIGRE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",44455,12,48,5
1472,751124809,654388.729894855,6.86123372932046e6,15,"","RUE","ALIGRE","sur rue","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",44459,12,48,5
1473,751124809,654348.4378,6.8611264349e6,16,"","RUE","ALIGRE","sur rue","CH109","Autre restaurant du monde","Restauration","","moins de 300 m²","","","",44351,12,48,5
1480,751124809,654402.2251,6.8612583885e6,19,"","RUE","ALIGRE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",44464,12,48,5
1485,751124810,654393.23816857,6.86120942256364e6,20,"","RUE","ALIGRE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",44293,12,48,5
1489,751124809,654415.1119,6.8612820194e6,23,"","RUE","ALIGRE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",44468,12,48,5
1494,751124809,654421.662563374,6.86129410197856e6,25,"","RUE","ALIGRE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",44490,12,48,5
1503,751124810,654425.7346,6.8612691801e6,30,"","RUE","ALIGRE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",90204,12,48,5
1506,751124810,654450.9375,6.8613155346e6,34,"","RUE","ALIGRE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",44254,12,48,5
1508,751155731,649105.8779,6.8598393071e6,3,"","PL","ALLERAY","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",54143,15,57,5
1512,751155723,648661.0928,6.8600721193e6,4,"","RUE","ALLERAY","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",54007,15,57,5
1516,751155723,648668.469244877,6.8600626906746e6,6,"","RUE","ALLERAY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",54011,15,57,5
1519,751155723,648674.628599676,6.86005480237791e6,8,"","RUE","ALLERAY","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",54014,15,57,5
1523,751155723,648707.0102,6.8600136953e6,14,"","RUE","ALLERAY","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",54018,15,57,5
1533,751155731,648852.5358,6.8598694472e6,37,"","RUE","ALLERAY","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",54172,15,57,5
1535,751155721,649133.9924,6.8598066485e6,74,"","RUE","ALLERAY","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",54225,15,57,5
1539,751082904,648724.0932,6.8629972662e6,3,"","PL","ALMA","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",21052,8,29,5
1540,751082904,648734.96221862,6.86300377531088e6,5,"","PL","ALMA","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",21053,8,29,5
1543,751082901,648782.989,6.8630014395e6,7,"","PL","ALMA","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",21026,8,29,5
1545,751197602,654923.311181601,6.8642703297368e6,2,"","RUE","ALOUETTES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",87544,19,76,5
1548,751197602,654922.3398,6.8643590343e6,27,"","RUE","ALOUETTES","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",77657,19,76,5
1550,751197602,654927.7961,6.8644179285e6,33,"","RUE","ALOUETTES","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",77671,19,76,5
1553,751197602,654929.306332935,6.8644298330872e6,33,"","RUE","ALOUETTES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",77674,19,76,5
1562,751197602,654954.931383849,6.8645166096706e6,56,"","RUE","ALOUETTES","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",77531,19,76,5
1565,751134903,652930.238,6.8593156643e6,4,"","PL","ALPES","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",45626,13,49,5
1580,751155702,649342.743758436,6.85950409982912e6,38,"","RUE","ALPHONSE BERTILLON","angle de deux rues","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",54279,15,57,5
1599,751145507,650593.1293,6.8587387394e6,16,"","RUE","ALPHONSE DAUDET","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",50094,14,55,5
1622,751103703,652885.212506938,6.86427529290337e6,5,"","RUE","ALSACE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",31339,10,37,5
