"OBJECTID","IRIS","X","Y","NUM","LET","TYPE_VOIE","LIBELLE_VOIE","SITUATION","CODE_ACTIVITE","LIBELLE_ACTIVITE","LIBELLE_REGROUPEMENT_8_POSTES","BIO","SURFACE","CC_ID","CC_NOM","CC_NIV","ORDRE","ARRONDISSEMENT","QUARTIER","REGROUPEMENT_8_POSTES"
40326,751155720,649223.986058928,6.85957677725496e6,42,"","RUE","LABROUSTE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",85815,15,57,5
40328,751155720,649218.208,6.8595652449e6,44,"","RUE","LABROUSTE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",54206,15,57,5
40342,751124577,657686.2433,6.8599799417e6,21,"W","RTE","LAC DE SAINT MANDE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",94491,12,45,5
40351,751051702,652624.330492509,6.86060136197133e6,4,"","RUE","LACEPEDE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",12130,5,17,5
40358,751051808,652554.2455,6.8605934471e6,9,"","RUE","LACEPEDE","sur rue","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",12510,5,18,5
40378,751051703,652421.856072054,6.86063381297651e6,30,"","RUE","LACEPEDE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",12095,5,17,5
40390,751124702,654934.8831,6.8597156845e6,1,"","PL","LACHAMBEAUDIE","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",43783,12,47,5
40397,751124702,655027.4978,6.8597960776e6,13,"","PL","LACHAMBEAUDIE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",43786,12,47,5
40411,751114204,654370.6729,6.8626261618e6,7,"","RUE","LACHARRIERE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",37091,11,42,5
40422,751114204,654357.0607,6.8625997568e6,18,"","RUE","LACHARRIERE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",37073,11,42,5
40436,751156005,647393.9345,6.8605527324e6,28,"","RUE","LACORDAIRE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",57870,15,60,5
40471,751124804,653794.8523,6.8611963281e6,18,"","RUE","LACUEE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",44929,12,48,5
40487,751093504,651416.109325534,6.86383819743828e6,18,"","RUE","LAFFITTE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",27826,9,35,5
40491,751093504,651426.0795,6.8638778629e6,24,"","RUE","LAFFITTE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",27832,9,35,5
40493,751093406,651437.4113,6.8639706136e6,27,"","RUE","LAFFITTE","angle de deux rues","CH303","Restauration rapide assise","Restauration","","de 300 à 1.000 m²","","","",26797,9,34,5
40497,751093407,651473.7974,6.8641207689e6,43,"","RUE","LAFFITTE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",26715,9,34,5
40499,751093407,651475.704311797,6.86412853830715e6,43,"","RUE","LAFFITTE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",26717,9,34,5
40500,751093407,651476.657767696,6.86413242301072e6,43,"","RUE","LAFFITTE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",26718,9,34,5
40508,751093502,651476.37342095,6.8640773055863e6,48,"","RUE","LAFFITTE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",28981,9,35,5
40523,751187105,652637.968874507,6.86551340449005e6,30,"","RUE","LAGHOUAT","sur rue","CH105","Restaurant africain","Restauration","","moins de 300 m²","","","",74462,18,71,5
40535,751186923,650801.269,6.8662884203e6,11,"","RUE","LAGILLE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",69424,18,69,5
40546,751208003,655955.5586,6.861137961e6,4,"","RUE","LAGNY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",81356,20,80,5
40551,751208004,655996.2552,6.8611502092e6,7,"","RUE","LAGNY","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",92156,20,80,5
40554,751208003,656039.9478,6.8611388858e6,18,"","RUE","LAGNY","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",81358,20,80,5
40555,751208003,656035.948349818,6.86113881948074e6,18,"","RUE","LAGNY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",81359,20,80,5
40574,751208002,656640.601915075,6.86116556633192e6,87,"","RUE","LAGNY","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",81778,20,80,5
40587,751052004,652157.13281915,6.86146761195991e6,9,"","RUE","LAGRANGE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",14197,5,20,5
40588,751052004,652133.7557,6.8614650902e6,10,"","RUE","LAGRANGE","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",14198,5,20,5
40594,751052004,652176.9112,6.861428342e6,13,"","RUE","LAGRANGE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",14155,5,20,5
40600,751052004,652187.76882416,6.86140691700681e6,15,"","RUE","LAGRANGE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",14159,5,20,5
40604,751052004,652193.770785985,6.86139486794009e6,17,"","RUE","LAGRANGE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",14161,5,20,5
40615,751155901,648194.8457,6.8607246539e6,3,"","RUE","LAKANAL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",57483,15,59,5
40621,751155901,648211.676190805,6.86070045807149e6,8,"","RUE","LAKANAL","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",57134,15,59,5
40624,751155901,648233.124,6.8606875244e6,12,"","RUE","LAKANAL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",57135,15,59,5
40627,751155901,648316.0775,6.8606513558e6,21,"","RUE","LAKANAL","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",57490,15,59,5
40637,751145516,650685.8287,6.8595565681e6,18,"","RUE","LALANDE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",51040,14,55,5
40642,751093609,651671.7923,6.8647800022e6,2,"","RUE","LALLIER","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",29647,9,36,5
40643,751093609,651681.0435,6.8648065546e6,4,"","RUE","LALLIER","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",29642,9,36,5
40652,751197302,654084.4788,6.8649741759e6,13,"","RUE","LALLY TOLLENDAL","angle de deux rues","CH105","Restaurant africain","Restauration","","moins de 300 m²","","","",76042,19,73,5
40661,751176705,650161.4925,6.8653428698e6,2,"","RUE","LAMANDE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",67037,17,67,5
40664,751187007,651915.3403,6.865364144e6,4,"","RUE","LAMARCK","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",71865,18,70,5
40665,751187007,651913.724202621,6.86536048500707e6,4,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71866,18,70,5
40667,751187007,651920.450680233,6.86537537704304e6,6,"","RUE","LAMARCK","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",71868,18,70,5
40668,751187007,651928.8111,6.8653939801e6,8,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71869,18,70,5
40669,751187007,651927.193725228,6.86539032167153e6,8,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71870,18,70,5
40670,751187007,651934.935,6.8654075187e6,10,"","RUE","LAMARCK","sur rue","CH109","Autre restaurant du monde","Restauration","","moins de 300 m²","","","",71871,18,70,5
40675,751187009,651851.8782,6.865638173e6,25,"","RUE","LAMARCK","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71450,18,70,5
40681,751187008,651771.744,6.8656612961e6,33,"","RUE","LAMARCK","angle de deux rues","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",86743,18,70,5
40685,751187008,651718.9711,6.8656766639e6,37,"","RUE","LAMARCK","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",71411,18,70,5
40687,751187008,651704.5871,6.8656808589e6,39,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71413,18,70,5
40693,751187008,651779.8275,6.8656736063e6,48,"","RUE","LAMARCK","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71434,18,70,5
40699,751187008,651759.795220946,6.8656794684382e6,52,"","RUE","LAMARCK","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71436,18,70,5
40704,751186912,651493.2346,6.8657480734e6,55,"","RUE","LAMARCK","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",70294,18,69,5
40722,751186912,651527.6082,6.8657550866e6,72,"","RUE","LAMARCK","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",70037,18,69,5
40729,751186912,651345.1961,6.865780375e6,77,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",70305,18,69,5
40732,751186912,651485.366507842,6.86576423418353e6,78,"","RUE","LAMARCK","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",70048,18,69,5
40745,751186910,651288.4437,6.8657927251e6,85,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",70918,18,69,5
40746,751186910,651284.528087639,6.86579354240034e6,85,"","RUE","LAMARCK","angle de deux rues","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",70919,18,69,5
40757,751186910,651245.132750484,6.86580206213325e6,91,"","RUE","LAMARCK","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",70925,18,69,5
40785,751186913,651226.1239,6.8658205282e6,112,"","RUE","LAMARCK","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",70096,18,69,5
40799,751186907,650887.921035803,6.86587269569806e6,125,"","RUE","LAMARCK","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",69261,18,69,5
40819,751186906,650729.9538,6.8658947114e6,143,"","RUE","LAMARCK","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",69247,18,69,5
40831,751186915,650804.881013903,6.86589841062613e6,154,"","RUE","LAMARCK","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",69276,18,69,5
40840,751093602,651864.6788,6.8642643523e6,6,"","RUE","LAMARTINE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",30111,9,36,5
40844,751093602,651846.9196,6.8642650616e6,8,"","RUE","LAMARTINE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",30114,9,36,5
40845,751093602,651850.917626268,6.86426493595782e6,8,"","RUE","LAMARTINE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",30115,9,36,5
40849,751093502,651757.9375,6.8642490467e6,13,"","RUE","LAMARTINE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",28854,9,35,5
40853,751093502,651744.5621,6.8642499631e6,15,"","RUE","LAMARTINE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",28856,9,35,5
40855,751093502,651733.1535,6.864250742e6,17,"","RUE","LAMARTINE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",28858,9,35,5
40857,751093602,651794.1822,6.864264111e6,18,"","RUE","LAMARTINE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",30122,9,36,5
40859,751093602,651784.4357,6.8642634549e6,20,"","RUE","LAMARTINE","sur rue","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",30123,9,36,5
40866,751093602,651756.930366501,6.86426300459628e6,26,"","RUE","LAMARTINE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",30127,9,36,5
40873,751093502,651636.606291032,6.86425814135667e6,33,"","RUE","LAMARTINE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",29036,9,35,5
40874,751093502,651640.5956,6.8642578491e6,33,"","RUE","LAMARTINE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",29037,9,35,5
40882,751093604,651660.1209,6.86426823e6,44,"","RUE","LAMARTINE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",29127,9,36,5
40885,751093604,651644.1745,6.8642693771e6,46,"","RUE","LAMARTINE","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",83923,9,36,5
40887,751093604,651588.4647,6.8642759954e6,54,"","RUE","LAMARTINE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",29100,9,36,5
40893,751166201,647392.1402,6.8618600973e6,2,"","AV","LAMBALLE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",60061,16,62,5
40894,751187009,652033.7915,6.8655978329e6,10,"","RUE","LAMBERT","sur rue","CH105","Restaurant africain","Restauration","","moins de 300 m²","","","",71926,18,70,5
40902,751187009,651970.4357,6.8656479733e6,25,"","RUE","LAMBERT","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",71910,18,70,5
40903,751187009,651964.8603,6.8656521103e6,27,"","RUE","LAMBERT","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",71911,18,70,5
40906,751187009,651948.942826268,6.86566384772636e6,29,"","RUE","LAMBERT","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",71914,18,70,5
40930,751083005,648839.0766,6.8640187351e6,15,"","RUE","LAMENNAIS","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",21601,8,30,5
40948,751103904,653056.6689,6.8634137201e6,5,"","RUE","LANCRY","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",33914,10,39,5
40953,751103904,653061.165314266,6.86339561154753e6,6,"","RUE","LANCRY","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",33105,10,39,5
40960,751103904,653070.606909953,6.86344332726996e6,9,"","RUE","LANCRY","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",33920,10,39,5
40976,751103904,653128.9851,6.8635385848e6,22,"","RUE","LANCRY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33080,10,39,5
40980,751103904,653113.640449229,6.86353407510533e6,23,"","RUE","LANCRY","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",33050,10,39,5
40985,751103904,653124.773306642,6.86355759128801e6,27,"","RUE","LANCRY","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",33054,10,39,5
41001,751103908,653162.8947,6.863631864e6,39,"","RUE","LANCRY","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",33825,10,39,5
41009,751103908,653230.7026,6.863707209e6,44,"","RUE","LANCRY","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",33518,10,39,5
41012,751103908,653237.5603,6.8637167982e6,46,"","RUE","LANCRY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33520,10,39,5
41017,751103908,653244.2187,6.8637261152e6,48,"","RUE","LANCRY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33522,10,39,5
41025,751103908,653219.055600654,6.86371121009978e6,53,"","RUE","LANCRY","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",33835,10,39,5
41030,751103908,653264.962228257,6.8637533212929e6,54,"","RUE","LANCRY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33529,10,39,5
41033,751103908,653230.002127585,6.8637266722983e6,55,"","RUE","LANCRY","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",33840,10,39,5
41036,751103908,653283.683870429,6.86377754064167e6,56,"","RUE","LANCRY","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",33533,10,39,5
41037,751103908,653281.268255643,6.86377435241251e6,56,"","RUE","LANCRY","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",33534,10,39,5
41042,751103908,653254.7866,6.8637598651e6,59,"B","RUE","LANCRY","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33716,10,39,5
41045,751103908,653314.0981,6.8638162527e6,60,"","RUE","LANCRY","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",33513,10,39,5
41047,751103908,653262.3527,6.8637696154e6,61,"","RUE","LANCRY","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",33720,10,39,5
41053,751103908,653313.8694,6.8638335146e6,67,"","RUE","LANCRY","angle de deux rues","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",33510,10,39,5
41057,751155709,648033.217,6.8597769677e6,1,"","RUE","LANGEAC","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",53301,15,57,5
41067,751052005,652035.941,6.8611305072e6,9,"","RUE","LANNEAU","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",13918,5,20,5
41068,751052001,652046.8099,6.8611295758e6,10,"","RUE","LANNEAU","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",93512,5,20,5
41069,751052001,652043.2721,6.8611332805e6,12,"","RUE","LANNEAU","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",13912,5,20,5
41074,751176810,650358.90930981,6.86618479096992e6,4,"","RUE","LANTIEZ","sur rue","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",68276,17,68,5
41100,751155913,648720.692,6.8613482098e6,11,"","RUE","LAOS","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",55895,15,59,5
41119,751155913,648723.016296279,6.86119561686359e6,34,"","RUE","LAOS","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",55977,15,59,5
41132,751187013,651819.491293779,6.86597728394757e6,11,"","RUE","LAPEYRERE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",72202,18,70,5
41136,751052001,652156.182,6.8609959442e6,2,"","RUE","LAPLACE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",13845,5,20,5
41142,751052001,652112.712082621,6.86099909184104e6,9,"","RUE","LAPLACE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",13824,5,20,5
41149,751052001,652090.8123,6.8610072587e6,17,"","RUE","LAPLACE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",13825,5,20,5
41151,751052001,652082.9269,6.8610158818e6,19,"","RUE","LAPLACE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",13826,5,20,5
41157,751114311,653910.052943064,6.86175157347064e6,3,"","RUE","LAPPE","sur rue","CH109","Autre restaurant du monde","Restauration","","moins de 300 m²","","","",39530,11,43,5
41158,751114311,653889.1289,6.8617574663e6,4,"","RUE","LAPPE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",39679,11,43,5
41159,751114311,653917.712072745,6.8617458021927e6,5,"","RUE","LAPPE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",39531,11,43,5
41160,751114311,653914.4954,6.8617481798e6,5,"","RUE","LAPPE","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",91820,11,43,5
41163,751114311,653922.751,6.8617419714e6,7,"","RUE","LAPPE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",39532,11,43,5
41168,751114311,653936.0466,6.8617319605e6,11,"","RUE","LAPPE","sur rue","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",39534,11,43,5
41169,751114311,653931.4747,6.8617255462e6,14,"","RUE","LAPPE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",39684,11,43,5
41175,751114311,653961.7453,6.8617126014e6,19,"","RUE","LAPPE","sur rue","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",39537,11,43,5
41179,751114311,653951.339037483,6.86171048594869e6,20,"","RUE","LAPPE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",84401,11,43,5
41183,751114311,653975.9147,6.8617018622e6,23,"","RUE","LAPPE","sur rue","CH109","Autre restaurant du monde","Restauration","","moins de 300 m²","","","",39540,11,43,5
41190,751114311,653995.2855,6.8616899972e6,27,"","RUE","LAPPE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",39543,11,43,5
41193,751114311,654002.3135,6.86168751e6,29,"","RUE","LAPPE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",84396,11,43,5
41201,751114311,654069.075409733,6.86162231423075e6,34,"","RUE","LAPPE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",39700,11,43,5
41202,751114311,654016.7707,6.8616714025e6,35,"","RUE","LAPPE","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",39545,11,43,5
41203,751114311,654023.8717,6.8616660688e6,37,"","RUE","LAPPE","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",39546,11,43,5
41205,751114311,654041.2325,6.8616530127e6,41,"","RUE","LAPPE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",39547,11,43,5
41207,751114311,654047.666676143,6.86164825860941e6,41,"","RUE","LAPPE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",39549,11,43,5
41209,751114311,654052.171932198,6.86164484143942e6,43,"","RUE","LAPPE","sur rue","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",88577,11,43,5
41211,751114311,654074.6657,6.8616279055e6,49,"","RUE","LAPPE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",39552,11,43,5
41213,751114311,654090.104532185,6.86161634933941e6,51,"","RUE","LAPPE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",39554,11,43,5
41214,751114311,654093.322864369,6.86161397397881e6,51,"","RUE","LAPPE","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",39555,11,43,5
41220,751145305,650364.8259,6.8601275621e6,3,"","RUE","LAROCHELLE","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",49272,14,53,5
41222,751051907,652091.878,6.8606399663e6,7,"","RUE","LAROMIGUIERE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",12974,5,19,5
41223,751051806,652567.4594,6.8603460551e6,1,"","RUE","LARREY","angle de deux rues","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",90830,5,18,5
41235,751083205,650004.5716,6.8647190955e6,1,"","RUE","LARRIBE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",83842,8,32,5
41252,751197506,655186.0342,6.8640958776e6,5,"","RUE","LASSUS","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",77266,19,75,5
41254,751197506,655184.2779,6.8641201734e6,9,"","RUE","LASSUS","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",77268,19,75,5
41275,751176511,648447.904411284,6.8646802678898e6,14,"","RUE","LAUGIER","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",64373,17,65,5
41282,751176512,648307.6201,6.864861862e6,30,"","RUE","LAUGIER","sur rue","CH303","Restauration rapide assise","Restauration","oui","moins de 300 m²","","","",63939,17,65,5
41290,751176512,648265.5356255,6.86492172844788e6,38,"","RUE","LAUGIER","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",63946,17,65,5
41291,751176512,648260.8741,6.86492823e6,38,"","RUE","LAUGIER","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",91587,17,65,5
41296,751176508,648264.918035327,6.86490172873423e6,41,"","RUE","LAUGIER","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",63979,17,65,5
41300,751176508,648255.277872804,6.8649153398118e6,43,"","RUE","LAUGIER","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",63982,17,65,5
41301,751176508,648251.1066,6.8649213718e6,45,"","RUE","LAUGIER","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",63983,17,65,5
41308,751176508,648218.041240469,6.86496812149657e6,49,"","RUE","LAUGIER","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",63919,17,65,5
41314,751176512,648176.266,6.8650480595e6,54,"","RUE","LAUGIER","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",63887,17,65,5
41317,751176513,648153.065835327,6.86506018263423e6,57,"","RUE","LAUGIER","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",63903,17,65,5
41320,751176512,648142.1743,6.8650964104e6,62,"","RUE","LAUGIER","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",63841,17,65,5
41329,751176513,648034.725807052,6.86520769167183e6,83,"","RUE","LAUGIER","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",63815,17,65,5
41336,751197614,654631.5743,6.8649228253e6,1,"","AV","LAUMIERE","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",77821,19,76,5
41340,751197614,654618.629678354,6.86494471554924e6,3,"","AV","LAUMIERE","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",77825,19,76,5
41344,751197614,654607.093937152,6.86496440124245e6,7,"","AV","LAUMIERE","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",77829,19,76,5
41356,751197615,654580.7167,6.8650642393e6,20,"","AV","LAUMIERE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",77782,19,76,5
41378,751197302,654489.0563,6.865165388e6,41,"","AV","LAUMIERE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",76117,19,73,5
41389,751166409,648127.942005273,6.86378776675e6,7,"","RUE","LAURISTON","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",62407,16,64,5
