"Enseigne","Nombre d'établissement"
"5 PIZZ",2
"10 BELLES",2
"1920",2
"1675",2
"ZUZUTTOMO",1
"ZUMO",1
"ZUMA",1
"ZUKUNFT CAFE",1
"ZOZOO",1
"ZOZAN",1
"ZOUZOU",1
"ZOUROUNA",1
"ZORBA",1
"ZOOM CAFE",1
"ZOLA",1
"ZOCO BAR",1
"Z MSA",1
"ZITI",1
"ZIOTONY",1
"ZINCOU VIN ET TAPAS",1
"ZINCONTOURNABLES",1
"ZINC 62",1
"ZIKOUMEN",1
"ZIG ZAG CAFE",1
"ZIG ZAG",1
"ZHAO",1
"ZG RAMEN",1
"ZEYTOUN",1
"ZEYER",1
"ZERO ZERO BAR",1
"ZE RESTOO",1
"ZERDA CAFE",1
"ZENZAN",1
"ZEN SUSHI",1
"ZENDO",1
"ZEN BO-BUN",1
"ZEN",1
"ZELAL",1
"ZE KITCHEN GALERIE",1
"ZE CREPE",1
"ZE BAAR...",1
"ZAZOU",1
"ZAZA",1
"ZAYTOUNA",1
"ZAY TOUNA",1
"ZAYTOONA",1
"ZAYTOON",1
"ZAT ZAT",1
"ZAPP'S",1
"ZAOKA",1
"ZANGO",1
"ZAM ZAM",1
"ZAMBALHA",1
"ZAKURO",1
"ZAK",1
"ZAITOUN",1
"ZAHLE",1
"ZAGROS",1
"ZAFRAN",1
"ZAEKA",1
"ZABAR",1
"YUZUMI",1
"YUXI",1
"YUSHI",1
"YU SHAN FANG",1
"YUP YHAI",1
"YUNICA",1
"YUM’S",1
"YUM YUM",1
"YUMY BOWL",1
"YUM YAO",1
"YUMY AND GUILTFREE",1
"YUM TCHA",1
"YUMMY THAÏ",1
"YUMMY NOODLES",1
"YUMMY HOUSE",1
"YUMMI",1
"YUMI POKE",1
"YUMI LOVE",1
"YUMIKO",1
"YUMI FRIED CHICKEN",1
"YUMIE - YUMIE",1
"YUMI",1
"YUMAN",1
"YUKI",1
"YU KI",1
"YUK GAE JANG",1
"YUKGA",1
"YUE DORE",1
"YOU TEK HENG",1
"YOUPI TEA’M",1
"YOUPI HOURS",1
"YOUMMAH",1
"YOU BURGER",1
"YOTARO SUSHI",1
"YO SUSHI",1
"YOSHI WORLD",1
"YOSHIMORI",1
"YOSHIDA",1
"YORU",1
"YORI",1
"YORGAKI",1
"YOOM DIMSON",1
"YOOM",1
"YOOKI SUSHI",1
"YONO",1
"YONG FA",1
"YONDJA FOOD TURK",1
"YONDJA",1
"YOM HZ",1
"YOKOSUNA",1
"YOKOSUKA",1
"YOKORAMA",1
"YOKOHAMA",1
"YOKI RAMA",1
"YOKHAMA",1
"YOGURT FACTORY",1
"YOGAMOUR",1
"YODA",1
"YOCO",1
"YO",1
"Y,IZAKAYA",1
"YI YUN",1
"YI THE",1
"YI PING",1
"YI ONE",1
"YIN YOO",1
"YINAN ET HUGO",1
"YILDIZ",1
"YI JIA",1
"YIDO",1
"YICHIBAN",1
"YI BOWL NOODLE",1
"YIBOL",1
"YES WE CAN",1
"YEN",1
"YEMMA OFFICE",1
"YELLOW TUCAN",1
"YELLOW MAD MONKEY",1
"YELLOW CAFE",1
"YEKO",1
"YÉ KITCHEN",1
"YAZ",1
"YAY",1
"YASUBE",1
"YASOYA",1
"YASMIN",1
"YARDS",1
"YARD CAVE",1
"YA PAS D'SUCHI",1
"YANN COUVREUR",1
"YAM YAM",1
"YAMURY",1
"YAM TCHA",1
"YAM'TCHA",1
"YAMIR",1
"YAM FOOD",1
"YAMANASHI",1
"YAMAMOTO",1
"YAMAKAWA",1
"YAMAGOYA",1
"YA LAMAI",1
"YAKI SHOP",1
"YAKIOCHI",1
"YAKIMONO BY RICE & FISH",1
"YAKI KOBE",1
"YAKI GINZA",1
"YAKI",1
"YAK CAFE",1
"YAGO",1
"YACATAN",1
"YA BAYTE",1
"YABAI SANDO",1
"YAAI THAI",1
"XVIEME AVENUE",1
"XUEHONG NEIGE ROUGE",1
"XIU",1
"XIN LONG",1
"XINH XINH",1
"XING FUTANG",1
"XIAO LONG MAN",1
"XIANPIAO PIAO",1
"XIAN DINNING",1
"XI AN",1
"XIALONG KAN",1
"XDN",1
"WUPISI",1
"WUNDERBAR",1
"WUJIN",1
"WT",1
"WRAP N ROLL",1
"WOW!TEA",1
"WOW ! TEA",1
"WORLD WILD SOULS O CHATEAU",1
"WORKSHOW",1
"WOO JUNG",1
"WOODIES",1
"WOODEN",1
"WONG HENG",1
"WONDERLAND BRUNCHY",1
"WOK UP",1
"WOK CHEN",1
"WOKANTINE",1
"WOK ADDICT",1
"WOAN",1
"WISP",1
"WINNER’S CHICKEN",1
"WINNER BAR",1
"WING YUN",1
"WINGS ET CHILL",1
"WINGS",1
"WINE THERAPY",1
"WINE O'CLOCK",1
"WIM A TABLE",1
"WILL'S DELI",1
"WILLI’S WINE BAR",1
"WILLIE’S DINER",1
"WILLETTE",1
"WHO'S",1
"WHITE MARRAKECH",1
"WHITE COFFEE",1
"WHALE TEA",1
"WEPOK",1
"WEPLER",1
"WEN ZHOU MEI SHI LIN",1
"WE LOVE COFFEE",1
"WELCOME TO ISTANBUL",1
"WELCOME CUISINE BIO",1
"WEIZHIJIA",1
"WE ARE JUICE",1
"WE ARE BREWERS",1
"WEALTH",1
"WAZA SUSHI",1
"WAVE COFFEE",1
"WASSANA",1
"WASHOKY",1
"WASHINGTON POST",1
"WASHINGTONIA",1
"WASHI",1
"WASABI",1
"WARD",1
"WANTED CAFE",1
"WANTED",1
"WANG'S",1
"WALY FAY",1
"WALRUS",1
"WALL STREET PIGALLE",1
"WALL STREET OBERKAMPF",1
"WALLACE",1
"WALK TAKE WOK",1
"WAKOYA",1
"WAKNINE ET ASSOCIES",1
"WAKAZE PARIS",1
"WAKANDA FACTORY",1
"WAGON BLEU",1
"WAFFLE COFFEE",1
"WAENA",1
"WAD THAI",1
"W3 CAFE",1
"VOULEZ-VOUS",1
"VNP",1
"V M",1
"VIVANT",1
"VIVAIO",1
"VITO",1
"VITNA CLANDESTINA",1
"VITA NUOVA",1
"VITA",1
"VISHNU CAFE",1
"VIRTUS",1
"VIRGULE",1
"VIRAGE CAFE",1
"VIP LOUNGE",1
"VIOLETIA ET ALFREDO",1
"VINS DES PYRENEES",1
"VINS CAFE LIQUEURS",1
"VINO E CUCINA",1
"VINI MONTE",1
"VINHUIT",1
"VINCENZO",1
"VINAYAGAR",1
"VILLETTE",1
"VILLA VERDI",1
"VILLA THAI",1
"VILLA SOPHIE",1
"VILLA SAINT JACQUES",1
"VILLA ROMANA",1
"VILLA PUNJAB",1
"VILLA PAVILLON",1
"VILLA MURAT",1
"VILLA MONTMARTRE",1
"VILLA MIMOUNA",1
"VILLA MIKUNA",1
"VILLA MEDICI",1
"VILLA MARQUISE",1
"VILLA MAASAI",1
"VILLALYS",1
"VILLA HAUSSMANN",1
"VILLAGE UNG",1
"VILLAGE TAO TAO RESTAURANT LY",1
"VILLAGE MADELEINE",1
"VILLAGE DE L'INDE",1
"VILLA EVA",1
"VILLA ET GIPSY",1
"VILLA DONDELLI",1
"VILLA DES TERNES",1
"VILLA DES ABBESSES",1
"VILLA DARJEELING",1
"VILLA CESAR",1
"VILLA BORGHESE",1
"VILLA BAMATO",1
"VIK KARAOKE",1
"VIJAYA",1
"VI  HANOI",1
"VIEUX CARRE",1
"VIET THAI",1
"VIET STREET FOOD",1
"VIET SIAM",1
"VIET PHO",1
"VIETNAM IMPRESSIONS",1
"VIETNAMIEN",1
"VIETNAM FOOD",1
"VIETNAMESE FAST FOOD",1
"VIETNAMESE DINER",1
"VIET MOÏ THAÏ",1
"VIET BAR",1
"VIENG SIAM",1
"VIDICI",1
"VIDA M",1
"VIDA",1
"VICTORIA STATION",1
"VICTORIA GARDEN",1
"VICTOR",1
"VICKY",1
"VICE CITY",1
"VIA ROMA",1
"VIA PASTA",1
"VIA MELA",1
"VIAHE CAPHE",1
"VIA EMILIA",1
"VIA DI ROMA",1
"VIA DEL GUSTO",1
"VIA DEL CAMPO",1
"VGT BOWL",1
"VF PATISSERIE",1
"VEZZO VEZZO",1
"VESUVIO",1
"VESPER",1
"VERYTHAI",1
"VERTUS",1
"VERT TULIPE",1
"VERT SAUVAGE",1
"VERSE TOUJOURS",1
"VERSAILLES FOOD",1
"VERO L'AUTRE CANTINE",1
"VERNAZZA",1
"VERDI",1
"VERDE BY YEEELS",1
"VERAN",1
"VERACE",1
"VENUS",1
"VENT D'ARMOR",1
"VENI VICI",1
"VENITIA",1
"VENISE",1
"VENICE",1
"VENEZIA",1
"VELVET LOUNGE",1
"VEGET'HALLES",1
"VÉGÉ TABLE",1
"VEGE'SAVEURS",1
"VEGE BOWL",1
"VEGAN & TASTY",1
"VEGAN MAOZ",1
"VEGANISSIM",1
"VEDETTE DE PARIS (KIOSQUE)",1
"V COMME VIETNAM",1
"VBB’ HOUSE",1
"VAUX HALL",1
"VARISA",1
"VARENNE 36",1
"VAPOLUNE CAFE",1
"VANTRE",1
"VAN LONG",1
"VAN APRIL",1
"VAN AN",1
"VALENTINO",1
"VALENTINE",1
"VALENTIN",1
"VALE ET ALE",1
"VAL CAFE",1
"VAIJAYANTA",1
"VADROUILLE",1
"UZU",1
"UTOPIA",1
"USKUDAR",1
"US DISTRICT",1
"US CANTEEN",1
"URFA KEBAP",1
"URFA",1
"URBAN WOK",1
"URBAN SUSHI",1
"URBAN SALAD",1
"URBANO CAFE",1
"URBAN GRILL",1
"URBAN GREENER",1
"URBAN CRÊPS",1
"URBAN BAKERY",1
"UPPER CREMERIE",1
"UN ZEBRE A MONTMARTRE",1
"UN REVE",1
"UNO",1
"UN MONDE GOURMAND TRAITEUR SOLIDAIRE",1
"UN MIDI AU MOULIN",1
"UN JOUR A PEYRASSOL",1
"UN JOUR A HA NOI",1
"UNIVER POKE",1
"UNISEX",1
"UNION SQUARE",1
"UN INSTANT DE REVE (KIOSQUE)",1
"UN BISTROT EN VILLE",1
"UN AMOUR DE BISTROT",1
"UNAGI",1
"U. MULINU",1
"UMEE",1
"UMA NOTA",1
"UMAMI MATCHA",1
"UMAI BUBBLE",1
"UGUR",1
"UGARIT",1
"UFRAULINO",1
"UDON JUBEY",1
"TZANTZA",1
"TZAKAYA TAISHOKEN",1
"TYPICK CAFE",1
"TYPICK",1
"TY LOUIS",1
"TY GALETTES",1
"TY FANCH",1
"TY CAKE",1
"TY BREIZ",1
"TYAMATO",1
"TXUAN",1
"TWO DOORS",1
"TWINS BURGER",1
"TWINKIES",1
"TWIGGY",1
"TWENTY ONE SOUND BAR",1
"TWENTY ONE",1
"TUTTO BENE",1
"TUTTI FRUTTI",1
"TUTTI AMICI",1
"TUTI PASTA",1
"TURTLE",1
"TURQUOISE ISTANBUL",1
"TURKUAZ",1
"TURKISH SNACK",1
"TURBIGO SANDWICH",1
"TUNIS TUNIS",1
"TUK TUK NAM",1
"TUKTUK",1
"TUILERIES",1
"TU",1
"T&TIME",1
"T THAI",1
"TSURU",1
"TSUKIZI",1
"TSUBAME",1
"TS GALERNA",1
"TSE YANG",1
"TRUTH",1
"TRUST",1
"TRUSKEL MICROCLUB",1
"TROUBADOUR HOUSE COFFEE",1
"TROPICALIA",1
"TROPICAL",1
"TROLL CAFE",1
"TROIS CRABES",1
"TROIS.B",1
"TRIPLETTES",1
"TRIODE",1
"TRICOTIN 2",1
"TRIBUNALI",1
"TRIBECA",1
"TRIBAL CAFE",1
"TRIADOU HAUSSMANN",1
"TRESOR ITALIA",1
"TRESOR DU KASHMIR",1
"TREICH VILLE",1
"TREFERAKOS",1
"TREE TEA",1
"TREBON",1
"TRATTORIA RIM CAFE",1
"TRATTORIA PULCINELLA",1
"TRATTORIA FRATELLI",1
"TRATTORIA DI SAPRI",1
"TRATTORIA DI BELLAGIO",1
"TRATTORIA DI AUGUSTINO",1
"TRATTORIA DEL ARTE",1
"TRATTORIA DA GIGI",1
"TRATTORIA CHEZ CUSTO",1
"TRATTORIA CESAR",1
"TRATTORIA AL GUSTO DELLA PASTA",1
"TRANTRANZAI",1
"TRAITEUR YANG",1
"TRAITEUR PHENICIEN",1
"TRAITEUR DU THEATRE",1
"TRAITEUR DE SAINT LAZARE",1
"TRADITION GOURMANDE",1
"TRADISWISS",1
"TRADI",1
"TRADER’S",1
"TRA ART",1
"TRA AMICI",1
"TOYOTOMY",1
"TOYOTOMI",1
"TOYOTAKA",1
"TOYO RESTAURANT",1
"TOYOMAH",1
"TOWA",1
"TOVIM",1
"TOUYTOUYT",1
"TOUT VA MIEUX",1
"TOUT POULET",1
"TOUTOFU",1
"TOUT LE MONDE EN PARLE",1
"TOUTIM",1
"TOUTIA",1
"TOUT CRU",1
"TOUT AUTRE CHOSE",1
"TOUT A CROQUER",1
"TOUSIA",1
"TOURNE BOUCHON",1
"TOURN'BRIDE",1
"TOUR FOOD",1
"TOUR DE THAÏ",1
"TOUR DE BUBBLE",1
"TOUR ALL’ITALIA",1
"TOULLER OUTILLAGE",1
"TOUK THAI",1
"TOUCH'IN PARIS",1
"TOUCAN CAFE",1
"TOTUMA",1
"TOTT ORI",1
"TOTTO",1
"TOTTI",1
"TOTO SAPORE",1
"TOTORO",1
"TOTORINO",1
"TOTOO",1
"TOTO_",1
"TOSCANA",1
"TOSCA",1
"TORRE DI PIZZA",1
"TORIYOSHI",1
"TORITCHO",1
"TORINO",1
"TORAYA",1
"TORANJ",1
"TOQUE ET TABLIER",1
"TOP TEA",1
"TOP SUSHI",1
"TOPP’IN",1
"TOP PIZZA",1
"TOPOLY",1
"TOPO",1
"TOP NEM",1
"TOPKNOT",1
"TOP DEJ",1
"TOPA !",1
"TONTON YUM",1
"TONTON LUIGI",1
"TONTON DES DAMES",1
"TONTON DE LA BUTTE",1
"TONTON BANH MI",1
"TONKI",1
"TONKATSU TOMBO",1
"TONIO",1
"TON.HON",1
"TONG MING",1
"TONG FAN",1
"TONE KRAO",1
"TONE GAWA",1
"TONAIR DE BREST",1
"TOMY",1
"TOMIKI",1
"TOMI",1
"TOLOACHE",1
"TOLIA",1
"TOKYOTORI",1
"TOKYO SUSHI",1
"TOKYO SAKANAYA",1
"TOKUGAWA",1
"TOKKO",1
"TOKKI",1
"TOKIOYAKI",1
"TOKAIDO",1
"TOI ET MOI",1
"TOFE TOFU",1
"TODA L'AKEL",1
"TOCQUEVILLE",1
"TO ANY ONE",1
"TOA",1
"T. KAWA",1
"T & J GOURMET",1
"TJ ASIAN FUSION",1
"TJ  ASIAN FUSION",1
"TIZI GRILL",1
"TIVOLI",1
"TITI PARIGINO",1
"TITI PALACIO",1
"TIRE BOUCHON",1
"TIPHAINE CAFE",1
"TIPAZA",1
"TINTAMARRE",1
"TIM LA PRINCESSE",1
"TIME OUT",1
"TIME FOOD",1
"TIME CAPSULE",1
"TILILIS",1
"TILAL",1
"TIKOUN OLAM",1
"TIKINO",1
"TIKI BOOM",1
"TIJOS",1
"TIGRE QUI PLEURE",1
"TIGERTILK",1
"TIGER TIGER",1
"TIGERMILK",1
"TIFINAGH",1
"TIEN HIANG",1
"TI CASE CREOLE",1
"TI'CAP PUB",1
"TIB’S",1
"TIBET PEACE MOUSE",1
"TIBET PAYS DES NEIGES",1
"TIBET CORNER",1
"TIBETAN ANA",1
"TIBETAIN",1
"TIAN TIAN WANG",1
"TIAN FU",1
"THYM SAUVAGE",1
"THYM OLIVE",1
"THUY",1
"THU-THU",1
"THOUMIEUX",1
"THIRSTY MAD CAT",1
"THIEY NDAKAROU",1
"THIENG HENG",1
"THE YEARLING",1
"THE X POT",1
"THE WALL",1
"THE VILLAGE TERRAZZA",1
"THE VAN",1
"THE UGLY WOK",1
"THE TOWN",1
"THE TIBETAN KITCHEN",1
"THE TEA CADDY",1
"THE STATION",1
"THESSALIA",1
"THE SMOKE HOUSE",1
"THE SANDWICHERIE",1
"THE-RITOIRES",1
"THE RESERVE",1
"THE PURE MALT",1
"THE PRESS LAB",1
"THE POKE BOWL FACTORY",1
"THE PLAYCE",1
"THE PLACE TO …",1
"THE PLACE TO ...",1
"THEORY",1
"THE OAKEN SHIELD",1
"THENSURABI",1
"THE NEW BORN",1
"THE MUSCA T",1
"THE MOOSE",1
"THE MADISON",1
"THE LONG HOP",1
"THE LOCK",1
"THE LOCAL",1
"THE LIZARD LOUNGE",1
"THE LITTLE ITALY",1
"THE LIONS",1
"THE LAB SIX",1
"THE KURSAAL",1
"THE KOP",1
"THE KITCHEN",1
"THE JUNGLE",1
"THE JC'CLUB",1
"THE IRISHMAN",1
"THE INDIAN CORNER",1
"THE HOXTON",1
"THE HOOD",1
"THE HONEST LAWYER",1
"THE HOLLYWOOD SAVOY",1
"THE HILLS",1
"THE HIGHLANDER",1
"THE HIDEOUT PARIS",1
"THE HEALTTHY SPOT",1
"THE HARP",1
"THE GROOVY",1
"THE GRILL ROOM",1
"THE GRILLED CHESE FACTORY",1
"THE GRILLED CHEESE FACTORY",1
"THE GREY",1
"THE GREEN LINNET",1
"THE GREEN GOOSE",1
"THE GREAT CANADIAN",1
"THE GOOD PLACE",1
"THE GODFATHER",1
"THE GENTLEMAN",1
"THE GARRISON",1
"THE FROG & UNDERGROUND",1
"THE FROG & PRINCESS",1
"THE FROG & BRITISH LIBRARY",1
"THE FRIENDLY KITCHEN",1
"THE FRENCH WAFFLE",1
"THE FREEDOM",1
"THE FIVE",1
"THE FIRST",1
"THE FINANCIER",1
"THE FEEL",1
"THE FAMILY",1
"THE FAITY",1
"THE CRYING TIGER",1
"THE CROSS OF ST GEORGE",1
"THE CRICKETER",1
"THE CORNER",1
"THE COPPER PUB",1
"THE COOL",1
"THE COLLECTION",1
"THE COFFEE",1
"THE CLUB",1
"THE CHICK HOUSE",1
"THE CELLAR BAR",1
"THE CANADIAN AMBASSY",1
"THE CAMBRIDGE",1
"THE BUBBLE",1
"THE BROKEN ARM",1
"THE BRIDGE BAR",1
"THE BOX",1
"THE BOWLER",1
"THE BOTTLE SHOP",1
"THE BOOTLEG",1
"THE BLIND TIGER",1
"THE BEST CHIKEN",1
"THE BENCH CAFE",1
"THE BE BOP BAR",1
"THEA & WAFFLE",1
"THE AVOCADO SHOW",1
"THE AULD ALLIANCE SCOTTISH PUB",1
"THE 79'",1
"THE 38 BAR",1
"THÉ",1
"THAT'S L-FE",1
"THAO LY",1
"THAM'S",1
"THALASSA",1
"THAI YIM2",1
"THAI YIM",1
"THAI X PRESS",1
"THAÏ WOK HOUSE",1
"THAI VIET GOURMET",1
"THAI VIEN 2",1
"THAI VIEN",1
"THAI TIME",1
"THAI TAWAN",1
"THAÏ STREET FOOD",1
"THAI STREET FOOD",1
"THAI STREET",1
"THAI SPICES",1
"THAÏ SIRI",1
"THAISIL",1
"THAI SIAM",1
"THAI SHO KEN",1
"THAI SAMOT",1
"THAI ROYAL",1
"THAI PARAGON",1
"THAI PAPAYA",1
"THAI PANTHONG",1
"THAI PACIFIC",1
"THAI NAM",1
"THAI MING",1
"THAI MANY",1
"THAI LAO",1
"THAI KOK",1
"THAI KAMKOUN",1
"THAI IN BOX",1
"THAIHOUSE CHEZ PHON",1
"THAI GOURMET",1
"THAIGER",1
"THAI FOOD",1
"THAI EXPRESS",1
"THAI BOXING",1
"THAI BASILIC",1
"THAI AT HOME",1
"THAI 18",1
"THAI",1
"THAAI AT HOME",1
"TETE A TETE",1
"TET",1
"TERRY'S CAFE",1
"TERROMIA",1
"TERRE ROSSA",1
"TERRE D’AZUR",1
"TERRE",1
"TERRASSE ST LAZARE",1
"TERRASSE SAINT JACQUES",1
"TERRASSE SAINTE CATHERINE",1
"TERRASSE DE MADAME",1
"TERRASSE DE LYON",1
"TERRASSE DE LA SYBILLE",1
"TERRASSE BERCY",1
"TERRASSE 52",1
"TERRASSE 17",1
"TERRASS",1
"TERRA NERA",1
"TERRA MIA",1
"TERNA CORSA",1
"TERMINUS NORD",1
"TERKA",1
"TEPPANYAKI SUSHI",1
"TENG'S",1
"TENDERNESS",1
"TEN CHI",1
"TEN BELLES",1
"TEMPLE ROCK TAVERN",1
"TEMPI LENTI",1
"TELEX 17",1
"TELESCOPE",1
"TELE BAR",1
"TEKKABA",1
"TEHERAN",1
"TEGRITY PIZZA",1
"TEDDY'S BAR",1
"TEA’KE YOUR TIME",1
"TEAYAMMI",1
"TEAWAN",1
"TEA TIME",1
"TEA SPACE",1
"TEA ROOM",1
"TEA MELODIE",1
"TEA HOUSE",1
"TEA BY THE",1
"TDTF",1
"T'CUP",1
"TCHAM ET GANG",1
"TCHAM",1
"TAYIM",1
"TAWLET",1
"TAVOLA DI GIO",1
"TA VOLA DEL EDEN",1
"TAVLINE",1
"TAVERNE HENRI IV",1
"TAVERNE GRECQUE",1
"TAVERNA BARAONDA",1
"T . AVENUE",1
"TATOUPIZZA",1
"TATO",1
"TATA MONIQUE",1
"TATA BURGER",1
"TA SUSHI",1
"TASTY TRIP!",1
"TASTY NOUILLES",1
"TASTY FOOD",1
"TASTY CHICKEN",1
"TASTE THE DIFFERENCE THE LABO",1
"TASSKA",1
"TASSEI",1
"TASHI DELEK",1
"TASCANA",1
"TASCA",1
"TARTEMPION",1
"TARTELETTES",1
"TARKIA",1
"TARA TATA",1
"TAPPO",1
"TAPISSERIE",1
"TAORMINA CONVENTION",1
"TAO",1
"TANORI",1
"TANGUY",1
"TANG, HU & LU",1
"TANG",1
"TANDRINE FOODBIZ",1
"TANDORI SHUKRIYA",1
"TANDOORI TIME",1
"TANDOORI LAFAYETTE",1
"TANDOORI LA FAYETTE",1
"TANDOORIGHT",1
"TANDOORI",1
"TAN DINH VIFIAN",1
"TANDEM",1
"TAM TAM",1
"TAMPOPO",1
"TAMA SUSHI",1
"TAMARINS",1
"TAMARIND",1
"TAMARA",1
"TAMAM KITCHEN",1
"TAMADA",1
"TAM",1
"TALOS",1
"TALAI LAMO",1
"TAKI",1
"TAKE TOOK",1
"TAKE O TAC",1
"TAKE AWAY",1
"TAKE A BREAK",1
"TAKARA MATCHA",1
"TAKARA",1
"TAJ ROYAL",1
"TAJ MASSALA",1
"TAJ ALSULTAN",1
"TAI YUE WAN",1
"TAIYO",1
"TAI YIEN",1
"TAIYAKI",1
"TAITU",1
"TAIPEI GOURMET",1
"TAILLEVENT",1
"TAIKOI",1
"TAIGASU",1
"TAGO MAGO",1
"TAGADA BAR",1
"TAENG THAI",1
"TAEM",1
"TADAYUKI",1
"TADAM",1
"TACOS TIME",1
"TACOSMASH",1
"TACOS CORNER",1
"TACOS 75",1
"TACO LOCO",1
"TACHIBANA",1
"TAB SHOP",1
"TABOURA",1
"TABOULE SYRIEN TRAITEUR LIBANAIS",1
"TABLE NEUF",1
"TABLE METIS",1
"TABLE GOURMANDE BISSAC",1
"TABLE DELA GRACE",1
"TABLEAUXPARIS",1
"TABLE",1
"TABEMONO",1
"TABAC ST PHILIPPE",1
"TABAC SAINT ANTOINE",1
"TABAC PORTE D'ORLEANS",1
"TABAC PORTE CHAUMONT",1
"TABAC MARBEUF",1
"TABAC LIEGE",1
"TABAC L'HARMONIE",1
"TABAC LE VIZIR",1
"TABAC LE NIEL",1
"TABAC LE MIRBEL",1
"TABAC LE MARIJAN",1
"TABAC LE CHIQUITO",1
"TABAC JEAN CHRISTOPHE",1
"TABAC HAUSSMANN",1
"TABAC DU TEMPLE",1
"TABAC DU ROULE BRASSERIE",1
"TABAC DU COLLEGE DE FRANCE",1
"TABAC DU CHATELET",1
"TABAC D'ORSAY",1
"TABAC D HAUTEVILLE",1
"TABAC DES VOSGES",1
"TABAC DES TERNES",1
"TABAC DES SPORTS",1
"TABAC DES PYRENEES",1
"TABAC DES POSTES",1
"TABAC DES FOLIES",1
"TABAC DES COLONNES",1
"TABAC DE PIGALLE",1
"TABAC DE L'EUROPE",1
"TABAC DE L'EST",1
"TABAC DE LA TOUR",1
"TABAC DE LA SORBONNE",1
"TABAC DE L'ARRIVEE",1
"TABAC DE LA PORTE DE CLIGNANCOURT",1
"TABAC DE LA PLACE",1
"TABAC DE LA NAVIGATION",1
"TABAC DE LA MUTUALITE",1
"TABAC DE LA MUETTE",1
"TABAC DE LA MAIRIE",1
"TABAC DE LA GLACIERE",1
"TABAC DE LA GAITE",1
"TABAC DE LA FONTAINE",1
"TABAC DE LA CORDONNERIE",1
"TABAC BLANQUI",1
"TABAC ARAGO",1
"TABAC ALFA",1
"T'A'A'M",1
"SYPHAX",1
"SYMPOSIUM",1
"SYMPHONY",1
"SYKO.SPACE",1
"SWOON’S",1
"SWEETY SMASH",1
"SWEET ORCHIDEE",1
"SWEET KT",1
"SWEETEA’S",1
"SWEETEA'S",1
"SWEET BAZAR",1
"SWEETALK",1
"SWEET",1
"SWANN ET VINCENT",1
"SWADEE",1
"SWAD",1
"SUZETTE",1
"SUZANNE",1
"SUSHI ZO",1
"SUSHI ZHANG",1
"SUSHI ZEN",1
"SUSHI YOSHIDA",1
"SUSHIYAKI",1
"SUSHI YAKI",1
"SUSHI YACO",1
"SUSHI WAY",1
"SUSHI WASABI",1
"SUSHI VILLAGE",1
"SUSHI VILLA",1
"SUSHI TOWN",1
"SUSHI TOMI",1
"SUSHI THAI",1
"SUSHI SUPE",1
"SUSHI SUN",1
"SUSHI STORY",1
"SUSHI STAR",1
"SUSHI SPOT",1
"SUSHI SCENE",1
"SUSHI SAKE",1
"SUSHI SAKA",1
"SUSHI ROYAL",1
"SUSHI ROOM",1
"SUSHI ROME",1
"SUSHIRAMA",1
"SUSHI RAMA",1
"SUSHI RAINBOW",1
"SUSHI Q",1
"SUSHI POKE",1
"SUSHI PLUS",1
"SUSHI PASSY",1
"SUSHI PARISIEN",1
"SUSHI PARADISE",1
"SUSHI ONE",1
"SUSHI NARA",1
"SUSHI NAGOYA",1
"SUSHI NAGASAKI",1
"SUSHI MURAT",1
"SUSHI MOGADOR",1
"SUSHI MIYAKO",1
"SUSHI MASSENA",1
"SUSHI-MARCHE",1
"SUSHI MANIA",1
"SUSHI MAN",1
"SUSHI MAMI",1
"SUSHI MAKOTO",1
"SUSHI MAKI",1
"SUSHI M",1
"SUSHI KYOMY",1
"SUSHI KU",1
"SUSHI KOO",1
"SUSHI KONNICHIWA",1
"SUSHIKO",1
"SUSHI KEKKOO",1
"SUSHI JULIETTE",1
"SUSHI JIDAI",1
"SUSHI JAPO",1
"SUSHI JADE",1
"SUSHI-IN-SUSHI",1
"SUSHI ICHI",1
"SUSHI HOUSE",1
"SUSHI HOME",1
"SUSHI HIROSHI",1
"SUSHI HACHI MAKI",1
"SUSHI GOZEN",1
"SUSHI GOBELINS",1
"SUSHI GARE",1
"SUSHI GAN",1
"SUSHI GALLARY",1
"SUSHI FUJI",1
"SUSHI FLEUR",1
"SUSHI ETOILE",1
"SUSHI EMANY",1
"SUSHI EIFFEL",1
"SUSHI DA",1
"SUSHI CRIMEE",1
"SUSHI CLUB",1
"SUSHI CIEL",1
"SUSHI CHERIE",1
"SUSHI CC",1
"SUSHIC",1
"SUSHI BUFFET",1
"SUSHI BOX",1
"SUSHI BOUBOU",1
"SUSHI BEST",1
"SUSHI BASSANO",1
"SUSHI BAR O'KYOTO",1
"SUSHI BA",1
"SUSHI B",1
"SUSHI 2007",1
"SUSHI 14",1
"SUSAMA",1
"SUR UN ARBRE PERCHE",1
"SUR MER",1
"SURMA",1
"SUR LE POUCE",1
"SUR LA ROUTE DE PLOUESCAT",1
"SURAJ",1
"SUPER WILD CAFE",1
"SUPERNOVA",1
"SUPER MIAN",1
"SUPERMATURE",1
"SUPERMARCHE",1
"SUPERFOOD BAR",1
"SUPER CHICKEN STAR",1
"SUPERBOWL",1
"SUPER BLUE",1
"SUPER BAO",1
"SUPER",1
"SUN THE",1
"SUNSET BOULEVARD",1
"SUNSET",1
"SUN II",1
"SUN FLOWER CAFE",1
"SUNFLOWER",1
"SUNDAY IN SOHO",1
"SUN COFFEE",1
"SUN CAFE",1
