"X","Y","OBJECTID","c_ord","arro","qua","xbis","ybis","num","let","typ_voie","lib_voie","seq","sit","type","codact","ens","bio","surf","cc_id","cc_niv","niv47","niv18","niv8","niv2"
652862.538500004,6.8633582583e6,31347,6751,3,9,652862.5385,6.8633582583e6,39,"","BD","SAINT MARTIN",1,"R","C","CH403","LE PETIT MARTIN",0,1,0,"",11104,111,5,1
653059.059100002,6.8630011585e6,31351,7028,3,9,653059.0591,6.8630011585e6,179,"","RUE","TEMPLE",1,"R","C","CH106","THAT'S L-FE",0,1,0,"",11101,111,5,1
653607.907200001,6.8621816543e6,31363,8238,3,11,653607.9072,6.8621816543e6,69,"","BD","BEAUMARCHAIS",1,"R","C","CH401","KODAMA",0,1,0,"",11104,111,5,1
652506.761299998,6.8627792164e6,31371,9024,3,12,652506.7613,6.8627792164e6,202,"","RUE","SAINT MARTIN",1,"A","C","CH201","CHEZ GEORGETTE",0,1,0,"",11102,111,5,1
652882.883100003,6.8620760083e6,31384,10484,4,14,652882.8831,6.8620760083e6,7,"","RUE","TRESOR",1,"R","C","CH201","LE COMPTOIR DU TRESOR",0,1,0,"",11102,111,5,1
653309.882200003,6.8616387843e6,31389,11023,4,15,653312.25924572,6.86164200138776e6,13,"","RUE","BEAUTREILLIS",2,"R","C","CH106","NA RUGA",0,1,0,"",11101,111,5,1
652279.206900001,6.8607210155e6,31400,12087,5,17,652279.2069,6.8607210155e6,81,"","RUE","CARDINAL LEMOINE",1,"A","C","CH101","L'EPOQUE",0,1,0,"",11101,111,5,1
652653.6413,6.8607503475e6,31402,12244,5,17,652654.05733096,6.86074636919405e6,16,"","RUE","LINNE",2,"R","C","CH303","HOA SEN",0,1,0,"",11103,111,5,1
652280.148599997,6.8601729316e6,31411,12752,5,18,652280.1486,6.8601729316e6,139,"","RUE","MOUFFETARD",1,"R","C","CH302","PORZIONE DI CAPRI",0,1,0,"",11103,111,5,1
652295.215099998,6.8602060038e6,31412,12760,5,18,652295.2151,6.8602060038e6,50,"","RUE","DAUBENTON",1,"R","C","CH103","TCHAM",0,1,0,"",11101,111,5,1
651642.323600002,6.8609287287e6,31422,13624,5,19,651642.3236,6.8609287287e6,5,"","RUE","GAY LUSSAC",1,"R","C","CH302","TABOULE SYRIEN TRAITEUR LIBANAIS",0,1,0,"",11103,111,5,1
652082.926899999,6.8610158818e6,31425,13826,5,20,652082.9269,6.8610158818e6,19,"","RUE","LAPLACE",1,"R","C","CH106","CIASA MIA",0,1,0,"",11101,111,5,1
652156.181999996,6.8609959442e6,31426,13845,5,20,652156.182,6.8609959442e6,2,"","RUE","LAPLACE",1,"A","C","CH403","L'ECURIE",0,1,0,"",11104,111,5,1
651834.505199999,6.8617459861e6,31432,14538,6,21,651834.5052,6.8617459861e6,13,"","QU","GRANDS AUGUSTINS",1,"R","C","CH201","LE GALWAY",0,1,0,"",11102,111,5,1
651611.992899999,6.861161938e6,31444,15233,6,22,651613.22631123,6.86115813291173e6,61,"","RUE","MONSIEUR LE PRINCE",2,"R","C","CH103","KIOTORI",0,1,0,"",11101,111,5,1
651482.239,6.8615269947e6,31446,15405,6,22,651484.21962127,6.86152351948211e6,5,"","CAR","ODEON",2,"R","C","CH303","L'AVANT COMPTOIR DE LA TERRE",0,1,0,"",11103,111,5,1
650818.821000002,6.8606666555e6,31455,16358,6,23,650815.89796708,6.86066392495454e6,3,"","RUE","SAINTE BEUVE",2,"R","C","CH101","MOUSTACHE",0,1,0,"",11101,111,5,1
649893.174000002,6.8609590903e6,31465,16874,6,23,649896.34741336,6.86095665525428e6,1,"","BD","MONTPARNASSE",2,"A","C","CH201","LE STANDART",0,1,0,"",11102,111,5,1
650464.028399996,6.861270429e6,31466,17081,6,23,650468.46599401,6.8612637725926e6,9,"T","RUE","SAINT PLACIDE",3,"R","C","CH302","BAGELSTEIN",0,1,0,"",11103,111,5,1
650676.953000002,6.8611681123e6,31468,17149,6,23,650676.953,6.8611681123e6,79,"","BD","RASPAIL",1,"R","C","CH106","GENIO",0,1,0,"",11101,111,5,1
651317.495300002,6.8617286043e6,31475,17610,6,24,651317.4953,6.8617286043e6,26,"","RUE","BUCI",1,"A","C","CH403","LE CHAI",0,1,0,"",11104,111,5,1
650446.149400003,6.8624188797e6,31487,18232,7,25,650446.1494,6.8624188797e6,5,"","RUE","BELLECHASSE",1,"A","C","CH201","LES DEUX MUSEES",0,1,0,"",11102,111,5,1
650868.079000004,6.8619057141e6,31490,18336,7,25,650868.079,6.8619057141e6,6,"","RUE","PERRONET",1,"R","C","CH103","SEA",0,1,0,"",11101,111,5,1
648115.150799997,6.8620592884e6,31503,20307,7,28,648115.1508,6.8620592884e6,13,"B","AV","SUFFREN",1,"R","C","CH201","RIBE",0,1,0,"",11102,111,5,1
648855.525799997,6.8621743562e6,31505,20438,7,28,648855.5258,6.8621743562e6,18,"","RUE","EXPOSITION",1,"R","C","CH101","PHILIPPE EXCOFFIER",0,1,0,"",11101,111,5,1
648907.909900002,6.8620998202e6,31507,20496,7,28,648914.47351079,6.86210439393079e6,206,"","RUE","GRENELLE",3,"A","C","CH107","L'ARTISAN DU BURGER",0,1,0,"",11101,111,5,1
649152.267399997,6.8639715253e6,31515,21881,8,30,649146.05902927,6.86396647989289e6,36,"","RUE","BERRI",3,"R","C","CH302","BUTCHER",0,1,0,"",11103,111,5,1
649287.4027,6.8638109812e6,31516,21905,8,30,649287.4027,6.8638109812e6,5,"","RUE","ARTOIS",1,"R","C","CH101","COMPTOIR DE L'ARTOISE",0,1,0,"",11101,111,5,1
654066.290700004,6.8618731756e6,31524,39480,11,43,654066.2907,6.8618731756e6,60,"","RUE","ROQUETTE",1,"A","C","CH201","CAFE DIVAN",0,1,0,"",11102,111,5,1
649688.004699998,6.8643227341e6,31529,24110,8,32,649684.00982255,6.86432253172867e6,11,"","RUE","TREILHARD",2,"R","C","CH106","LA CANTINE BY PAPREC",0,1,0,"",11101,111,5,1
649729.627800003,6.8639974135e6,31531,24299,8,32,649729.6278,6.8639974135e6,6,"","AV","PERCIER",1,"R","C","CH201","LA TRIBUNE",0,1,0,"",11102,111,5,1
649979.138800003,6.8640342507e6,31534,24371,8,32,649979.1388,6.8640342507e6,10,"","RUE","LA BOETIE",1,"R","C","CH303","BLACK SHEEP COFFEE",0,1,0,"",11103,111,5,1
651137.457900003,6.8645817067e6,31552,25786,9,33,651134.91628173,6.86457861798237e6,28,"","RUE","JEAN BAPTISTE PIGALLE",2,"A","C","CH303","ONE MORE SUSHI",0,1,0,"",11103,111,5,1
651121.290600002,6.8648818884e6,31553,25933,9,33,651121.2906,6.8648818884e6,1,"","RUE","MANSART",1,"A","C","CH201","MANSART",0,1,0,"",11102,111,5,1
651092.599699996,6.8649057696e6,31554,25955,9,33,651085.76548108,6.86490992813961e6,25,"","RUE","DOUAI",3,"R","C","CH101","FLESH",0,1,0,"",11101,111,5,1
651110.950800002,6.8640077719e6,31556,26891,9,34,651110.9508,6.8640077719e6,65,"","RUE","PROVENCE",1,"R","C","CH103","KIRIKO",0,1,0,"",11101,111,5,1
651228.059199996,6.8640133519e6,31557,26915,9,34,651228.0592,6.8640133519e6,50,"","RUE","PROVENCE",1,"R","C","CH103","RAVIOLI DE SI CHUAN",0,1,0,"",11101,111,5,1
650967.377800003,6.8640176181e6,31558,27090,9,34,650967.3778,6.8640176181e6,78,"","RUE","PROVENCE",1,"A","C","CH201","CAFE GALERY",0,1,0,"",11102,111,5,1
650644.397,6.8641528499e6,31561,27266,9,34,650644.397,6.8641528499e6,109,"","RUE","SAINT LAZARE",39,"CC","C","CH403","STARBUCKS",0,1,49,-1,11104,111,5,1
651285.095299996,6.8638007238e6,31567,27790,9,34,651285.0953,6.8638007238e6,15,"","RUE","TAITBOUT",1,"R","C","CH303","VENTURA",0,1,0,"",11103,111,5,1
652019.6131,6.8642259414e6,31572,28779,9,35,652015.89528031,6.86422446565721e6,78,"","RUE","LA FAYETTE",2,"R","C","CH303","SAMAM",0,1,0,"",11103,111,5,1
651577.507399999,6.8640784251e6,31577,28958,9,35,651577.5074,6.8640784251e6,43,"","RUE","LA FAYETTE",1,"A","C","CH303","MED'EAT",0,1,0,"",11103,111,5,1
652003.898000002,6.8645923019e6,31586,29475,9,36,652003.898,6.8645923019e6,3,"","RUE","TURGOT",1,"R","C","CH201","JOLIS MOMES",0,1,0,"",11102,111,5,1
651692.336800002,6.8647295432e6,31588,29599,9,36,651692.3368,6.8647295432e6,47,"","AV","TRUDAINE",1,"R","C","CH106","AMORE AMARO",0,1,0,"",11101,111,5,1
652259.632399999,6.8645786151e6,31595,29954,9,36,652259.6324,6.8645786151e6,82,"","RUE","MAUBEUGE",1,"A","C","CH403","LE 82",0,1,0,"",11104,111,5,1
652327.012900002,6.8647116251e6,31598,30479,10,37,652326.99405128,6.86470762514441e6,136,"","RUE","FAUBOURG POISSONNIERE",2,"R","C","CH303","BILILI",0,1,0,"",11103,111,5,1
652821.185500003,6.8646043966e6,31602,30746,10,37,652821.1855,6.8646043966e6,10,"","RUE","DUNKERQUE",14,"CC","C","CH302","BARA",0,1,207,0,11103,111,5,1
652600.678300001,6.8638512845e6,31615,32169,10,38,652597.17105742,6.86385320784331e6,5,"","RUE","PETITES ECURIES",2,"R","C","CH201","LA FERME",0,1,0,"",11102,111,5,1
652701.441200003,6.8638167337e6,31620,32507,10,38,652704.85394734,6.86381464727827e6,74,"","RUE","CHATEAU D EAU",2,"R","C","CH303","ANATOLIA VILLAGE",0,1,0,"",11103,111,5,1
652717.808399998,6.8637211201e6,31622,32662,10,38,652717.8084,6.8637211201e6,39,"","BD","STRASBOURG",1,"R","C","CH109","LE SAULNIER",0,1,0,"",11101,111,5,1
652871.067000002,6.8636910654e6,31628,33163,10,39,652871.067,6.8636910654e6,43,"","RUE","CHATEAU D EAU",1,"R","C","CH303","CHEZ ANNA",0,1,0,"",11103,111,5,1
652750.922600001,6.8634443773e6,31629,33236,10,39,652750.9226,6.8634443773e6,2,"","RUE","FAUBOURG SAINT MARTIN",1,"A","C","CH201","L'APPARTEMENT",0,1,0,"",11102,111,5,1
653604.767200001,6.863729982e6,31630,33451,10,39,653604.7672,6.863729982e6,33,"","RUE","BICHAT",1,"A","C","CH106","MARIA LOUISA",0,1,0,"",11101,111,5,1
653293.236699998,6.8638279753e6,31633,33713,10,39,653293.2367,6.8638279753e6,17,"","RUE","JEAN POULMARCH",1,"R","C","CH201","FUXIA",0,1,0,"",11102,111,5,1
654360.928900003,6.8632577817e6,31645,35087,11,41,654360.9289,6.8632577817e6,94,"","RUE","JEAN PIERRE TIMBAUD",1,"R","C","CH101","GRAMME",0,1,0,"",11101,111,5,1
654296.289999999,6.8630259711e6,31646,35201,11,41,654303.85096092,6.8630285848846e6,103,"","RUE","OBERKAMPF",3,"A","C","CH403","QUARTIER GENERAL",0,1,0,"",11104,111,5,1
654245.108099997,6.8631479355e6,31647,35224,11,41,654245.1081,6.8631479355e6,123,"","RUE","SAINT MAUR",1,"R","C","CH401","LE FOU RESTE",0,1,0,"",11104,111,5,1
654617.473999999,6.8633042538e6,31661,36326,11,41,654617.474,6.8633042538e6,19,"","BD","BELLEVILLE",1,"R","C","CH104","LA TABLE DE TUNIS",0,1,0,"",11101,111,5,1
653615.173699997,6.8623906312e6,31671,37440,11,42,653615.1737,6.8623906312e6,92,"","BD","BEAUMARCHAIS",1,"R","C","CH101","CHEZ JJ",0,1,0,"",11101,111,5,1
653661.001999997,6.8620860386e6,31672,37478,11,42,653661.002,6.8620860386e6,48,"","BD","BEAUMARCHAIS",1,"A","C","CH107","CUBA COMPAGNIE",0,1,0,"",11101,111,5,1
654155.103600003,6.8629313267e6,31677,37670,11,42,654156.85645647,6.86292773121753e6,86,"","AV","PARMENTIER",2,"R","C","CH403","KAZ",0,1,0,"",11104,111,5,1
654557.219999999,6.8623651084e6,31684,38413,11,43,654555.35445325,6.8623686467238e6,33,"","RUE","PETION",2,"R","C","CH403","LAMIFA",0,1,0,"",11104,111,5,1
654368.929099999,6.8620408643e6,31694,39367,11,43,654368.9291,6.8620408643e6,108,"","RUE","ROQUETTE",1,"A","C","CH201","LA FEE VERTE",0,1,0,"",11102,111,5,1
655585.595600002,6.8612625307e6,31707,40668,11,44,655584.07260968,6.86126622941606e6,7,"","AV","PHILIPPE AUGUSTE",2,"R","C","CH103","JILYA",0,1,0,"",11101,111,5,1
656145.370700002,6.8606617579e6,31718,41432,12,45,656145.3707,6.8606617579e6,46,"","RUE","SIBUET",1,"R","C","CH303","SORBONNE EATS",0,1,0,"",11103,111,5,1
656713.769100003,6.8604955354e6,31719,41641,12,45,656713.7691,6.8604955354e6,66,"","BD","SOULT",1,"R","C","CH403","LE PACIFIQUE",0,1,0,"",11104,111,5,1
655976.962700002,6.8602240219e6,31725,42393,12,46,655980.95085739,6.86022432947217e6,7,"","RUE","TAHITI",2,"A","C","CH403","BAR & BEER",0,1,0,"",11104,111,5,1
655923.8807,6.8601958817e6,31726,42421,12,46,655923.8807,6.8601958817e6,90,"","RUE","PICPUS",1,"R","C","CH103","NOUVELLE AMITIE",0,1,0,"",11101,111,5,1
655230.576499999,6.8599889521e6,31733,42975,12,46,655230.5765,6.8599889521e6,217,"","RUE","CHARENTON",1,"R","C","CH103","THAI FOOD",0,1,0,"",11101,111,5,1
655424.318000004,6.8601074337e6,31734,43091,12,46,655424.318,6.8601074337e6,33,"","BD","REUILLY",1,"R","C","CH201","LE COMMERCE",0,1,0,"",11102,111,5,1
655735.2148,6.8599197141e6,31735,43263,12,46,655733.20211692,6.85992317084801e6,79,"","RUE","CLAUDE DECAEN",2,"R","C","CH403","PAYUSS",0,1,0,"",11104,111,5,1
654486.880500004,6.8601527345e6,31738,43800,12,47,654486.8805,6.8601527345e6,118,"","RUE","BERCY",1,"R","C","CH303","SPICE RESTO",0,1,0,"",11103,111,5,1
654588.989100002,6.8601187008e6,31739,43811,12,47,654588.9891,6.8601187008e6,9,"","RUE","HENRI DESGRANGE",1,"R","C","CH106","CAP BERCY",0,1,0,"",11101,111,5,1
654688.046899997,6.8607809105e6,31742,44138,12,48,654686.18258874,6.86078444947492e6,7,"","RUE","CROZATIER",2,"R","C","CH103","THAI TIME",0,1,0,"",11101,111,5,1
654402.225100003,6.8612583885e6,31746,44465,12,48,654404.11099486,6.86126191602046e6,19,"","RUE","ALIGRE",2,"R","C","CH401","LA RUCHE A MIEL",0,1,0,"",11104,111,5,1
653916.737999998,6.8614746642e6,31748,44789,12,48,653924.07798009,6.86146517079743e6,43,"","RUE","CHARENTON",4,"R","C","CH303","SUBITO",0,1,0,"",11103,111,5,1
653724.473300003,6.8609630525e6,31749,44942,12,48,653724.4733,6.8609630525e6,25,"","AV","LEDRU ROLLIN",1,"A","C","CH201","LE CAFE POPULAIRE",0,1,0,"",11102,111,5,1
653181.317900002,6.8594288714e6,31754,45827,13,49,653184.88761352,6.85943067615632e6,126,"","BD","VINCENT AURIOL",2,"R","C","CH302","WOODIZ",0,1,0,"",11103,111,5,1
653905.129799999,6.8587977465e6,31755,45864,13,50,653905.1298,6.8587977465e6,64,"","RUE","CANTAGREL",1,"R","C","CH302","POKE BART",0,1,0,"",11103,111,5,1
653970.406400003,6.8589145195e6,31757,45926,13,50,653970.4064,6.8589145195e6,32,"","RUE","TOLBIAC",1,"R","C","CH303","O'32",0,1,0,"",11103,111,5,1
653584.876199998,6.8587447876e6,31761,46189,13,50,653584.8762,6.8587447876e6,81,"","RUE","TOLBIAC",1,"R","C","CH303","GOOD TIME",0,1,0,"",11103,111,5,1
653165.461099997,6.8584332043e6,31765,46406,13,50,653165.4611,6.8584332043e6,86,"","RUE","BAUDRICOURT",1,"CI","C","CH401","TJ  ASIAN FUSION",0,1,0,"",11104,111,5,1
653110.572499998,6.8584717486e6,31766,46419,13,50,653110.5725,6.8584717486e6,86,"","AV","CHOISY",1,"R","C","CH103","INDOCHINE",0,1,0,"",11101,111,5,1
653587.012999997,6.8595599642e6,31771,46909,13,50,653589.91497847,6.85955721128864e6,146,"","RUE","CHEVALERET",2,"R","C","CH302","MAXENCE",0,1,0,"",11103,111,5,1
653758.428199999,6.8594804282e6,31772,46912,13,50,653758.4282,6.8594804282e6,17,"","RUE","LOUISE WEISS",1,"R","C","CH106","NIELI",0,1,0,"",11101,111,5,1
650901.404100001,6.8603491419e6,31787,48896,14,53,650901.4041,6.8603491419e6,122,"","BD","MONTPARNASSE",1,"A","C","CH102","LA CREOLE",0,1,0,"",11101,111,5,1
650566.728299998,6.860377831e6,31791,48998,14,53,650566.7283,6.860377831e6,26,"","RUE","DELAMBRE",1,"R","C","CH201","CAFE NOISETTE",0,1,0,"",11102,111,5,1
650294.460000001,6.8602693304e6,31792,49191,14,53,650294.46,6.8602693304e6,11,"","RUE","MAINE",1,"R","C","CH104","ALLADIN",0,1,0,"",11101,111,5,1
650425.145599999,6.8602887626e6,31793,49234,14,53,650425.1456,6.8602887626e6,3,"","RUE","GAITE",1,"R","C","CH202","L'AFTER",0,1,0,"",11102,111,5,1
651633.360299997,6.859224579e6,31798,49583,14,54,651633.3603,6.859224579e6,54,"","RUE","SANTE",1,"R","C","CH303","O'54",0,1,0,"",11103,111,5,1
650641.166100003,6.8589157824e6,31800,50070,14,55,650637.22914277,6.85890881817946e6,71,"","AV","GENERAL LECLERC",3,"R","C","CH303","MC DONALD'S",0,1,0,"",11103,111,5,1
650538.716799997,6.8584923223e6,31801,50321,14,55,650538.7168,6.8584923223e6,57,"","RUE","BEAUNIER",1,"R","C","CH303","STREET POINT",0,1,0,"",11103,111,5,1
650555.718999997,6.8588836893e6,31809,50655,14,55,650555.719,6.8588836893e6,232,"","AV","MAINE",1,"A","C","CH201","ZEYER",0,1,0,"",11102,111,5,1
650346.404100001,6.8596909985e6,31814,51189,14,56,650346.4041,6.8596909985e6,128,"","AV","MAINE",1,"A","C","CH104","ICOJUM CAFE",0,1,0,"",11101,111,5,1
650292.503799997,6.8590858841e6,31816,51386,14,56,650292.5038,6.8590858841e6,33,"","RUE","MOULIN VERT",1,"A","C","CH106","THE VILLAGE TERRAZZA",0,1,0,"",11101,111,5,1
649927.300399996,6.8596701812e6,31821,52068,14,56,649924.71270861,6.85967323142184e6,2,"","RUE","NIEPCE",2,"R","C","CH103","AU VIETNAM",0,1,0,"",11101,111,5,1
649520.417000003,6.8586950141e6,31825,52292,14,56,649527.99780997,6.85869245845523e6,77,"","BD","BRUNE",3,"R","C","CH302","MY TACOS",0,1,0,"",11103,111,5,1
648499.642300002,6.8594863824e6,31829,52750,15,57,648502.02439619,6.85948959574993e6,36,"","RUE","DANTZIG",2,"R","C","CH101","LA CANTINE DES TONTONS",0,1,0,"",11101,111,5,1
648368.799900003,6.8598984945e6,31830,52833,15,57,648368.7999,6.8598984945e6,200,"","RUE","CONVENTION",1,"A","C","CH201","CAFE CONVENTION",0,1,0,"",11102,111,5,1
647769.450000003,6.8594411998e6,31835,53165,15,57,647769.45,6.8594411998e6,386,"","RUE","VAUGIRARD",1,"A","C","CH201","DUPONT VERSAILLES",0,1,0,"",11102,111,5,1
647996.2742,6.8597849867e6,31837,53280,15,57,647996.2742,6.8597849867e6,15,"","RUE","DESNOUETTES",1,"A","C","CH101","AFARIA",0,1,0,"",11101,111,5,1
648571.587399997,6.8602720339e6,31845,53792,15,57,648564.17622176,6.86026902151937e6,99,"","RUE","BLOMET",3,"R","C","CH101","L'INATTENDU",0,1,0,"",11101,111,5,1
649637.085699998,6.8605702565e6,31858,54543,15,58,649633.44904626,6.86056859074205e6,175,"","RUE","VAUGIRARD",2,"A","C","CH201","LE NECKER",0,1,0,"",11102,111,5,1
649216.291000001,6.8601385363e6,31861,54738,15,58,649214.32860172,6.86014202184056e6,36,"","RUE","MATHURIN REGNIER",2,"A","C","CH403","LA RAVIGOTE",0,1,0,"",11104,111,5,1
649734.886699997,6.8606331512e6,31866,55082,15,58,649738.52218997,6.86063481949634e6,148,"","RUE","VAUGIRARD",2,"R","C","CH106","CACIO & PEPE",0,1,0,"",11101,111,5,1
650101.591499999,6.8606421295e6,31875,55777,15,58,650099.52229665,6.86064985726795e6,14,"","AV","MAINE",3,"R","C","CH303","BURGERS SNACKS",0,1,0,"",11103,111,5,1
648033.031999998,6.8613578732e6,31882,56294,15,59,648033.032,6.8613578732e6,8,"","RUE","LOURMEL",1,"A","C","CH108","FEYROUZ",0,1,0,"",11101,111,5,1
648585.568700001,6.8611558806e6,31884,56568,15,59,648585.5687,6.8611558806e6,148,"","BD","GRENELLE",1,"R","C","CH103","LES SAVEURS",0,1,0,"",11101,111,5,1
647540.100299999,6.8610890863e6,31887,56837,15,59,647540.1003,6.8610890863e6,8,"","RUE","BEAUGRENELLE",1,"R","C","CH108","RESTAURANT TEHERAN",0,1,0,"",11101,111,5,1
647729.966700003,6.8611997377e6,31889,56885,15,59,647726.51876712,6.86120176544724e6,57,"","PL","SAINT CHARLES",2,"R","C","CH103","PETIT XI'AN",0,1,0,"",11101,111,5,1
647890.115000002,6.8611325848e6,31890,56898,15,59,647886.65754976,6.86113459627653e6,60,"","RUE","THEATRE",2,"A","C","CH402","LE DISQUE BLEU",0,1,0,"",11104,111,5,1
648316.077500001,6.8606513558e6,31894,57490,15,59,648316.0775,6.8606513558e6,21,"","RUE","LAKANAL",1,"A","C","CH201","CELTIC CORNER",0,1,0,"",11102,111,5,1
647268.574100003,6.8605757806e6,31897,58257,15,60,647268.5741,6.8605757806e6,70,"","RUE","SEBASTIEN MERCIER",1,"A","C","CH101","L'ARDOISE DU XV",0,1,0,"",11101,111,5,1
646989.272799999,6.8603562422e6,31899,58305,15,60,646988.78532263,6.86036021238461e6,56,"","RUE","BALARD",2,"A","C","CH106","FRENCH COCO",0,1,0,"",11101,111,5,1
646139.731399998,6.8610660351e6,31904,59533,16,61,646139.7314,6.8610660351e6,4,"","RUE","BOILEAU",1,"R","C","CH302","THAI MANY",0,1,0,"",11103,111,5,1
645452.474399999,6.860719067e6,31905,59651,16,61,645455.03401356,6.86072664647085e6,46,"","BD","MURAT",3,"R","C","CH303","KINGDOM BURGER",0,1,0,"",11103,111,5,1
647013.492399998,6.8620954309e6,31912,60537,16,62,647013.4924,6.8620954309e6,8,"","RUE","DUBAN",1,"R","C","CH103","OKASUSHI",0,1,0,"",11101,111,5,1
646894.671599999,6.8624128821e6,31921,61091,16,62,646894.6716,6.8624128821e6,50,"","RUE","DESBORDES VALMORE",1,"A","C","CH502","DOMINO'S PIZZA",0,1,0,"",11105,111,5,1
647908.323399998,6.8640575493e6,31931,62216,16,64,647908.3234,6.8640575493e6,5,"","RUE","ARGENTINE",1,"R","C","CH101","LE DANIEL'S",0,1,0,"",11101,111,5,1
647488.180600002,6.864167495e6,31932,62851,16,64,647488.1806,6.864167495e6,140,"","AV","MALAKOFF",1,"R","C","CH201","LES MUSES",0,1,0,"",11102,111,5,1
648384.216399997,6.8642458106e6,31934,62911,17,65,648384.2164,6.8642458106e6,4,"","RUE","BREY",1,"R","C","CH103","ZENZAN",0,1,0,"",11101,111,5,1
648337.929700002,6.8643038164e6,31935,62917,17,65,648337.9297,6.8643038164e6,18,"","RUE","BREY",1,"R","C","CH103","T THAI",0,1,0,"",11101,111,5,1
648064.813199997,6.8644223079e6,31938,63198,17,65,648064.8132,6.8644223079e6,12,"","RUE","ARMAILLE",1,"R","C","CH104","LE MARRAKECH",0,1,0,"",11101,111,5,1
648584.515100002,6.8652138507e6,31953,65481,17,66,648584.5151,6.8652138507e6,108,"","AV","VILLIERS",1,"R","C","CH106","MANHATTAN TERRAZZA",0,1,0,"",11101,111,5,1
649880.787,6.8650620748e6,31958,66105,17,67,649880.787,6.8650620748e6,1,"","RUE","LEBOUTEUX",1,"A","C","CH201","LES BEAUX GAMINS",0,1,0,"",11102,111,5,1
650407.995200001,6.8649995311e6,31964,66644,17,67,650405.1178408,6.86500230973348e6,1,"","RUE","BATIGNOLLES",2,"R","C","CH108","L'ETOILE DU KASHMIR",0,1,0,"",11101,111,5,1
650129.7918,6.8656252163e6,31967,66939,17,67,650129.7918,6.8656252163e6,89,"","RUE","LEMERCIER",1,"R","C","CH101","QUATRE VINGT NEUF",0,1,0,"",11101,111,5,1
649688.893100001,6.8662299258e6,31980,67885,17,68,649685.87976426,6.86623255635274e6,187,"","AV","CLICHY",2,"A","C","CH303","BURGER KING",0,1,0,"",11103,111,5,1
650145.083700001,6.8658579314e6,31987,68575,17,68,650145.0837,6.8658579314e6,138,"","AV","CLICHY",1,"R","C","CH303","LA PALME D'OR",0,1,0,"",11103,111,5,1
650187.204999998,6.865870624e6,31989,68630,17,68,650181.40744517,6.86586011741359e6,10,"","RUE","SAUFFROY",4,"R","C","CH105","LA KORBIENNE",0,1,0,"",11101,111,5,1
650433.963200003,6.8657683829e6,31995,68935,17,68,650433.9632,6.8657683829e6,148,"","RUE","LEGENDRE",1,"R","C","CH101","LA FELICITE",0,1,0,"",11101,111,5,1
650572.9626,6.8654372434e6,31999,69088,18,69,650572.9626,6.8654372434e6,56,"","AV","CLICHY",1,"R","C","CH402","LE SAINT CLAUDE",0,1,0,"",11104,111,5,1
650639.3213,6.8654498363e6,32000,69102,18,69,650639.3213,6.8654498363e6,10,"","VLA","PIERRE GINIER",1,"A","C","CH106","AUX DÉS CALÉS",0,1,0,"",11101,111,5,1
650744.810099997,6.8662950166e6,32003,69354,18,69,650743.94434154,6.86629111141597e6,116,"","AV","SAINT OUEN",2,"A","C","CH103","MIYAZAKI",0,1,0,"",11101,111,5,1
650777.778899997,6.8664376625e6,32004,69440,18,69,650776.90837061,6.86643375837672e6,134,"","AV","SAINT OUEN",2,"R","C","CH303","AMIGO ARKADAS",0,1,0,"",11103,111,5,1
651693.523599997,6.8663777048e6,32007,69658,18,69,651693.5236,6.8663777048e6,85,"","RUE","RUISSEAU",1,"R","C","CH104","*** NON RENSEIGNE ***",0,1,0,"",11101,111,5,1
651119.580600001,6.8659778709e6,32008,69723,18,69,651119.5806,6.8659778709e6,216,"","RUE","MARCADET",1,"A","C","CH201","LE BRIO",0,1,0,"",11102,111,5,1
651239.214000002,6.8661960895e6,32010,69797,18,69,651239.214,6.8661960895e6,168,"","RUE","ORDENER",1,"A","C","CH403","CHEZ PRADEL",0,1,0,"",11104,111,5,1
651655.2711,6.8651813675e6,32026,71304,18,70,651655.2711,6.8651813675e6,29,"","RUE","TROIS FRERES",1,"R","C","CH101","BICOQUES",0,1,0,"",11101,111,5,1
651582.358099997,6.865420592e6,32028,71369,18,70,651582.3581,6.865420592e6,9,"","RUE","NORVINS",1,"A","C","CH101","LE TIRE BOUCHON",0,1,0,"",11101,111,5,1
651748.256899998,6.8654234604e6,32030,71463,18,70,651748.2569,6.8654234604e6,51,"","RUE","CHEVALIER DE LA BARRE",1,"R","C","CH201","LA VIRGULE",0,1,0,"",11102,111,5,1
651690.486000001,6.8651478421e6,32031,71484,18,70,651690.486,6.8651478421e6,16,"","RUE","TROIS FRERES",1,"R","C","CH106","PIZZA DEL MONDO",0,1,0,"",11101,111,5,1
651966.754100002,6.8650395484e6,32033,71682,18,70,651966.7541,6.8650395484e6,6,"","RUE","SEVESTE",1,"R","C","CH101","LE SEVESTRE",0,1,0,"",11101,111,5,1
652054.368600003,6.8662055216e6,32040,72985,18,70,652054.3686,6.8662055216e6,17,"","RUE","JOSEPH DIJON",1,"A","C","CH101","BET J",0,1,0,"",11101,111,5,1
652169.535400003,6.866091417e6,32041,73043,18,70,652168.05706149,6.8660877002117e6,22,"","RUE","BAUDELIQUE",2,"R","C","CH105","CHEZ LEONIE",0,1,0,"",11101,111,5,1
652381.1105,6.8660908854e6,32044,73274,18,70,652382.74955549,6.86609453416652e6,17,"","RUE","BOINOD",2,"R","C","CH403","LA CASSEROLE",0,1,0,"",11104,111,5,1
