"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2000,"ago",7972143106,1908030319,34215503,2085808
2000,"bdi",61556798,180326788,39994,253822
2000,"ben",310437149,1157231266,438121,1800039
2000,"bfa",314999253,831272776,460415,1531215
2000,"bwa",3263990139,2128979528,653946,3714184
2000,"caf",261195762,102536616,155735,116593
2000,"civ",4764878092,3051577064,8362729,8173635
2000,"cmr",2605642311,1645855157,8390407,3848268
2000,"cod",1187604410,605631462,1150086,1109601
2000,"cog",3115180065,705840812,13744628,684480
2000,"com",17748858,67530522,2890,190028
2000,"cpv",52500323,304912312,127961,472919
2000,"dji",11196724,413725246,36889,418270
2000,"dza",24179593900,10451303687,115897876,17147617
2000,"egy",6865164855,19833428277,19317297,33897723
2000,"eri",13781510,125943284,9406,262862
2000,"eth",592893092,1606304342,355959,2345045
2000,"gab",3667396818,1041396312,18046728,984073
2000,"gha",2344895115,3315137899,2959357,6706418
2000,"gin",1034506428,792410643,11511898,1845614
2000,"gmb",61539897,379431217,55565,834514
2000,"gnb",129767436,87722406,346207,333897
2000,"gnq",1254990751,274088745,5346799,256465
2000,"ken",2003617890,3443617133,2428151,6322367
2000,"lbr",771347100,4654275614,958493,3399799
2000,"lby",13887925480,3355233773,63530055,6475646
2000,"lso",175530213,342480499,94301,310425
2000,"mar",8698134076,12482022776,24129534,31358342
2000,"mdg",1094569212,1095186873,502555,1708761
2000,"mli",618155895,1064278707,372335,1980585
2000,"moz",680657544,1598747438,864637,3473504
2000,"mrt",628925432,607899363,10741351,1260739
2000,"mus",1821473497,2340982791,923149,2773804
2000,"mwi",571249143,615207115,375185,648287
2000,"myt",5446311,137729254,8279,157292
2000,"nam",1157512107,1488752353,1524351,2596225
2000,"ner",546992985,458005887,1463282,934451
2000,"nga",22629141638,8871973914,100009221,16521068
2000,"rwa",57201283,142094089,27756,187151
2000,"sdn",3362441270,2136336229,12859075,3059987
2000,"sen",852450282,2018333923,2198568,4685261
2000,"shn",10187986,41080291,6143,51226
2000,"sle",159125176,293467967,58597,622513
2000,"som",85269319,192339860,137943,493284
2000,"stp",21839537,48700999,13096,90540
2000,"swz",1016751334,1220003140,1079354,1373412
2000,"syc",260115171,419554948,338887,585842
2000,"tcd",97762251,122288120,97296,235521
2000,"tgo",413176819,726107677,3423384,1646559
2000,"tun",7216179621,9452377443,10246425,15159792
2000,"tza",985346683,1815735238,637853,2249453
2000,"uga",581591310,1069604272,388016,1374328
2000,"zaf",40299472629,27760238026,160680113,38680098
2000,"zmb",954559129,1107182986,737843,1358658
2000,"zwe",2322692576,2123630726,2860264,1981265
