"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2011,"ago",66199260050,22789034239,89093582,14266747
2011,"bdi",252347126,1203805368,73156,840328
2011,"ben",1445561996,5948868851,1283501,5692747
2011,"bfa",2901793961,3162300812,802543,3124849
2011,"bwa",6112400477,8341758330,1413834,4833814
2011,"caf",225971209,488666312,173405,485177
2011,"civ",12719005869,7496730640,8003190,7697958
2011,"cmr",5471566503,6151602433,5099856,5186620
2011,"cod",6996171313,5346725591,3090039,3995602
2011,"cog",15230655549,8550222587,18790373,2453197
2011,"com",64042757,279962928,50027,393648
2011,"cpv",206538099,1032100051,120921,940124
2011,"dji",110181529,2469101728,60751,2819448
2011,"dza",76623487050,53787935286,118426823,33557267
2011,"egy",41799683845,74286400733,50416498,78645422
2011,"eri",338216205,484014971,6616,397472
2011,"eth",2286753984,9917076089,933968,7471859
2011,"gab",10934856577,3484804194,14788230,1589072
2011,"gha",15084200176,14890074404,8635595,13479544
2011,"gin",1996818787,3005064462,17608897,2712037
2011,"gmb",258182278,1074582972,288858,1197414
2011,"gnb",385343913,316827765,292620,489544
2011,"gnq",13286367082,3350065692,16694226,1577481
2011,"ken",5154764745,12711950885,3558927,9910865
2011,"lbr",975849530,18449893592,1002321,9769572
2011,"lby",18657514847,7006612064,23888118,6294840
2011,"lso",1134490099,1466821022,151551,971860
2011,"mar",25611400738,46153660462,26564113,46901397
2011,"mdg",1661242207,2958888130,993625,2460573
2011,"mli",2587528697,3776712094,1456137,4150776
2011,"moz",5672513932,7660566451,7596501,9350051
2011,"mrt",3785270607,4084292887,11788698,4300401
2011,"mus",2729295318,6396307116,1292105,4164422
2011,"mwi",1659643325,2610020152,958408,1623159
2011,"myt",12053658,363654866,5227,208525
2011,"nam",6742366435,7215930816,3876952,3856463
2011,"ner",1327070084,2191613674,718632,1665907
2011,"nga",135200532176,68793603924,141198222,38413689
2011,"rwa",555084849,1679744285,234285,1481574
2011,"sdn",14187060744,12747885505,14382104,9329780
2011,"sen",3092555002,7169141782,4690676,7596836
2011,"shn",21378883,48453199,1958,32529
2011,"sle",498417019,1413476712,1743762,1313329
2011,"som",391883521,763856482,431635,1727414
2011,"stp",18080333,221005173,4182,3518553
2011,"swz",2167156996,2764001710,1931929,1360337
2011,"syc",1408405872,4270248823,142898,1407095
2011,"tcd",3858658091,749155110,5064407,323923
2011,"tgo",2086962756,4395153644,4269255,5335559
2011,"tun",19626122338,25313320838,10566081,18332415
2011,"tza",5534315338,11752776047,2487964,9252651
2011,"uga",2386282196,6021239973,1986302,5273483
2011,"zaf",124400443558,111202854802,173565654,60037473
2011,"zmb",13019417354,7566630452,4194182,3537083
2011,"zwe",3576963246,6354779875,2036110,4419810
