"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2009,"ago",40457215140,24162060483,91736556,17214812
2009,"bdi",148134879,511649391,67535,551430
2009,"ben",660576079,3909547925,850931,4364209
2009,"bfa",1206696529,2486340993,751177,2604549
2009,"bwa",3047584960,5089120936,1376977,3442216
2009,"caf",136830013,325442208,169436,242386
2009,"civ",11123388256,7056677878,10489724,9643983
2009,"cmr",4092145477,4783945267,5719885,4230429
2009,"cod",2750729689,3178366417,2288570,3157908
2009,"cog",9184271457,5434524062,17869115,2289225
2009,"com",29473120,248099272,56560,381873
2009,"cpv",140318686,733875154,88332,1004324
2009,"dji",517666726,2023265347,263384,2463717
2009,"dza",50446843768,42084603738,114664914,28394559
2009,"egy",30270532129,55954486289,44606453,67680108
2009,"eri",26787301,303257253,11784,338367
2009,"eth",1575139495,8606587245,802061,8612624
2009,"gab",5867402282,3096741787,14136026,1451790
2009,"gha",6784275041,8020942563,3694224,16989265
2009,"gin",1100676085,1979909570,14720528,2179884
2009,"gmb",82023911,834429470,172547,1388993
2009,"gnb",108638436,286776346,117870,432165
2009,"gnq",9155512454,5233781354,18350461,1187480
2009,"ken",4942097040,11367471786,3788879,11855192
2009,"lbr",1404007425,10073130844,1137097,4260436
2009,"lby",34014294771,15758636232,75472110,13576962
2009,"lso",771713957,1095354386,80404,530753
2009,"mar",17723690421,33686723772,18217676,39983807
2009,"mdg",1358506067,3269261906,588647,2070732
2009,"mli",193665186,2069437731,173200,2807547
2009,"moz",2762988678,4398631066,5066137,5265472
2009,"mrt",2322557755,2100308090,11613352,2904992
2009,"mus",2302809226,4230471012,971358,4602913
2009,"mwi",1327961279,2239437916,635385,1553020
2009,"myt",15589343,553948362,7609,323470
2009,"nam",6188913572,6596515468,6787218,5154188
2009,"ner",732713260,1977972211,415076,1773086
2009,"nga",62282169626,45665703376,112148087,49308262
2009,"rwa",333489662,1257945819,122277,1010231
2009,"sdn",8148262874,10574551164,19576914,8654890
2009,"sen",2120861335,5501772782,3336628,6832569
2009,"shn",23015612,52201253,45375,33565
2009,"sle",280130557,628760081,692224,632686
2009,"som",172111820,675937644,186582,1099321
2009,"stp",20359204,164673976,7976,138308
2009,"swz",1872613275,1327904440,1319543,893056
2009,"syc",550602732,2376840520,169637,809135
2009,"tcd",2291444490,863959618,5531471,440177
2009,"tgo",1303283020,2982608218,3222530,3546572
2009,"tun",16512003339,20773485878,13587660,16991864
2009,"tza",3257883691,7115245976,1873466,8405184
2009,"uga",1820668970,4464912796,1687420,4807516
2009,"zaf",86086005483,69811419348,161822441,54477527
2009,"zmb",6197990227,3990815527,2183623,3378084
2009,"zwe",2094719026,5615529349,1793453,3640304
