"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2013,"ago",72623726512,30304314390,91380386,24144034
2013,"bdi",337193549,833820058,71385,762701
2013,"ben",1268601493,6161311598,1266874,5830792
2013,"bfa",3979728453,4636390983,1033968,4547113
2013,"bwa",7391927163,7352253330,1232316,3070883
2013,"caf",156015516,429953520,128147,600217
2013,"civ",15357907139,13634256890,9122222,11801699
2013,"cmr",5823309803,7914719850,6014757,7671610
2013,"cod",7572932933,6863799650,3072929,8655506
2013,"cog",13800102217,9479594249,12810847,3683849
2013,"com",55420628,298397865,27517,366813
2013,"cpv",136928738,788013760,33113,828052
2013,"dji",120144375,3137588928,173738,2979809
2013,"dza",70996200398,57558497051,103718043,41531510
2013,"egy",36928284704,72474135296,47956927,160016573
2013,"eri",326027182,539252814,38681,315888
2013,"eth",2577495988,12734731686,1102246,8103970
2013,"gab",13463858853,7912311048,17620824,2728065
2013,"gha",18161394861,16531039258,23464608,14397330
2013,"gin",2847255598,3467439133,20083390,6215634
2013,"gmb",244188804,1028803952,345911,1311963
2013,"gnb",299473410,320437544,369144,468280
2013,"gnq",14675998762,3570862810,17919261,1766707
2013,"ken",6951569989,17808869996,4569332,14833008
2013,"lbr",1400007879,9833740302,5082033,4617441
2013,"lby",42760831995,25368521404,52290301,25469200
2013,"lso",904205680,1747499032,168900,1085508
2013,"mar",27428632290,46458232028,28663361,46970978
2013,"mdg",2288763229,2870371364,1048666,3856460
2013,"mli",3040390394,2903334269,570324,3084398
2013,"moz",7717218955,11468165500,15828655,11688743
2013,"mrt",5012356691,5835864782,26255035,5043630
2013,"mus",3094494927,5759966729,1219738,4910439
2013,"mwi",1359865582,3138735285,622885,2550756
2013,"myt",22115763,463597126,7843,189872
2013,"nam",6996368508,8237565232,3081844,4110980
2013,"ner",3121167378,2165470956,443002,1874994
2013,"nga",103915492791,53552792042,118337033,34898874
2013,"rwa",661654647,2166054496,328622,1889809
2013,"sdn",6928888648,10451974491,4473009,8013472
2013,"sen",2800239725,7722576224,4128553,8030101
2013,"shn",21924411,84393147,2047,58873
2013,"sle",1906271272,1321350217,12940072,1340907
2013,"som",624109066,2013762766,239771,2113637
2013,"ssd",2475517088,416250008,3501372,339458
2013,"stp",11594518,209237952,5545,190000
2013,"swz",2421580844,1879892221,3459326,1627003
2013,"syc",705872970,2394665018,486813,666748
2013,"tcd",3209927698,1233551377,4071854,515690
2013,"tgo",3092982074,6582023734,6408273,7430861
2013,"tun",19863709100,26135291736,12432985,21325006
2013,"tza",6746236999,13957004416,3029461,12184064
2013,"uga",2548496138,6062085380,2459523,5379057
2013,"zaf",115248084129,108510239868,191741532,62666632
2013,"zmb",13195376494,10819267901,7539749,4547964
2013,"zwe",3956617273,6449630716,1984160,4269733
