"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
532.,51.44654890763028,"MacKenzie King Island","Canada","Northwest Territories","can","","","","Queen Elizabeth Islands",10.,400.,"North America",800.,"Arctic region",5048.,379.,0.07507923930269414,457.,2.5e6,77.729,-111.68,0.,"MacKenzie King","","","","","","","",162.,527.,"","","","","","","sur la carte",1.
533.,4.242640687119286,"Madame Island","Canada","Nova Scotia","can","","","","",2.,2.,"North America",2.,"Atlantic region",115.,87.5,0.7608695652173914,"inc",1.e6,45.563611,-61.016111,4300.,"Isle Madame","","","","","","","",163.,"","","","","","","","sur la carte",1.
534.,"inc","Malcolm Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",50.65,-126.983333,"inc","","","","","","","","",164.,"","","","","","","","sur la carte",1.
535.,21.213203435596427,"Mansel Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",50.,50.,"North America",50.,"Arctic region",3180.,272.9,0.08581761006289307,130.,1.e6,61.993,-79.86,0.,"","","","","","","","",165.,529.,"","","","","","","sur la carte",1.
536.,38.73888337622864,"Massey Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",5.,200.,"North America",500.,"Arctic region",412.4,111.6,0.2706110572259942,"inc",2.5e6,76.,-103.,0.,"Massey","","","","","","","",166.,530.,"","","","","","","sur la carte",1.
537.,"inc","Mata Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.16,-78.91,0.,"","","","","","","","","",531.,"","","","","","","pas sur la carte",1.
538.,9.164271207775299,"Matty Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,12.,"North America",12.,"Arctic region",478.1,217.8,0.4555532315415185,58.,1.e6,69.5,-95.56,0.,"Matty","","","","","","","",167.,532.,"","","","","","","sur la carte",1.
539.,"inc","Mavor Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.083333,-78.866667,0.,"","","","","","","","","",533.,"","","","","","","sur la carte",1.
540.,"inc","Mayne Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",21.,"inc","inc",255.,"inc",48.845,-123.280833,900.,"","","","","","","","","",534.,"","","","","","","sur la carte",1.
541.,44.29961096932654,"Meighen Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",50.,80.,"North America",800.,"Arctic region",1074.4,163.,0.1517125837676843,274.,2.5e6,79.983,-99.5,0.,"Meighen","","","","","","","",168.,535.,"","","","","","","sur la carte",1.
542.,9.486832980505138,"Melbourne Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",10.,10.,"North America",10.,"Arctic region",393.4,80.8,0.2053889171326894,76.,1.e6,68.5,-104.75,0.,"","","","","","","","",169.,536.,"","","","","","","sur la carte",1.
543.,37.44583202347467,"Melville Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",12.,90.,"North America",600.,"Arctic region",42149.,2748.,0.06519727632921303,1067.,2.5e6,75.5,-111.,0.,"","","","","","","","",170.,537.,"","","","","","","sur la carte",1.
544.,"inc","Merasheen Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",129.,"inc","inc","inc","inc",47.50432,-54.213094,"inc","","","","","","","","","",538.,"","","","","","","sur la carte",1.
545.,"inc","Miles Islands","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Arctic region","inc","inc","inc","inc","inc",68.467,-112.25,0.,"","","","","","","","","",633.,"","","","","","","pas sur la carte",1.
546.,"inc","Mill Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Arctic region",181.,"inc","inc","inc","inc",63.982,-77.79,0.,"","","","","","","","","",540.,"","","","","","","sur la carte",1.
547.,"inc","Miscou Island","Canada","New Brunswick","can","","","","","inc","inc","inc","inc","Atlantic region",640.,"inc","inc","inc","inc",47.966667,-64.533333,585.,"","","","","","","","","",541.,"","","","","","","sur la carte",1.
548.,"inc","Moodie Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Arctic region",233.,"inc","inc","inc","inc",64.583333,-65.5,0.,"","","","","","","","","",542.,"","","","","","","sur la carte",1.
549.,"inc","Moore Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.33,-79.55,0.,"","","","","","","","","",543.,"","","","","","","sur la carte",1.
550.,23.287772000991907,"Moresby Island","Canada","British Columbia","can","","","","Queen Charlotte Islands",5.,85.,"North America",140.,"Pacific region",2636.,877.4,0.33285280728376326,1143.,1.e6,52.75,-131.833333,460.,"","","","","","","","",171.,544.,"","","","","","","sur la carte",1.
551.,"inc","Nero Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.2,-78.89,0.,"","","","","","","","","",545.,"","","","","","","pas sur la carte",1.
552.,"inc","New World Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",189.,"inc","inc","inc","inc",49.58306,-54.6372,"inc","","","","","","","","","",546.,"","","","","","","sur la carte",1.
553.,12.727922061357855,"Newfoundland Island","Canada","Newfoundland and Labrador","can","","","","Newfoundland Archipelago",18.,18.,"North America",18.,"Atlantic region",115220.6,9656.,0.0838044585777196,805.,7.46e6,48.,-56.5,482322.,"Newfoundland","Terre-Neuve","","","","","","",172.,547.,"","","","","","","sur la carte",1.
554.,"inc","Ney Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.28,-79.01,0.,"","","","","","","","","",548.,"","","","","","","sur la carte",1.
555.,11.772699034745349,"Nootka Island","Canada","British Columbia","can","","","","",2.,2.,"North America",80.,"Pacific region",529.,154.,0.29111531190926276,940.,1.e6,49.75,-126.75,"inc","Nootka","","","","","","","",173.,549.,"","","","","","","sur la carte",1.
556.,40.40813605333958,"North Kent Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",5.,250.,"North America",500.,"Arctic region",577.,116.4,0.20173310225303293,762.,2.5e6,76.666667,-90.25,0.,"","","","","","","","",174.,550.,"","","","","","","sur la carte",1.
557.,22.106549570167537,"North Spicer Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",10.,80.,"North America",100.,"Atlantic region",223.1,108.9,0.48812191842223224,46.,1.e6,68.554,-78.684,"inc","North Spicer","","","","","","","",175.,551.,"","","","","","","sur la carte",1.
558.,"inc","North Twin Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",157.,"inc","inc","inc","inc",53.31,-80.03,0.,"","","","","","","","","",552.,"","","","","","","sur la carte",1.
559.,"inc","Nottingham Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",1390.4,212.,0.15247410817031068,412.,1.e6,63.283333,-77.916667,0.,"Inuktitut","","","","","","","",176.,553.,"","","","","","","sur la carte",1.
560.,"inc","Oak Island","Canada","Nova Scotia","can","","","","","inc","inc","inc","inc","Atlantic region",0.57,"inc","inc",11.,"inc",44.516667,-64.299167,0.,"Île aux Chênes","","","","","","","","",554.,"","","","","","","sur la carte",1.
561.,6.708203932499369,"Ormonde Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,5.,"North America",5.,"Atlantic region",84.7,72.4,0.8547815820543093,"inc",1.e6,69.77,-82.67,0.,"","","","","","","","",177.,"","","","","","","","sur la carte",1.
562.,"inc","Padloping Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Arctic region",150.,"inc","inc","inc","inc",67.083333,-62.666667,0.,"","","","","","","","","",555.,"","","","","","","sur la carte",1.
563.,19.11504780354283,"Pandora Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,30.,"North America",130.,"Arctic region",142.,51.,0.3591549295774648,"inc",2.5e6,72.783333,-96.783333,0.,"","","","","","","","",178.,556.,"","","","","","","sur la carte",1.
564.,"inc","Parker Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",1.62,"inc","inc","inc","inc",48.886464,-123.412361,"inc","","","","","","","","","",557.,"","","","","","","sur la carte",1.
565.,"inc","Paul's Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",179.,"inc","inc","inc","inc",56.5,-61.416667,"inc","","","","","","","","","",558.,"","","","","","","sur la carte",1.
566.,4.242640687119286,"Pearse Island","Canada","British Columbia","can","","","","",2.,2.,"North America",2.,"Pacific region",222.3,90.1,0.4053081421502474,838.,1.e6,54.9,-130.29,0.,"Pearse","","","","","","","",179.,559.,"","","","","","","sur la carte",1.
567.,3.,"Pedonda Island","Canada","British Columbia","can","","","","Vancouver",1.,1.,"North America",1.,"Pacific region",101.3,68.1,0.6722606120434352,"inc",1.e6,50.24,-124.73,"inc","Pedonda","","","","","","","",180.,560.,"","","","","","","pas sur la carte",1.
568.,"inc","Pender Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",34.,"inc","inc","inc","inc",48.78025,-123.28322,2500.,"North Pender Island","South Pender Island","","","","","","","",561.,"","","","","","","sur la carte",1.
569.,"inc","Penelakut Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",8.66,"inc","inc","inc","inc",48.96,-123.645,302.,"Kuper Island","","","","","","","","",562.,"","","","","","","rattachée à une autre île",1.
570.,4.242640687119286,"Denny Island","Canada","British Columbia","can","","","","Queen Charlotte Sound",2.,2.,"North America",2.,"Pacific region",121.7,58.4,0.4798685291700904,1044.,1.e6,52.126532,-128.009172,138.,"","","","","","","","",181.,448.,"","","","","","","doublon",1.
571.,"inc","Pitt Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",1375.,"inc","inc",962.,"inc",53.541504,-129.781952,"inc","","","","","","","","","",563.,"","","","","","","sur la carte",1.
572.,"inc","Pointe aux Loups Island","Canada","Quebec","can","","","","Magdalen Islands","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",47.528623,-61.705085,"inc","Île aux Loups","","","","","","","","",564.,"","","","","","","rattachée à une autre île",1.
573.,4.242640687119286,"Pooley Island","Canada","British Columbia","can","","","","Queen Charlotte Sound",2.,2.,"North America",2.,"Pacific region",150.,75.7,0.5046666666666667,"inc",1.e6,52.75,-128.25,0.,"Pooley","","","","","","","",182.,565.,"","","","","","","rattachée à une autre île",1.
574.,6.705716184502276,"Porcher Island","Canada","British Columbia","can","","","","",2.,7.,"North America",7.,"Pacific region",522.,225.,0.43103448275862066,899.,1.e6,53.95,-130.4,37.,"Porcher","","","","","","","",183.,566.,"","","","","","","sur la carte",1.
575.,23.32311586257974,"Prescott Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",2.,120.,"North America",120.,"Arctic region",452.,90.9,0.2011061946902655,297.,2.5e6,73.,-96.9,0.,"Prescott","","","","","","","",184.,567.,"","","","","","","sur la carte",1.
576.,10.358485472372255,"Price Island","Canada","British Columbia","can","","","","Queen Charlotte Sound",2.,20.,"North America",20.,"Pacific region",170.8,67.1,0.3928571428571428,"inc",1.e6,52.44,-128.64,0.,"","","","","","","","",185.,568.,"","","","","","","rattachée à une autre île",1.
577.,22.36592976360358,"Prince Charles Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",7.,50.,"North America",160.,"Atlantic region",9521.,419.5,0.044060497846864825,30.,2.5e6,67.7,-76.,0.,"Prince Charles","","","","","","","",186.,569.,"","","","","","","sur la carte",1.
578.,11.618950038622252,"Prince Edward Island","Canada","Prince Edward Island","can","","","","",15.,15.,"North America",15.,"Atlantic region",5783.2,1313.1,0.2270542260340296,134.,1.e6,46.4,-63.25,135851.,"PEI","P.E.I.","Island of the Prince","Johns Island","","","","",187.,570.,"","","","","","","sur la carte",1.
579.,19.302757382371414,"Prince Leopold Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",2.,80.,"North America",80.,"Arctic region",80.4,35.8,0.44527363184079594,265.,2.5e6,74.037445,-90.062996,0.,"","","","","","","","",188.,"","","","","","","","sur la carte",1.
580.,14.47213595499958,"Prince of Wales Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",20.,25.,"North America",25.,"Arctic region",33339.,"inc","inc","inc","inc",72.5,-99.,0.,"Prince of Wales","","","","","","","",189.,571.,"","","","","","","sur la carte",1.
581.,41.20664789701757,"Prince Patrick Island","Canada","Northwest Territories","can","","","","Queen Elizabeth Islands",12.,150.,"North America",650.,"Arctic region",16533.9,1320.3,0.07985411790321702,274.,2.5e6,76.7,-119.,0.,"Prince Patrick","","","","","","","",190.,572.,"","","","","","","sur la carte",1.
582.,5.196152422706632,"Princess Royal Island","Canada","British Columbia","can","","","","",3.,3.,"North America",3.,"Pacific region",2355.2,372.2,0.15803328804347827,1676.,1.e6,52.916667,-128.833333,0.,"","","","","","","","",191.,573.,"","","","","","","sur la carte",1.
583.,5.99070478491457,"Quadra Island","Canada","British Columbia","can","","","","",2.,2.,"North America",10.,"Pacific region",270.,135.6,0.5022222222222222,"inc",1.e6,50.166667,-125.233333,0.,"","","","","","","","",192.,574.,"","","","","","","sur la carte",1.
584.,"inc","Random Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",249.,"inc","inc","inc","inc",48.116667,-53.733333,1627.,"","","","","","","","","",575.,"","","","","","","sur la carte",1.
585.,"inc","Range Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.416454,-78.834418,0.,"","","","","","","","","",576.,"","","","","","","pas sur la carte",1.
586.,"inc","Resolution Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",1015.,"inc","inc","inc","inc",61.523655,-64.95163,0.,"","","","","","","","",193.,578.,"","","","","","","sur la carte",1.
587.,"inc","Richards Island","Canada","Northwest Territories","can","","","","","inc","inc","inc","inc","Arctic region",2165.,"inc","inc","inc","inc",69.333333,-134.5,0.,"","","","","","","","","",579.,"","","","","","","rattachée au continent",1.
588.,5.8863495173726745,"Roderick Island","Canada","British Columbia","can","","","","",2.,5.,"North America",5.,"Pacific region",298.1,114.7,0.384770211338477,605.,1.e6,52.63,-128.32,0.,"Roderick","","","","","","","",194.,580.,"","","","","","","sur la carte",1.
589.,19.895478190849893,"Rowley Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",10.,70.,"North America",70.,"Atlantic region",1093.6,204.7,0.1871799561082663,137.,1.e6,69.083333,-78.916667,0.,"","","","","","","","",195.,581.,"","","","","","","sur la carte",1.
590.,15.869530420464926,"Royal Geographical Society Island","Canada","Nunavut","can","","","","Royal Geographical Society",3.,30.,"North America",75.,"Arctic region",458.1,153.3,0.3346430910281598,53.,1.e6,68.92,-100.45,0.,"Royal Geographical Society","","","","","","","",196.,582.,"","","","","","","sur la carte",1.
591.,17.30441328389933,"Russell Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",10.,50.,"North America",50.,"Arctic region",989.6,166.1,0.16784559417946643,248.,2.5e6,73.913,-98.42,0.,"","","","","","","","",197.,583.,"","","","","","","sur la carte",1.
592.,"inc","Ruxton Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",49.077579,-123.702458,"inc","","","","","","","","","",584.,"","","","","","","sur la carte",1.
593.,"inc","Sable Island","Canada","Nova Scotia","can","","","","","inc","inc","inc","inc","Atlantic region",34.,"inc","inc","inc","inc",43.931187,-59.912411,13.,"Île de Sable","","","","","","","",198.,585.,"","","","","","","sur la carte",1.
594.,"inc","Saint Paul Island","Canada","Nova Scotia","can","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc",147.,"inc",47.202778,-60.150833,0.,"St. Paul Island","","","","","","","","",603.,"","","","","","","sur la carte",1.
595.,"inc","Salisbury Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",804.4,230.9,0.2870462456489309,503.,1.e6,63.55,-77.,"inc","Salisbury","","","","","","","",199.,587.,"","","","","","","sur la carte",1.
596.,"inc","Saltspring Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",182.7,"inc","inc","inc","inc",48.833333,-123.5,10500.,"Admiral Island","","","","","","","","",588.,"","","","","","","sur la carte",1.
597.,"inc","Saturna Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",31.,"inc","inc",397.,"inc",48.783333,-123.15,350.,"","","","","","","","","",589.,"","","","","","","sur la carte",1.
598.,"inc","Sea Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",1.4,"inc","inc","inc","inc",49.2,-123.166667,736.,"","","","","","","","","",590.,"","","","","","","sur la carte",1.
599.,26.832815729997478,"Sillem Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,5.,"North America",500.,"Atlantic region",494.4,114.3,0.23118932038834955,1522.,1.e6,70.95,-71.75,0.,"Sillem","","","","","","","",200.,591.,"","","","","","","sur la carte",1.
600.,"inc","Smith Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",131.,"inc","inc","inc","inc",60.753,-78.517,0.,"","","","","","","","","",592.,"","","","","","","sur la carte",1.
601.,"inc","Snape Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",55.716667,-79.333333,0.,"","","","","","","","","",594.,"","","","","","","sur la carte",1.
602.,6.708203932499369,"Somerset Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,5.,"North America",5.,"Arctic region",24786.,"inc","inc",489.,"inc",73.25,-93.5,0.,"","","","","","","","",201.,595.,"","","","","","","sur la carte",1.
603.,"inc","Sonora Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",163.,"inc","inc","inc","inc",50.375833,-125.251389,"inc","","","","","","","","","",596.,"","","","","","","sur la carte",1.
604.,"inc","South Aulatsivik Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",456.,"inc","inc","inc","inc",56.783333,-61.5,"inc","","","","","","","","","",597.,"","","","","","","sur la carte",1.
605.,23.162277660168378,"South Spicer Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",10.,100.,"North America",100.,"Atlantic region",331.,73.1,0.22084592145015103,55.,2.5e6,68.3,-79.,0.,"South Spicer","","","","","","","",202.,598.,"","","","","","","sur la carte",1.
606.,"inc","South Tweedsmuir Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Arctic region",158.,"inc","inc","inc","inc",68.416667,-74.25,0.,"","","","","","","","","",599.,"","","","","","","sur la carte",1.
607.,15.,"Southampton Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",25.,25.,"North America",25.,"Atlantic region",43388.4,1723.8,0.03972951295738031,625.,2.5e6,64.5,-83.9,712.,"Southampton","","","","","","","",203.,600.,"","","","","","","sur la carte",1.
608.,"inc","Split Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",147.,124.,0.8435374149659864,"inc","inc",56.816442,-79.91023,0.,"","","","","","","","","",601.,"","","","","","","sur la carte",1.
609.,29.34695140095171,"Stefansson Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,60.,"North America",375.,"Arctic region",4463.,"inc","inc",267.,"inc",73.5,-105.5,0.,"","","","","","","","",204.,604.,"","","","","","","sur la carte",1.
610.,34.60882656779866,"Stor Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",10.,10.,"North America",800.,"Arctic region",333.3,82.6,0.2478247824782478,527.,2.5e6,78.983,-85.833,0.,"Stor","","","","","","","",205.,605.,"","","","","","","sur la carte",1.
611.,"inc","Stuart Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",50.383333,-125.108333,"inc","","","","","","","","","",606.,"","","","","","","sur la carte",1.
612.,9.160180254787928,"Swindle Island","Canada","British Columbia","can","","","","",2.,15.,"North America",15.,"Pacific region",285.3,119.5,0.41885734314756395,"inc",1.e6,52.53,-128.59,"inc","Swindle","","","","","","","",206.,607.,"","","","","","","sur la carte",1.
613.,11.180339887498949,"Tennent Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,20.,"North America",20.,"Arctic region",317.3,104.8,0.33028679483138984,76.,1.e6,69.5,-96.25,0.,"Tennent","","","","","","","",207.,608.,"","","","","","","sur la carte",1.
614.,6.708203932499369,"Texada Island","Canada","British Columbia","can","","","","",5.,5.,"North America",5.,"Pacific region",317.4,120.1,0.3783868935097669,891.,1.e6,49.67,-124.36,"inc","","","","","","","","",208.,609.,"","","","","","","sur la carte",1.
615.,"inc","Thetis Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",0.01036,"inc","inc",591.,"inc",48.99964,-123.68597,350.,"","","","","","","","","",610.,"","","","","","","sur la carte",1.
616.,42.83571671187664,"Thorn Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",5.,200.,"North America",700.,"Arctic region",134.,48.5,0.3619402985074627,"inc",2.5e6,78.195379,-103.068121,"inc","Thorn","","","","","","","",209.,"","","","","","","","sur la carte",1.
617.,"inc","Trial Islands","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",48.3983,-123.305,"inc","","","","","","","","","",634.,"","","","","","","sur la carte",1.
618.,"inc","Triple Islands","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",68.2,-108.833333,0.,"","","","","","","","","",635.,"","","","","","","pas sur la carte",1.
619.,"inc","Tukarak Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region",349.,"inc","inc","inc","inc",56.25,-78.75,0.,"","","","","","","","","",613.,"","","","","","","sur la carte",1.
620.,"inc","Tunungayualok Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",186.,"inc","inc","inc","inc",56.08,-61.08,"inc","","","","","","","","","",614.,"","","","","","","sur la carte",1.
621.,"inc","Twin Cairns Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.5196,-78.7956,0.,"","","","","","","","","",615.,"","","","","","","sur la carte",1.
622.,"inc","Valdes Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",23.,"inc","inc","inc","inc",49.083333,-123.666667,"inc","","","","","","","","","",616.,"","","","","","","sur la carte",1.
623.,5.414213562373095,"Vancouver Island","Canada","British Columbia","can","","","","Vancouver",2.,4.,"North America",4.,"Pacific region",31848.6,2668.2,0.08377762287824268,2192.,1.e6,49.67,-125.5,656312.,"Vancouver","","","","","","","",210.,617.,"","","","","","","sur la carte",1.
624.,40.40813605333958,"Vanier Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",5.,250.,"North America",500.,"Arctic region",1089.9,147.3,0.13515001376273053,213.,2.5e6,76.166667,-103.25,0.,"Île Vanier","","","","","","","",211.,498.,"","","","","","","sur la carte",1.
625.,5.196152422706632,"Vansittart Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",3.,3.,"North America",3.,"Atlantic region",1010.,301.1,0.29811881188118816,255.,1.e6,65.84,-83.87,0.,"Vansittart","","","","","","","",212.,618.,"","","","","","","sur la carte",1.
626.,15.,"Victoria Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",25.,25.,"North America",25.,"Arctic region",220548.2,4571.6,0.02072834872377104,650.,7.435e6,70.3,-105.1,1875.,"Kitlineq","","","","","","","",213.,619.,"","","","","","","sur la carte",1.
627.,4.242640687119286,"Wales Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",2.,2.,"North America",2.,"Arctic region",1172.9,165.8,0.14135902463978173,165.,2.5e6,68.016667,-86.666667,0.,"","","","","","","","",214.,620.,"","","","","","","sur la carte",1.
628.,"inc","Walton Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",55.992,-79.057,0.,"","","","","","","","","",621.,"","","","","","","sur la carte",1.
629.,6.708203932499369,"West Harrison Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",5.,5.,"North America",5.,"Arctic region",136.1,90.6,0.665686994856723,"inc",1.e6,69.34,-90.42,"inc","West Harrison","","","","","","","",215.,622.,"","","","","","","sur la carte",1.
630.,"inc","West Okak Island","Canada","Newfoundland and Labrador","can","","","","","inc","inc","inc","inc","Atlantic region",179.,"inc","inc","inc","inc",57.502286,-61.905327,"inc","","","","","","","","","",623.,"","","","","","","sur la carte",1.
631.,"inc","West Redonda Island","Canada","British Columbia","can","","","","","inc","inc","inc","inc","Pacific region",171.,"inc","inc","inc","inc",50.216667,-124.883333,"inc","","","","","","","","","",624.,"","","","","","","sur la carte",1.
632.,"inc","Weston Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",52.552712,-79.597082,0.,"","","","","","","","","",625.,"","","","","","","sur la carte",1.
633.,10.358485472372255,"White Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago",2.,20.,"North America",20.,"Atlantic region",790.,169.9,0.21506329113924053,381.,1.e6,65.84,-84.84,1100.,"","","","","","","","",216.,626.,"","","","","","","sur la carte",1.
634.,"inc","Wiegand Island","Canada","Nunavut","can","","","","Canadian Arctic Archipelago","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",56.65,-79.2,0.,"","","","","","","","","",627.,"","","","","","","sur la carte",1.
635.,54.197592204566114,"Winter Island","Canada","Nunavut","can","","","","Queen Elizabeth Islands",5.,300.,"North America",1200.,"Arctic region",126.,77.4,0.6142857142857143,81.,1.e6,66.264,-83.08,0.,"Winter","","","","","","","",217.,628.,"","","","","","","sur la carte",1.
636.,103.24555320336759,"Cocos Islands","Australia","Cocos Keeling Islands","cck","","","","Cocos Keeling Islands",1000.,1000.,"Asia",1600.,"Indian region",14.,26.,1.8571428571428572,5.,"inc",-12.132659100000001,96.86559580000001,596.,"","","","","","","","",19.,854.,"","","North Keeling Island and South Keeling Islands (24 islets)","","","","sur la carte",10.
637.,15.874186431299828,"Aldea Island","Chile","Magallenes y la Antártica Chilena","chl","","","","Campana Archipelago",3.,50.,"South America",50.,"Pacific region",202.1,87.4,0.43245917862444344,"inc",1.e6,-48.73,-75.12,0.,"Isla Aldea","","","","","","","",229.,646.,"","","","","","","sur la carte",1.
638.,62.04546678158739,"Alejandro Selkirk Island","Chile","Valparaíso","chl","","","","Juan Fernández Islands",160.,610.,"South America",610.,"Pacific region",55.5,29.4,0.5297297297297298,1649.,1.e6,-33.751111,-80.783333,57.,"Alexander Selcraig Island","","","","","","","",230.,647.,"","","","","","","sur la carte",1.
