"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
2769.,"inc","Hikina Island","United States of America","Johnston Island","umi","","","jtn","","inc","inc","inc","inc","Pacific region",0.07,"inc","inc","inc","inc",16.755278,-169.4875,"inc","East Island","","","","","","","","",2722.,"Île artificielle","","","","","","sur la carte",1.
2770.,104.15310713685916,"Howland Island","United States of America","Phoenix Islands","umi","","","","Phoenix Islands",50.,900.,"Australia",4500.,"Pacific region",1.6,6.4,4.,7.,"inc",0.8133,-176.61801,0.,"Worth Island","","","","","","","",1765.,2734.,"","","","","","","sur la carte",1.
2771.,128.14879851459864,"Jarvis Island","United States of America","Jarvis","umi","","","","Line Islands",350.,1500.,"North America",5000.,"Pacific region",4.5,8.54,1.8977777777777776,8.,"inc",-0.378679,-160.018306,0.,"Bunker Island","Bunker's Shoal","","","","","","",1766.,2748.,"","","","","","","sur la carte",1.
2772.,123.24555320336759,"Johnston Island","United States of America","Johnston Island","umi","","","jtn","Johnston Island",900.,900.,"North America",4000.,"Pacific region",2.52,"inc","inc",10.,"inc",16.756342333333333,-169.50373199999999,0.,"Johnston","Kalama Atoll","","","","","","",1767.,2751.,"","","","","","","sur la carte",6.
2773.,"inc","Kingman Reef","United States of America","Kingman Reef","umi","","","","","inc","inc","inc","inc","Pacific region",0.012,3.,250.,1.5,"inc",6.413971,-162.360917,0.,"Danger Reef","Caldew Reef","Maria Shoal","Crane Shoal","","","","","",2763.,"","","","","","","sur la carte",1.
2774.,111.2899020449196,"Midway Atoll","United States of America","Midway Atoll","umi","","","mid","Midway Islands",100.,2000.,"Asia",3200.,"Pacific region",5.18,6.,1.1583011583011584,"inc","inc",28.20837366666667,-177.35243100000002,40.,"Midway Island","Midway Islands","","","","","","",1794.,2825.,"","","Eastern and Sand","","","","sur la carte",3.
2775.,"inc","Navassa Island","United States of America","Navassa Island","umi","","","","Greater Antilles","inc","inc","inc","inc","Atlantic region",5.2,"inc","inc","inc","inc",18.402778,-75.0125,0.,"La Navasse","Lanavaz","Lavash","Navassaøya","","","","",1801.,2847.,"","","","","","","sur la carte",1.
2776.,125.25189988157082,"Palmyra Atoll","United States of America","Palmyra","umi","","","","Line Islands",250.,1500.,"North America",5000.,"Pacific region",6.6,14.,2.121212121212121,10.,"inc",5.877693,-162.073678,0.,"","","","","","","","",1811.,2872.,"","","","","","","sur la carte",3.
2777.,112.6128766301133,"Wake Island","United States of America","Wake Island","umi","","","wak","Wake Island",550.,900.,"Asia",3500.,"Pacific region",7.4,33.8,4.567567567567567,6.,"inc",19.295065,166.6373925,0.,"Wake Atoll","Enenkio","","","","","","",1863.,3013.,"","","Wake, Wilkes, and Peale","","","","sur la carte",2.
2778.,"inc","Adak Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",725.4,282.6,0.38957816377171217,1195.,1.e6,51.8,-176.67,326.,"Adaax Island","","","","","","","",1719.,2557.,"","","","","","","sur la carte",1.
2779.,"inc","Adams Key","United States of America","Florida","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",25.4,-80.233,0.,"Cocolobo Key","","","","","","","","",2558.,"","","","","","","sur la carte",1.
2780.,"inc","Admiralty Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",4362.1,973.,0.22305770156575958,1477.,1.e6,57.72,-134.25,650.,"Xootsnoowu","","","","","","","",1720.,2559.,"","","","","","","sur la carte",1.
2781.,"inc","Afognak Island","United States of America","Alaska","usa","","","","Kodiak Islands","inc","inc","inc","inc","Pacific region",1809.2,558.1,0.308478885695335,793.,1.e6,58.25,-152.5,169.,"Afoginak","","","","","","","",1721.,2560.,"","","","","","","sur la carte",1.
2782.,"inc","Agattu Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",234.,96.,0.4102564102564103,634.,1.e6,52.43528,173.57556,0.,"Agattu","","","","","","","",1722.,2561.,"","","","","","","sur la carte",1.
2783.,25.11852409020716,"Akun Island","United States of America","Alaska","usa","","","","Aleutian Islands",5.,50.,"North America",250.,"Pacific region",168.,105.3,0.6267857142857143,793.,1.e6,54.2,-165.55,0.,"Akungan","","","","","","","",1725.,2563.,"","","","","","","sur la carte",1.
2784.,24.268060679295772,"Akutan Island","United States of America","Alaska","usa","","","","Aleutian Islands",15.,60.,"North America",160.,"Pacific region",65.95,"inc","inc",30.,"inc",54.128056,-165.918056,1036.,"Akutanax","Achan-ingiiga","","","","","","",1726.,2564.,"","","","","","","sur la carte",1.
2785.,"inc","Alameda Island","United States of America","California","usa","","","","","inc","inc","inc","inc","Pacific region",27.05,"inc","inc","inc","inc",37.763889,-122.256944,73812.,"","","","","","","","","",2565.,"","","","","","","rattachée au continent",1.
2786.,"inc","Alcatraz Island","United States of America","California","usa","","","","","inc","inc","inc","inc","Pacific region",0.089,"inc","inc","inc","inc",37.826687,-122.422643,0.,"The Rock","","","","","","","","",2566.,"","","","","","","sur la carte",1.
2787.,"inc","Allen Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",1.821,"inc","inc","inc","inc",43.866667,-69.314167,"inc","Allen's Island","","","","","","","","",2567.,"","","","","","","sur la carte",1.
2788.,"inc","Amchitka Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",309.,181.2,0.5864077669902913,373.,1.e6,51.559,178.956,0.,"Amchixtax","","","","","","","",1728.,2568.,"","","","","","","sur la carte",1.
2789.,"inc","Amelia Island","United States of America","Florida","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",30.615556,-81.453889,"inc","Isle of Eight Flags","","","","","","","","",2569.,"","","","","","","rattachée au continent",1.
2790.,"inc","Amlia Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",459.1,234.,0.5096928773687649,639.,1.e6,52.08,-173.5,0.,"Amlax","","","","","","","",1729.,2570.,"","","","","","","sur la carte",1.
2791.,"inc","Amrita Island","United States of America","Massachussetts","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",41.66,-70.619,"inc","","","","","","","","","",2571.,"","","","","","","pas sur la carte",1.
2792.,10.934771117021747,"Anacapa Island","United States of America","California","usa","","","","California Channel Islands",6.,18.,"North America",18.,"Pacific region",2.95,16.3,5.525423728813559,279.,1.e6,34.003889,-119.394722,3.,"Amyapakh","","","","","","","",1730.,2572.,"","","","","","","sur la carte",1.
2793.,"inc","Annette Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",342.2,146.2,0.4272355347749853,1095.,1.e6,55.12,-131.48,1447.,"Taak'w Aan","","","","","","","",1732.,2573.,"","","","","","","sur la carte",1.
2794.,"inc","Appledore Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",0.401,"inc","inc","inc","inc",42.989167,-70.615,"inc","Hog Island","","","","","","","","",2575.,"","","","","","","sur la carte",1.
2795.,"inc","Aquidneck Island","United States of America","Rhode Island","usa","","","","","inc","inc","inc","inc","Atlantic region",98.,"inc","inc","inc","inc",41.555556,-71.264722,60870.,"Rhode Island","","","","","","","","",2576.,"","","","","","","sur la carte",1.
2796.,"inc","Arrowsic Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",20.07,"inc","inc",14.,"inc",43.849722,-69.778056,501.,"","","","","","","","","",2577.,"","","","","","","sur la carte",1.
2797.,"inc","Assateague Island","United States of America","Maryland","usa","","","","","inc","inc","inc","inc","Atlantic region",63.21,"inc","inc","inc","inc",38.00474,-75.271112,7.,"","","","","","","","","",2579.,"","","","","","","sur la carte",1.
2798.,"inc","Atka Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",1061.4,478.,0.4503485961937064,1532.,1.e6,52.17,-174.5,95.,"Atxax","","","","","","","",1734.,2580.,"","","","","","","sur la carte",1.
2799.,"inc","Attu Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",896.4,235.3,0.26249442213297636,944.,1.e6,52.902478,172.9094,0.,"Atan","","","","","","","",1735.,2581.,"","","","","","","sur la carte",1.
2800.,10.392304845413264,"Augustine Island","United States of America","Alaska","usa","","","","",12.,12.,"North America",12.,"Pacific region",86.5,44.1,0.5098265895953757,1372.,1.e6,59.35,-153.42,"inc","","","","","","","","",1736.,"","","","","","","","sur la carte",1.
2801.,"inc","Aulone Island","United States of America","California","usa","","","","Farallon Islands","inc","inc","inc","inc","Pacific region",0.17,"inc","inc","inc","inc",37.702549,-123.004262,0.,"Aulon Island","","","","","","","","",2582.,"","","","","","","rattachée à une autre île",1.
2802.,"inc","Bahia Honda Key","United States of America","Florida","usa","","","","","inc","inc","inc","inc","Atlantic region",2.12,4.,1.8867924528301885,"inc","inc",24.665922,-81.263116,0.,"Honda Key","","","","","","","","",2584.,"","","","","","","sur la carte",1.
2803.,"inc","Bainbridge Island","United States of America","Washington","usa","","","","","inc","inc","inc","inc","Pacific region",71.51,85.,1.1886449447629701,130.,"inc",47.655278,-122.535,20308.,"","","","","","","","","",2585.,"","","","","","","sur la carte",1.
2804.,"inc","Baker Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",115.1,97.4,0.84622067767159,696.,1.e6,55.36194,-133.58278,"inc","","","","","","","","",1738.,2586.,"","","","","","","sur la carte",1.
2805.,"inc","Baker Island","United States of America","Maine","usa","","","","Cranberry Isles","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",44.241472,-68.1985,0.,"","","","","","","","","",2588.,"","","","","","","sur la carte",1.
2806.,"inc","Bar Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",0.2711,"inc","inc","inc","inc",44.398333,-68.206667,0.,"Bar Harbor","","","","","","","","",2591.,"","","","","","","sur la carte",1.
2807.,"inc","Baranof Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",4064.5,1062.8,0.261483577315783,1634.,1.e6,56.95,-135.,8532.,"Baranof","","","","","","","",1740.,2592.,"","","","","","","sur la carte",1.
2808.,"inc","Barnes Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",48.69892,-122.77563,"inc","","","","","","","","","",2593.,"","","","","","","sur la carte",1.
2809.,"inc","Barter Island","United States of America","Alaska","usa","","","","","inc","inc","inc","inc","Arctic region","inc","inc","inc","inc","inc",70.118056,-143.666667,"inc","","","","","","","","","",2594.,"","","","","","","sur la carte",1.
2810.,"inc","Bay Point Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.26381,-80.62733,"inc","","","","","","","","","",2596.,"","","","","","","rattachée à une autre île",1.
2811.,"inc","Bear Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",48.65,"inc","inc","inc","inc",32.61185,-80.4451,"inc","","","","","","","","","",2597.,"","","","","","","rattachée au continent",1.
2812.,"inc","Bear Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",41.25497,-72.74091,"inc","Goat Island","","","","","","","","",2599.,"","","","","","","sur la carte",1.
2813.,"inc","Begg Rock","United States of America","California","usa","","","","","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",33.362,-119.695,0.,"","","","","","","","","",3039.,"","","","","","","pas sur la carte",1.
2814.,"inc","Big Coppitt Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",1.4,"inc","inc",1.,"inc",24.597677,-81.656546,2595.,"","","","","","","","","",2601.,"","","","","","","rattachée à une autre île",1.
2815.,"inc","Big Pine Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",9.8,"inc","inc",1.,"inc",24.686111,-81.361111,5032.,"","","","","","","","","",2602.,"","","","","","","sur la carte",1.
2816.,"inc","Big Torch Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.71826,-81.438346,"inc","","","","","","","","","",2603.,"","","","","","","sur la carte",1.
2817.,"inc","Blackbeard Island","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region",118.,"inc","inc","inc","inc",31.51606,-81.19593,0.,"Blackbeard Island National Wildlife Refuge","","","","","","","","",2604.,"","","","","","","rattachée à une autre île",1.
2818.,"inc","Block Island","United States of America","Rhode Island","usa","","","","","inc","inc","inc","inc","Atlantic region",25.211,"inc","inc","inc","inc",41.169722,-71.58,1010.,"","","","","","","","","",2605.,"","","","","","","sur la carte",1.
2819.,"inc","Boca Chica Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.5774,-81.6933,"inc","","","","","","","","","",2606.,"","","","","","","sur la carte",1.
2820.,"inc","Boca Chita Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",25.5231,-80.1746,0.,"","","","","","","","","",2607.,"","","","","","","sur la carte",1.
2821.,"inc","Bodie Island","United States of America","North Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc",119.5,"inc","inc","inc",35.85,-75.58,"inc","Bodys Island","","","","","","","","",2608.,"","","","","","","pas sur la carte",1.
2822.,"inc","Boot Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",0.15,"inc","inc","inc","inc",24.696,-81.102,"inc","","","","","","","","","",2610.,"","","","","","","sur la carte",1.
2823.,"inc","Bull Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",20.,"inc","inc","inc","inc",32.907951,-79.608961,"inc","Bull's Island","","","","","","","","",2613.,"","","","","","","rattachée au continent",1.
2824.,"inc","Burnside Island","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",31.93271,-81.09066,"inc","","","","","","","","","",2614.,"","","","","","","rattachée au continent",1.
2825.,"inc","Bush Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",0.12,"inc","inc",1.,"inc",24.627825,-82.868592,"inc","Hog Island","","","","","","","","",2615.,"","","","","","","sur la carte",1.
2826.,"inc","Bustins Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",0.5423,"inc","inc","inc","inc",43.80008,-70.07199,"inc","","","","","","","","","",2617.,"","","","","","","sur la carte",1.
2827.,"inc","Camano Island","United States of America","Washington","usa","","","","","inc","inc","inc","inc","Pacific region",105.,"inc","inc","inc","inc",48.182333,-122.504444,13358.,"","","","","","","","","",2618.,"","","","","","","rattachée au continent",1.
2828.,"inc","Cane Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.37353,-80.66622,"inc","","","","","","","","","",2619.,"","","","","","","rattachée à une autre île",1.
2829.,"inc","Capers Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",4.3,"inc","inc","inc","inc",32.852,-79.697,0.,"Bishop William Theodotus Capers Island","Sessions Island","Capore Island","","","","","","",2620.,"","","","","","","rattachée au continent",1.
2830.,"inc","Cat Island","United States of America","Mississippi","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",30.226667,-89.103056,"inc","","","","","","","","","",2621.,"","","","","","","sur la carte",1.
2831.,"inc","Cat Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.36658,-80.65538,"inc","","","","","","","","","",2622.,"","","","","","","rattachée à une autre île",1.
2832.,"inc","Cedar Island","United States of America","North Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",35.008333,-76.316111,350.,"","","","","","","","","",2624.,"","","","","","","rattachée au continent",1.
2833.,"inc","Charles Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region",0.057,"inc","inc","inc","inc",41.1912,-73.055,0.,"","","","","","","","","",2625.,"","","","","","","sur la carte",1.
2834.,"inc","Chebeague Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",9.22,"inc","inc",19.,"inc",43.740833,-70.108056,341.,"","","","","","","","","",2626.,"","","","","","","sur la carte",1.
2835.,"inc","Chichagof Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",5388.,1157.6,0.21484780994803263,1190.,1.e6,57.84,-135.67,1342.,"Chichagof","","","","","","","",1741.,2627.,"","","","","","","sur la carte",1.
2836.,"inc","Chuginadak Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",167.4,78.,0.4659498207885304,1730.,1.e6,52.84,-169.84,0.,"Chuginadak","","","","","","","",1742.,2628.,"","","","","","","sur la carte",1.
2837.,"inc","City Island","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",1.023,"inc","inc","inc","inc",40.84758,-73.786476,4520.,"","","","","","","","","",2629.,"","","","","","","sur la carte",1.
2838.,"inc","Clark Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",0.22,"inc","inc","inc","inc",48.699628,-122.764921,"inc","","","","","","","","","",2632.,"","","","","","","sur la carte",1.
2839.,"inc","Cliff Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",1.222,"inc","inc","inc","inc",43.69619,-70.10783,71.,"","","","","","","","","",2633.,"","","","","","","sur la carte",1.
2841.,"inc","Cockspur Island","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.02771,-80.89844,"inc","","","","","","","","","",2635.,"","","","","","","sur la carte",1.
2842.,"inc","Conch Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc",1.,"inc",24.789666,-80.889437,"inc","","","","","","","","","",2636.,"","","","","","","rattachée à une autre île",1.
2843.,"inc","Coosaw Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.47547,-80.58566,"inc","","","","","","","","","",2637.,"","","","","","","sur la carte",1.
2844.,"inc","Craig Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.8379,-80.7595,"inc","Camp Panama","","","","","","","","",2638.,"","","","","","","rattachée à une autre île",1.
2845.,"inc","Crane Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",0.96,"inc","inc","inc","inc",48.597117,-122.998255,20.,"","","","","","","","","",2639.,"","","","","","","sur la carte",1.
2846.,"inc","Crawl Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.7486,-80.9775,"inc","","","","","","","","","",2640.,"","","","","","","rattachée à une autre île",1.
2847.,"inc","Criehaven Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",341.3,"inc","inc","inc","inc",43.833889,-68.889167,1.,"Ragged Island","","","","","","","","",2641.,"","","","","","","sur la carte",1.
2848.,"inc","Cross Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",6.9,"inc","inc","inc","inc",44.60841,-67.29943,0.,"Gross Island National Wildlife Refuge","","","","","","","","",2642.,"","","Cross, Scotch, Outer Double, Head Shot, Inner Double Hand Shot, Minsk, and Old Man Islands","","","","sur la carte",1.
2849.,"inc","Cudjoe Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",5.2,"inc","inc",0.,"inc",24.664167,-81.482222,1695.,"","","","","","","","","",2643.,"","","","","","","sur la carte",1.
2850.,"inc","Cumberland Island","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region",147.37,"inc","inc","inc","inc",30.85107,-81.44843,0.,"","","","","","","","","",2644.,"","","","","","","rattachée au continent",1.
2851.,"inc","Cuties Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",41.0359,-73.5109,"inc","Vincent Island","","","","","","","","",2645.,"","","","","","","rattachée au continent",1.
2852.,"inc","Cuttyhunk Island","United States of America","Massachussetts","usa","","","","","inc","inc","inc","inc","Atlantic region",2.35,"inc","inc",47.,"inc",41.418889,-70.933889,52.,"","","","","","","","","",2646.,"","","","","","","sur la carte",1.
2853.,"inc","Cypress Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",22.,"inc","inc",465.,"inc",48.574325,-122.704531,40.,"","","","","","","","","",2647.,"","","","","","","sur la carte",1.
2854.,"inc","Dall Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",655.2,371.5,0.567002442002442,948.,1.e6,54.95,-133.,20.,"Dall","","","","","","","",1744.,2648.,"","","","","","","sur la carte",1.
2855.,"inc","Dataw Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.4336,-80.5776,"inc","","","","","","","","","",2649.,"","","","","","","rattachée à une autre île",1.
2856.,"inc","Daufuskie Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",21.,"inc","inc","inc","inc",32.11604,-80.87122,250.,"","","","","","","","","",2650.,"","","","","","","sur la carte",1.
2857.,"inc","Dauphin Island","United States of America","Alabama","usa","","","","","inc","inc","inc","inc","Atlantic region",16.2,"inc","inc","inc","inc",30.256389,-88.125,1371.,"","","","","","","","","",2651.,"","","","","","","sur la carte",1.
2858.,"inc","Davis Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",41.25252,-72.747,"inc","","","","","","","","","",2653.,"","","","","","","sur la carte",1.
2859.,"inc","Decatur Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",9.13,"inc","inc","inc","inc",48.510236,-122.810926,71.,"","","","","","","","","",2654.,"","","","","","","sur la carte",1.
2860.,9.486832980505138,"Deer Island","United States of America","Alaska","usa","","","","Aleutian Islands",10.,10.,"North America",10.,"Pacific region",151.7,53.9,0.3553065260382334,628.,1.e6,54.916667,-162.315556,0.,"","","","","","","","",1745.,2655.,"","","","","","","sur la carte",1.
2861.,"inc","Dewees Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",4.9,2.5,0.5102040816326531,"inc","inc",32.840175,-79.716467,"inc","Timicau Island","","","","","","","","",2657.,"","","","","","","sur la carte",1.
2862.,"inc","Distant Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.38603,-80.63733,"inc","","","","","","","","","",2658.,"","","","","","","rattachée à une autre île",1.
2863.,"inc","Dog Island","United States of America","Florida","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc",1.,"inc",29.796022,-84.612178,100.,"","","","","","","","","",2659.,"","","","","","","sur la carte",1.
2864.,7.738768882709854,"Dolgoi Island","United States of America","Alaska","usa","","","","Aleutian Islands",2.,10.,"North America",10.,"Pacific region",107.4,75.,0.6983240223463686,"inc",1.e6,55.145303,-161.749328,0.,"Dolgoi","","","","","","","",1747.,2660.,"","","","","","","sur la carte",1.
2865.,"inc","Drunk Uncle Islets","United States of America","California","usa","","","","Farallon Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",37.699794,-123.013445,0.,"","","","","","","","","",2661.,"","","","","","","rattachée à une autre île",1.
2866.,"inc","Duck Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.775623,-80.910972,"inc","Snake Key","","","","","","","","",2662.,"","","","","","","sur la carte",1.
2867.,"inc","Duke Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",149.4,103.6,0.6934404283801874,542.,1.e6,54.95,-131.34,"inc","","","","","","","","",1748.,2663.,"","","","","","","sur la carte",1.
2868.,"inc","Dutch Island","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region",6.4,"inc","inc","inc","inc",32.00605,-81.03122,1257.,"","","","","","","","","",2664.,"","","","","","","rattachée au continent",1.
2869.,"inc","Eagle Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",1.064,"inc","inc","inc","inc",44.21258,-68.7767,"inc","","","","","","","","","",2666.,"","","","","","","sur la carte",1.
2870.,"inc","East Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",0.016,"inc","inc",2.,"inc",24.651269,-82.804988,"inc","","","","","","","","","",2667.,"","","","","","","pas sur la carte",1.
2871.,"inc","East Rockland Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.591,-81.676,"inc","","","","","","","","","",2668.,"","","","","","","rattachée à une autre île",1.
2872.,"inc","Eastern Egg Rock Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",0.028,"inc","inc",6.,"inc",43.860639,-69.381991,0.,"","","","","","","","","",2669.,"","","","","","","sur la carte",1.
2873.,"inc","Edisto Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",175.1,"inc","inc",3.,"inc",32.559352,-80.2951,2300.,"","","","","","","","","",2670.,"","","","","","","sur la carte",1.
2874.,"inc","Eliza Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",0.57,"inc","inc","inc","inc",48.6525,-122.584167,10.,"","","","","","","","","",2671.,"","","","","","","sur la carte",1.
2875.,"inc","Elliott Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc",2.4,"inc",25.443056,-80.197222,0.,"Ledbury Key","","","","","","","","",2672.,"","","","","","","sur la carte",1.
2876.,"inc","Ellis Island","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",0.13,"inc","inc",2.,"inc",40.699028,-74.0395,0.,"","","","","","","","","",2673.,"","","","","","","sur la carte",1.
2877.,5.99070478491457,"Esther Island","United States of America","Alaska","usa","","","","",10.,2.,"North America",2.,"Pacific region",133.4,236.9,1.7758620689655173,305.,1.e6,60.86,-148.02,31.,"Esther","","","","","","","",1749.,2674.,"","","","","","","sur la carte",1.
2878.,"inc","Etolin Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",870.,294.8,0.3388505747126437,1204.,1.e6,56.15,-132.36,15.,"Etolin","","","","","","","",1750.,2675.,"","","","","","","sur la carte",1.
2879.,"inc","Evans Island","United States of America","Alaska","usa","","","","","inc","inc","inc","inc","Pacific region",77.4,66.2,0.855297157622739,"inc",1.e6,60.08,-148.02,"inc","","","","","","","","",1751.,"","","","","","","","sur la carte",1.
2880.,"inc","Fanny Shoal","United States of America","California","usa","","","","Farallon Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",37.777778,-123.171944,0.,"","","","","","","","","",2677.,"","","","","","","pas sur la carte",1.
