"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2017,"ago",38601925680,15187255532,83858664,10290131
2017,"bdi",191625137,889414520,63311,931297
2017,"ben",1644492703,5419355832,1318617,6737412
2017,"bfa",5273257096,4285520842,1566825,6098395
2017,"bwa",7066399971,5756162004,1112969,3831450
2017,"caf",279963890,557067678,159189,350051
2017,"civ",14675925868,11160012571,10416726,15562736
2017,"cmr",4810947963,6367806993,6982583,8820104
2017,"cod",13350008397,7003349635,4258282,5829072
2017,"cog",10889899620,4711900450,12290629,2708477
2017,"com",91646612,392540813,26469,517313
2017,"cpv",108091862,881754478,33371,943052
2017,"dji",126019988,4760992249,125092,5295338
2017,"dza",39133791017,49415068231,93838030,39841159
2017,"egy",33179497349,77323652711,48314452,103485177
2017,"eri",433741774,400057984,308494,788442
2017,"eth",3289488897,17342790289,1529419,13145340
2017,"gab",7389770136,4273900517,15779835,2176238
2017,"gha",17351899477,15245814827,14995560,17946835
2017,"gin",6127238380,3921759090,43876341,5305391
2017,"gmb",219621044,1300275980,276054,2069862
2017,"gnb",385110206,376358772,209705,714309
2017,"gnq",5156133331,868569157,12903220,704444
2017,"ken",6452582142,18331617017,5065007,21904031
2017,"lbr",1424744674,4623583234,2441269,4003162
2017,"lby",20695349713,9744803179,53265450,10858568
2017,"lso",1206539139,1341334220,166309,1149661
2017,"mar",32122980072,46483986675,37219052,59998195
2017,"mdg",3664663156,3803093728,1375164,6242059
2017,"mli",2857135025,5148161874,1123459,6760210
2017,"moz",8369086442,8177983216,224434762,37370402
2017,"mrt",3550353603,5072708335,16735619,5557935
2017,"mus",2744777206,5944243575,1563886,6727288
2017,"mwi",936810930,2607947112,584692,2167379
2017,"nam",5921212159,6927835854,2402371,4732171
2017,"ner",1368123275,2012277141,939092,2326648
2017,"nga",50064711823,38000871026,115755574,32912499
2017,"rwa",1061145372,2855982617,283361,2854998
2017,"sdn",5588989319,12226058963,4534712,11166133
2017,"sen",4150657971,9016527459,7317014,13014214
2017,"shn",29372870,45516178,7142,23080
2017,"sle",977886463,1424364449,10034249,2228029
2017,"som",426922667,3046082382,127214,3530063
2017,"ssd",1346417460,547722940,3726884,578299
2017,"stp",17463587,150123005,11726,121408
2017,"swz",2074130812,1667464747,2127711,1806443
2017,"syc",3342188479,3539556065,303471,563360
2017,"tcd",1372868434,581054189,2987161,300019
2017,"tgo",3221680434,7003309359,6151743,10652712
2017,"tun",17368216968,21898381972,10044905,18057941
2017,"tza",6225761033,9222936891,3335197,9528285
2017,"uga",3382759081,6242154602,2850978,7759103
2017,"zaf",117506650228,85209947592,244531863,63873446
2017,"zmb",12429218707,8169299011,7098273,5662591
2017,"zwe",3867783504,5244178129,2430463,3986240
