"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2008,"ago",67358327263,24603911378,94237546,13547148
2008,"bdi",109889248,399811950,67426,275987
2008,"ben",835930374,3979900209,1010718,4298091
2008,"bfa",886607014,2424064227,592345,2585514
2008,"bwa",3893421173,5455007172,1311207,3401532
2008,"caf",230239354,391568923,587024,301694
2008,"civ",11191616108,8352140824,9649953,8996312
2008,"cmr",6371330977,5041377462,6791896,4091472
2008,"cod",3720779512,3913138830,1525145,3652341
2008,"cog",14452939308,4968704589,16699191,1965652
2008,"com",37942396,289411223,18871,313367
2008,"cpv",50216158,877407575,42815,1002923
2008,"dji",259087662,2056654552,170239,2837108
2008,"dza",84306435095,42579316163,130779921,30083297
2008,"egy",36809584691,64698726646,47602051,61588722
2008,"eri",27833631,259060121,25226,249098
2008,"eth",1670185279,9053462339,691768,7894240
2008,"gab",9472957920,3242821604,14737402,1194143
2008,"gha",6449903238,10793763675,4425279,9302404
2008,"gin",2414647947,2610306621,17474092,3162703
2008,"gmb",67121291,868808133,98250,1262327
2008,"gnb",142831015,239658804,112424,312121
2008,"gnq",16086561423,1694566110,21588076,923620
2008,"ken",5804058330,12604699082,4634419,10825187
2008,"lbr",1229917552,9232066675,969082,4788071
2008,"lby",52590038595,12744307069,73050841,10716562
2008,"lso",892753085,1007413410,132625,388174
2008,"mar",25154534139,43997830859,26336396,43387367
2008,"mdg",1666402750,3954387801,519585,2631872
2008,"mli",1961556622,3561466248,397515,4292474
2008,"moz",4318981631,4332624229,4676067,6244577
2008,"mrt",2950023758,2246576159,12335340,2369717
2008,"mus",2598844670,5123390591,978600,4194343
2008,"mwi",1056323904,2214355597,537661,1669249
2008,"myt",18333313,665108760,7469,471627
2008,"nam",5396585157,5021638355,4940072,4379497
2008,"ner",670543669,1810782229,285507,1598072
2008,"nga",93740988032,48123207953,119968148,34403268
2008,"rwa",496873159,1256124674,153162,801464
2008,"sdn",13815285835,14237434372,20464814,8466335
2008,"sen",2216734301,7287925626,3027284,7310404
2008,"shn",43871384,48522600,4369,30180
2008,"sle",361667410,740684826,1029718,873857
2008,"som",188824267,868453333,289443,1411462
2008,"stp",17929282,140549103,9549,101911
2008,"swz",2008441485,1327745199,1444103,1637428
2008,"syc",593905278,2249309378,254168,773207
2008,"tcd",3907253398,712844194,5679871,308313
2008,"tgo",2402151647,3393790886,3999025,3999986
2008,"tun",21157040728,26249913321,13687271,19890649
2008,"tza",3587088137,8752749179,1929840,7055239
2008,"uga",2031087272,4749922792,1822311,4322889
2008,"zaf",110726056463,91560359415,175552060,56218504
2008,"zmb",7252195874,5072966304,1926906,3063885
2008,"zwe",2586094391,2132609866,2070929,1756009
