"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2001,"ago",6567379723,3169914774,32738530,2691002
2001,"bdi",52394371,177279592,50519,217480
2001,"ben",352584250,1237149984,330274,2008312
2001,"bfa",263479349,865735969,365024,1751626
2001,"bwa",2645470830,1826212742,702481,3013541
2001,"caf",192021523,102836218,157629,121904
2001,"civ",4515008793,2974647594,7332225,8339985
2001,"cmr",2345903726,2210301583,7639501,4588468
2001,"cod",1110560513,557173276,1050029,981212
2001,"cog",2418969211,1067533370,12222671,943095
2001,"com",40572852,79606301,3978,192540
2001,"cpv",16555286,305148560,7538,495703
2001,"dji",22145905,401006714,139961,483689
2001,"dza",21833428496,11628874076,85242225,18088090
2001,"egy",6639952337,18494512465,17891956,29395265
2001,"eri",11954167,176034212,8058,350097
2001,"eth",500381439,2013736069,403129,3542760
2001,"gab",3149280975,1118332161,16688627,1033326
2001,"gha",2014258123,3614535444,3497120,8083304
2001,"gin",1133989380,807076599,12292940,1795615
2001,"gmb",33581631,390127867,36778,662406
2001,"gnb",85863877,79312680,446768,191428
2001,"gnq",1822901244,302515486,9050309,442868
2001,"ken",2129277443,4560341408,2392809,9319055
2001,"lbr",1109976276,3818111957,1245265,3346434
2001,"lby",12397474308,3856072610,63778711,6607616
2001,"lso",454275893,560661159,185123,721041
2001,"mar",8779819393,11708798167,22780657,32716485
2001,"mdg",1174080888,1069788333,575495,1864793
2001,"mli",806843707,1197760985,355175,2177127
2001,"moz",1020427407,1327203661,1033431,4773477
2001,"mrt",629901778,694358005,12043420,1443698
2001,"mus",1883235524,2244966207,1123361,2947666
2001,"mwi",620468230,617201747,387286,502519
2001,"myt",4737574,169305134,1335,157492
2001,"nam",1603024692,1582602609,1491240,3380707
2001,"ner",410167429,548057148,722856,1107189
2001,"nga",22527519088,11957108704,98074523,22748780
2001,"rwa",112335817,322450189,66112,360287
2001,"sdn",3435763973,2602308288,13443860,3257273
2001,"sen",817033516,2056326273,2334139,5011500
2001,"shn",10398445,33157124,1980,60531
2001,"sle",96804639,363394008,31113,649516
2001,"som",44487118,159582921,106031,551544
2001,"stp",13928175,56012877,7607,83382
2001,"swz",987088651,1026940835,1388218,2584514
2001,"syc",261415005,557233674,128164,482385
2001,"tcd",83577525,309077535,65754,338342
2001,"tgo",528123378,794419188,3512269,1957171
2001,"tun",7780400051,10255932564,10806171,15658109
2001,"tza",1044188126,1989475640,784706,2973811
2001,"uga",578466363,1129388877,439149,1496284
2001,"zaf",40857247221,25952226369,156102957,41255088
2001,"zmb",1362734153,1239579266,907272,1301380
2001,"zwe",2221529841,1557060537,3071686,1560269
