"year","origin_id","export_val","import_val","Export_ton","Import_ton"
2015,"ago",37667958952,21920155314,91173668,14999452
2015,"bdi",288391189,673449465,77667,558254
2015,"ben",1298100625,5896535221,1349007,5526320
2015,"bfa",3678468687,3569389333,1299116,4541646
2015,"bwa",5554349602,8222659644,2569043,4746442
2015,"caf",157398658,620437169,147197,1073676
2015,"civ",14382070204,11547569858,9409733,13684208
2015,"cmr",5084057308,7131930408,7396239,9050876
2015,"cod",9183383361,8408867855,2859519,7023887
2015,"cog",11847391675,12403139388,12354459,4349650
2015,"com",55051337,374002907,53400,442099
2015,"cpv",97122223,651542810,62169,802202
2015,"dji",100442615,4165700197,100417,4551122
2015,"dza",39317205128,54780238585,92144382,49457876
2015,"egy",28818235068,77854230116,39386823,86868089
2015,"eri",456364774,401338145,255273,288154
2015,"eth",3314079195,17669945635,1294362,11609706
2015,"gab",11791204641,7214923104,20121595,2821219
2015,"gha",14889545825,16954798515,10606572,15708316
2015,"gin",2722632142,3179017777,20112210,4668677
2015,"gmb",206991618,1054823602,273742,3034696
2015,"gnb",429227967,329756045,415571,510871
2015,"gnq",6649411596,2927048937,15051677,1466198
2015,"ken",6762544518,18014216907,5278274,19322865
2015,"lbr",1756658711,6113408273,6411621,4904310
2015,"lby",11132186974,12807860573,23512620,12708984
2015,"lso",1127920883,1468092139,157546,1018244
2015,"mar",28872709553,38935252362,30482607,52725811
2015,"mdg",2653147249,3015403893,1065073,5284648
2015,"mli",3600124517,3259753976,450284,4498749
2015,"moz",6120644431,10596458738,18086333,11048617
2015,"mrt",3160214554,4960354259,23214168,4931061
2015,"mus",3593109871,4780098583,1655241,4678450
2015,"mwi",1234640460,2364683150,687889,1925417
2015,"nam",5355714304,8598031536,2920334,4322062
2015,"ner",1472376638,2775137385,726348,2295175
2015,"nga",59041067191,41648374690,120454404,34218730
2015,"rwa",557934721,2529252260,195781,2324263
2015,"sdn",4377712723,11069007191,4300001,7711882
2015,"sen",3108564333,7225334411,6212108,10291670
2015,"shn",37551576,68323898,3784,54934
2015,"sle",662739707,2098410659,4234090,1329965
2015,"som",682669935,2213825054,250734,2441818
2015,"ssd",2339174293,759528976,6611770,792508
2015,"stp",15413889,160323526,6268,159415
2015,"swz",2044541442,1701088673,1826041,1840112
2015,"syc",501919295,1107489186,432289,439894
2015,"tcd",2398354210,880292743,5969786,414861
2015,"tgo",2590493564,7906017345,5376645,8583357
2015,"tun",16338351314,22059283365,10817823,18946455
2015,"tza",6624656071,17935454446,3103832,10365879
2015,"uga",2315107451,5937526565,2513395,6431921
2015,"zaf",121964302780,84443764261,230254978,65867247
2015,"zmb",9920740635,8216900042,5704184,6748032
2015,"zwe",3247569141,6249831062,2166651,4840756
