"Année","Code-ISO","Total-export-alimentaire-USD","Total-import-alimentaire-USD","Total-export-autres-USD","Total-import-autres-USD","Total-export-USD","Total-import-USD"
2013,"abw",105165370,414844091,678931680,2702209396,784097050,3117053487
2013,"afg",424725747,2872824091,399086393,9411948573,823812140,12284772664
2013,"ago",78341592,4914777762,72545384920,25389536628,72623726512,30304314390
2013,"aia",1926817,9616411,9892625,130767290,11819442,140383701
2013,"alb",168290504,914694667,2615128691,4219212652,2783419195,5133907319
2013,"and",2985849,356277093,347907947,1158074148,350893796,1514351241
2013,"are",10022528104,16413098337,261522045525,192382201566,271544573629,208795299903
2013,"arg",44725274242,1973080306,33951656853,71882604051,78676931095,73855684357
2013,"arm",398594350,864381409,1243916502,3719493127,1642510852,4583874536
2013,"asm",16544275,76752494,37579800,180646141,54124075,257398635
2013,"atf",4909556,7277170,1503799,28708349,6413355,35985519
2013,"atg",20743806,134368179,386443227,936132687,407187033,1070500866
2013,"aus",35110257192,13581295337,232141288280,213410992271,267251545472,226992287608
2013,"aut",12347187255,13946699420,149132686330,155950904059,161479873585,169897603479
2013,"aze",908528002,2080413194,27753565888,12401297717,28662093890,14481710911
2013,"bdi",63799790,118758172,273393759,715061886,337193549,833820058
2013,"bel",38448460840,37958332807,303311965030,310202319757,341760425870,348160652564
2013,"ben",250213232,2398565198,1018388261,3762746400,1268601493,6161311598
2013,"bes",26078,16623172,2902103,177873889,2928181,194497061
2013,"bfa",265054083,661674100,3714674370,3974716883,3979728453,4636390983
2013,"bgd",1235859196,6789489191,30899633910,30201955196,32135493106,36991444387
2013,"bgr",5400066137,3363254986,25040804705,32234969536,30440870842,35598224522
2013,"bhr",631416971,1760544306,14299974594,18385487234,14931391565,20146031540
2013,"bhs",105571627,533328399,3894955064,7939272914,4000526691,8472601313
2013,"bih",433874480,1881064014,5502069795,8586954930,5935944275,10468018944
2013,"blm",307956,18487211,3455201,61934157,3763157,80421368
2013,"blr",5393663422,4105625956,30946268830,38057592844,36339932252,42163218800
2013,"blz",369969570,163172074,230528606,1097323312,600498176,1260495386
2013,"bmu",8617552,197916145,365921735,2362140029,374539287,2560056174
2013,"bol",2319133729,741135276,10636591493,9137155084,12955725222,9878290360
2013,"bra",90100376911,12855706982,155709964005,240066297146,245810340916,252922004128
2013,"brb",121949760,362475904,403583220,1670031694,525532980,2032507598
2013,"brn",22131761,575060757,10787870639,4880490798,10810002400,5455551555
2013,"btn",2712325,16195679,152543940,236638704,155256265,252834383
2013,"bwa",152695255,800782270,7239231908,6551471060,7391927163,7352253330
2013,"caf",2826016,64200532,153189500,365752988,156015516,429953520
2013,"can",50563860831,35677188896,406230232528,411280435455,456794093359,446957624351
2013,"cck",73211,575058,6835886,25833760,6909097,26408818
2013,"che",11242263776,13278932047,336465560237,260360042076,347707824013,273638974123
2013,"chl",18264245752,6452432645,61573222730,68814875920,79837468482,75267308565
2013,"chn",56830662135,102217468809,2256769285226,1481008278617,2313599947361,1583225747426
2013,"civ",6448504350,2059495524,8909402789,11574761366,15357907139,13634256890
2013,"cmr",923614798,1592417145,4899695005,6322302705,5823309803,7914719850
2013,"cod",61776481,1384517892,7511156452,5479281758,7572932933,6863799650
2013,"cog",64847102,883248373,13735255115,8596345876,13800102217,9479594249
2013,"cok",15878177,32105644,10610758,120390069,26488935,152495713
2013,"col",7218112153,6114983303,56590708542,52983619438,63808820695,59098602741
2013,"com",41234221,99842196,14186407,198555669,55420628,298397865
2013,"cpv",62122170,254939339,74806568,533074421,136928738,788013760
2013,"cri",5629879106,2001489375,20953650885,16552202262,26583529991,18553691637
2013,"cub",1088953854,1791412940,1397382945,5462600002,2486336799,7254012942
2013,"cuw",60810630,276622715,4001665748,2623887939,4062476378,2900510654
2013,"cxr",415539,7608766,29535954,38178525,29951493,45787291
2013,"cym",2143686,95849821,838686952,1848333803,840830638,1944183624
2013,"cyp",813125617,1589364533,5054798098,9240796724,5867923715,10830161257
2013,"cze",7783057393,9587355231,144667510562,132508553421,152450567955,142095908652
2013,"deu",88462827316,99152500143,1270152740739,1004784215276,1358615568055,1103936715419
2013,"dji",44048444,867786714,76095931,2269802214,120144375,3137588928
2013,"dma",9399763,59634563,88628130,242480617,98027893,302115180
2013,"dnk",23231654448,14495094947,77610508343,83511808974,100842162791,98006903921
2013,"dom",2208406758,2596406863,7913342946,15288718194,10121749704,17885125057
2013,"dza",468893080,10893876872,70527307318,46664620179,70996200398,57558497051
2013,"ecu",9820427681,2070846377,17696074562,25408117983,27516502243,27478964360
2013,"egy",5760567329,13958015417,31167717375,58516119879,36928284704,72474135296
2013,"eri",10396349,130104653,315630833,409148161,326027182,539252814
2013,"esp",50780128831,38547482821,248390240819,297700086042,299170369650,336247568863
2013,"est",1818860300,2254233001,15212978419,19278950146,17031838719,21533183147
2013,"eth",1720954993,1412778631,856540995,11321953055,2577495988,12734731686
2013,"fin",2357380778,6661009857,76433014773,68837423388,78790395551,75498433245
2013,"fji",615836976,461726059,487210012,2506548303,1103046988,2968274362
2013,"flk",180949277,9306078,9008139,119482214,189957416,128788292
2013,"fra",81198594269,63248859680,495659193257,593332219822,576857787526,656581079502
2013,"fsm",39241758,64617816,3906725,153598955,43148483,218216771
2013,"gab",27500803,655938586,13436358050,7256372462,13463858853,7912311048
2013,"gbr",32914452847,67377758746,408824129038,579806756689,441738581885,647184515435
2013,"geo",748004078,1384682188,2909262567,7234984371,3657266645,8619666559
2013,"gha",3757059369,2747419031,14404335492,13783620227,18161394861,16531039258
2013,"gib",2450624,217413721,618683270,15151060291,621133894,15368474012
2013,"gin",177955127,798983807,2669300471,2668455326,2847255598,3467439133
2013,"gmb",66105115,376138626,178083689,652665326,244188804,1028803952
2013,"gnb",275213092,124625907,24260318,195811637,299473410,320437544
2013,"gnq",2552192,368307155,14673446570,3202555655,14675998762,3570862810
2013,"grc",6614972441,8437106077,27478755544,52843096286,34093727985,61280202363
2013,"grd",35631848,173405745,24768742,311557940,60400590,484963685
2013,"grl",745210130,173487119,57402769,718799667,802612899,892286786
2013,"gtm",5822031209,2452122760,5866067104,15408215159,11688098313,17860337919
2013,"gum",9488822,88808130,79518839,846016759,89007661,934824889
2013,"guy",689714742,312365561,1144634652,1951168894,1834349394,2263534455
2013,"hkg",5626652071,25669534236,148534337055,611845946612,154160989126,637515480848
2013,"hnd",2605933402,1439246541,5525447748,9182596077,8131381150,10621842618
2013,"hrv",1546855961,2887952427,11510757790,19057289778,13057613751,21945242205
2013,"hti",42187358,1172111007,1000196806,2142778325,1042384164,3314889332
2013,"hun",10249095798,5610026618,91473036191,92817512600,101722131989,98427539218
2013,"idn",37653364664,17153224107,177861101874,174013952939,215514466538,191167177046
2013,"ind",39006286306,17760648712,269287713795,440366254840,308294000101,458126903552
2013,"iot",5408192,11106847,28359840,81819598,33768032,92926445
2013,"irl",16423598384,10367825268,114384199114,65617464718,130807797498,75985289986
2013,"irn",5118081819,18139207391,66770414863,49427570236,71888496682,67566777627
2013,"irq",156084181,10977602412,90114993797,39211861644,90271077978,50189464056
2013,"isl",2551112189,606835976,4037444479,4900484582,6588556668,5507320558
2013,"isr",3769096055,6981836290,67041552318,59436586235,70810648373,66418422525
2013,"ita",44759456099,51754234285,455635483803,422670648736,500394939902,474424883021
2013,"jam",503143972,1441900645,1109210140,4983273699,1612354112,6425174344
2013,"jor",1309340992,4301135582,7828739970,20826631937,9138080962,25127767519
2013,"jpn",4755276003,70658841582,781886205744,727992900258,786641481747,798651741840
2013,"kaz",3061607119,4776106539,68794082989,45879357233,71855690108,50655463772
2013,"ken",3453151425,2076204139,3498418564,15732665857,6951569989,17808869996
2013,"kgz",262994814,858084964,1521233374,6755134147,1784228188,7613219111
2013,"khm",872605781,1674550715,11919898061,17681385803,12792503842,19355936518
2013,"kir",85977080,47408420,5515697,117671163,91492777,165079583
2013,"kna",5930525,58766041,93067520,426909879,98998045,485675920
2013,"kor",6674966391,26727027219,582056257628,479508748020,588731224019,506235775239
2013,"kwt",530899103,4499774471,111203285870,26507876726,111734184973,31007651197
2013,"lao",520491167,656728509,4672540006,5883205847,5193031173,6539934356
2013,"lbn",986400432,3671854231,4208793928,18944421890,5195194360,22616276121
2013,"lbr",33687691,368005761,1366320188,9465734541,1400007879,9833740302
2013,"lby",21154786,4442855321,42739677209,20925666083,42760831995,25368521404
2013,"lca",36286759,161494997,224382607,895313345,260669366,1056808342
2013,"lka",2704297101,2289877246,8337065423,17380382694,11041362524,19670259940
2013,"lso",39041771,307888527,865163909,1439610505,904205680,1747499032
2013,"ltu",5903497014,5140610358,22308947255,26018598907,28212444269,31159209265
2013,"lux",1280630268,2619776654,16854759580,22353403331,18135389848,24973179985
2013,"lva",2565359856,2574837951,10667470528,14335592655,13232830384,16910430606
2013,"mac",110537746,1747211080,1564241075,8679019984,1674778821,10426231064
2013,"mar",5193473171,5182200283,22235159119,41276031745,27428632290,46458232028
2013,"mda",1092937010,904968745,1825551806,4893151637,2918488816,5798120382
2013,"mdg",692003712,469456570,1596759517,2400914794,2288763229,2870371364
2013,"mdv",214915062,421513823,13411834,1524735087,228326896,1946248910
2013,"mex",27002610582,26204331230,369009773362,344148635314,396012383944,370352966544
2013,"mhl",189530451,23454549,653896198,10673642901,843426649,10697097450
2013,"mkd",685905186,875453049,4106980131,5939106140,4792885317,6814559189
2013,"mli",56813958,546368956,2983576436,2356965313,3040390394,2903334269
2013,"mlt",426431787,830382548,6611044526,10608993261,7037476313,11439375809
2013,"mmr",2840658572,2456508521,9290673546,17273967352,12131332118,19730475873
2013,"mne",100400435,627600017,506243902,1918816672,606644337,2546416689
2013,"mng",58759807,632635594,4549602041,5987933801,4608361848,6620569395
2013,"mnp",924588,14080932,3913307,80424215,4837895,94505147
2013,"moz",902176054,1617669837,6815042901,9850495663,7717218955,11468165500
2013,"mrt",806861366,1032501483,4205495325,4803363299,5012356691,5835864782
2013,"msr",46821,8307775,10840597,53282814,10887418,61590589
2013,"mus",1146947714,1325775666,1947547213,4434191063,3094494927,5759966729
2013,"mwi",918224379,367046224,441641203,2771689061,1359865582,3138735285
2013,"mys",27248591851,16518028463,261541108663,194628505033,288789700514,211146533496
2013,"myt",19045009,103166601,3070754,360430525,22115763,463597126
2013,"nam",1458800831,1027387408,5537567677,7210177824,6996368508,8237565232
2013,"ncl",29313661,442764503,1493732723,2800932382,1523046384,3243696885
2013,"ner",1440791456,621430664,1680375922,1544040292,3121167378,2165470956
2013,"nfk",465481,5502165,5531084,21557323,5996565,27059488
2013,"nga",2329910309,8267996347,101585582482,45284795695,103915492791,53552792042
2013,"nic",2344863610,1054079384,4243014748,5294128840,6587878358,6348208224
2013,"niu",197581,3534918,1450318,12654254,1647899,16189172
2013,"nld",91243045957,69146986983,411447818982,477299949940,502690864939,546446936923
2013,"nor",11632274914,8831001544,135330096596,83783763248,146962371510,92614764792
2013,"npl",258009272,1278104792,712242211,5984559429,970251483,7262664221
2013,"nru",896782,19267903,66899405,109775881,67796187,129043784
2013,"nzl",23826732591,4397091463,17068556709,35383643042,40895289300,39780734505
2013,"omn",1588846520,3285173414,54198624382,32894300749,55787470902,36179474163
2013,"pak",6500672909,4971872077,22459948110,42472583336,28960621019,47444455413
2013,"pan",1212660302,2032966940,13294117622,42359295600,14506777924,44392262540
2013,"pcn",279589,166948,1414964,3073686,1694553,3240634
2013,"per",8562215116,5007491782,39417750361,55164454549,47979965477,60171946331
2013,"phl",7707516554,8255430668,73022864012,69232144930,80730380566,77487575598
2013,"plw",15260486,47143853,1269894,143269097,16530380,190412950
2013,"png",1183966168,693575047,5603110515,5191224774,6787076683,5884799821
2013,"pol",26974103250,19386013810,170508888772,189495417444,197482992022,208881431254
2013,"prk",178839848,628026329,3425468242,3815636193,3604308090,4443662522
2013,"prt",7520079014,12406848098,55883582504,65681794837,63403661518,78088642935
2013,"pry",6507320584,1014706064,3231349529,11369326054,9738670113,12384032118
2013,"pse",266855004,1336557830,685871611,3931520104,952726615,5268077934
2013,"pyf",36662829,437882682,174069191,1402622561,210732020,1840505243
2013,"qat",52135270,2727785686,136221579031,25936903343,136273714301,28664689029
2013,"rou",6491719652,6564767871,60824822963,65510050627,67316542615,72074818498
2013,"rus",18391894286,44680621695,474595010820,282059601335,492986905106,326740223030
2013,"rwa",215602319,363278002,446052328,1802776494,661654647,2166054496
2013,"s19",4500902874,10968290541,340368654714,278033893871,344869557588,289002184412
2013,"sau",3413709780,23861572561,386756693802,151765030028,390170403582,175626602589
2013,"sdn",1313775307,2665613227,5615113341,7786361264,6928888648,10451974491
2013,"sen",1099707471,1694050892,1700532254,6028525332,2800239725,7722576224
2013,"sgp",8953225069,13771390314,266005427423,377424404623,274958652492,391195794937
2013,"shn",11924505,8903840,9999906,75489307,21924411,84393147
2013,"slb",134981060,125637140,773373745,416982482,908354805,542619622
2013,"sle",43851593,327943204,1862419679,993407013,1906271272,1321350217
2013,"slv",1350272472,1783901824,4624279113,9498764206,5974551585,11282666030
2013,"smr",4078731,27671714,130151611,315703372,134230342,343375086
2013,"som",572656589,954251330,51452477,1059511436,624109066,2013762766
2013,"spm",2958227,14349936,2885666,59175165,5843893,73525101
2013,"srb",2850927894,1866419449,12501529023,19249049455,15352456917,21115468904
2013,"ssd",399370,130890279,2475117718,285359729,2475517088,416250008
2013,"stp",6408255,51484906,5186263,157753046,11594518,209237952
2013,"sur",274913111,315651646,2372058611,2376788152,2646971722,2692439798
2013,"svk",3415361468,5111535430,75233515740,74279821821,78648877208,79391357251
2013,"svn",1540673136,2663499217,28783134435,27092307223,30323807571,29755806440
2013,"swe",8012359257,15143048700,155628863701,136001058117,163641222958,151144106817
2013,"swz",657055505,327148191,1764525339,1552744030,2421580844,1879892221
2013,"sxm",2063133,125263640,15579267,910384153,17642400,1035647793
2013,"syc",591037863,844231136,114835107,1550433882,705872970,2394665018
2013,"syr",664970199,2742733865,838625920,3525320754,1503596119,6268054619
2013,"tca",12673592,38795578,39224991,139573116,51898583,178368694
2013,"tcd",47920027,143453839,3162007671,1090097538,3209927698,1233551377
2013,"tgo",317087672,874421978,2775894402,5707601756,3092982074,6582023734
2013,"tha",33230656067,13587096129,213034830878,229631702157,246265486945,243218798286
2013,"tjk",85905066,662658058,897233523,3729000332,983138589,4391658390
2013,"tkl",3709704,2609972,35806017,230775426,39515721,233385398
2013,"tkm",91382571,709236386,11590306451,7936783957,11681689022,8646020343
2013,"tls",26367003,118148262,879925904,516608982,906292907,634757244
2013,"ton",12182227,64156228,6053602,177177487,18235829,241333715
2013,"tto",430111477,1136547921,21909768246,11065763418,22339879723,12202311339
2013,"tun",1763674617,2822045145,18100034483,23313246591,19863709100,26135291736
2013,"tur",19738393516,12819243231,149857050617,220716942507,169595444133,233536185738
2013,"tuv",23839083,5405257,1398080,50830306,25237163,56235563
2013,"tza",1933789448,1203313144,4812447551,12753691272,6746236999,13957004416
2013,"uga",1596618119,726162818,951878019,5335922562,2548496138,6062085380
2013,"ukr",17844742834,8234795177,50156334448,75237133153,68001077282,83471928330
2013,"ury",5619148261,1434456878,4109530437,11456171424,9728678698,12890628302
2013,"usa",148639364533,130330779788,1318010763198,2118282110289,1466650127731,2248612890077
2013,"uzb",721471176,1310759724,7346848049,11145704870,8068319225,12456464594
2013,"vct",39620171,102955319,56471681,433149065,96091852,536104384
2013,"ven",248417785,9162513809,106349704175,35757064349,106598121960,44919578158
2013,"vgb",6516197,94756911,1036350703,2332598418,1042866900,2427355329
2013,"vnm",18374727248,17049383578,131029036770,123434012149,149403764018,140483395727
2013,"vut",267960421,55832691,21000045,823362903,288960466,879195594
2013,"wlf",113877,14462390,659578,38504360,773455,52966750
2013,"wsm",20943630,119376256,81685528,309070802,102629158,428447058
2013,"yem",572272799,5053540546,9468447535,8451686254,10040720334,13505226800
