"Année","Code-ISO","Total-export-alimentaire-USD","Total-import-alimentaire-USD","Total-export-autres-USD","Total-import-autres-USD","Total-export-USD","Total-import-USD"
2009,"abw",84674855,319701376,2134255239,1052915887,2218930094,1372617263
2009,"afg",359030550,1590593002,975584806,5772323976,1334615356,7362916978
2009,"ago",66231426,3270337695,40390983714,20891722788,40457215140,24162060483
2009,"aia",7145076,8721995,7562249,103904458,14707325,112626453
2009,"alb",312111219,857421084,3580574820,4218094696,3892686039,5075515780
2009,"and",45828465,365584744,156859598,1380354146,202688063,1745938890
2009,"ant",77220927,393118665,3127564884,4261628437,3204785811,4654747102
2009,"are",2843037135,10231336351,100898773795,127876960031,103741810930,138108296382
2009,"arg",30190200384,1608955741,28660206331,36813101945,58850406715,38422057686
2009,"arm",128119995,640482388,611776345,2883188078,739896340,3523670466
2009,"asm",10400444,81384461,21386260,59341423,31786704,140725884
2009,"atf",2482291,11214870,1805652,25686178,4287943,36901048
2009,"atg",87059929,297684749,1675345551,1346037450,1762405480,1643722199
2009,"aus",23606267117,9253972929,143145566572,150859139586,166751833689,160113112515
2009,"aut",10150148110,11264770583,113376559239,123491312930,123526707349,134756083513
2009,"aze",532819812,1221271198,17721381658,6932096607,18254201470,8153367805
2009,"bdi",89584269,83525936,58550610,428123455,148134879,511649391
2009,"bel",31284985608,34473780963,250761609107,322288648245,282046594715,356762429208
2009,"ben",283128379,1037701115,377447700,2871846810,660576079,3909547925
2009,"bfa",147822807,386154770,1058873722,2100186223,1206696529,2486340993
2009,"bgd",756124467,4563587267,18057752968,19386309788,18813877435,23949897055
2009,"bgr",2939353534,2516721160,14188752104,21360363588,17128105638,23877084748
2009,"bhr",322614421,1029146803,6790400886,7743416273,7113015307,8772563076
2009,"bhs",156815572,490046619,2198119248,7511672140,2354934820,8001718759
2009,"bih",322835023,1641003635,3704173570,6895983612,4027008593,8536987247
2009,"blr",2497228816,2336233995,19449861316,25732039002,21947090132,28068272997
2009,"blz",626999326,175317560,1328539789,1109752527,1955539115,1285070087
2009,"bmu",37799355,149081334,162988316,1908808279,200787671,2057889613
2009,"bol",1195701912,446703147,4573328367,5066992340,5769030279,5513695487
2009,"bra",58569683752,7335600794,108656500181,129599521029,167226183933,136935121823
2009,"brb",226280233,1353671701,978270642,1341962092,1204550875,2695633793
2009,"brn",8584236,367580131,6667442006,2286622244,6676026242,2654202375
2009,"btn",30494470,80763253,415569241,478096644,446063711,558859897
2009,"bwa",260683668,664156216,2786901292,4424964720,3047584960,5089120936
2009,"caf",4509125,101327554,132320888,224114654,136830013,325442208
2009,"can",36006358306,25743033067,269696343182,288621710105,305702701488,314364743172
2009,"cck",313361,488003,5151768,31871996,5465129,32359999
2009,"che",7775799525,10779692164,179924051516,180982149058,187699851041,191761841222
2009,"chl",13215049430,3555520897,44136035353,38432704456,57351084783,41988225353
2009,"chn",39050015324,46992736421,1419600350165,813657460720,1458650365489,860650197141
2009,"civ",5567469264,1676502650,5555918992,5380175228,11123388256,7056677878
2009,"cmr",1223098989,1083997215,2869046488,3699948052,4092145477,4783945267
2009,"cod",68709340,775421657,2682020349,2402944760,2750729689,3178366417
2009,"cog",69032120,582657470,9115239337,4851866592,9184271457,5434524062
2009,"cok",10145992,26447179,10849246,85277896,20995238,111725075
2009,"col",6589994346,3476370410,30172879092,29010708521,36762873438,32487078931
2009,"com",13020429,84160409,16452691,163938863,29473120,248099272
2009,"cpv",31662744,206245651,108655942,527629503,140318686,733875154
2009,"cri",4455016842,770563324,10444792986,8556708603,14899809828,9327271927
2009,"cub",778993506,1360806090,1017797415,3640448695,1796790921,5001254785
2009,"cxr",291265,2529515,12007781,25021701,12299046,27551216
2009,"cym",2884782,83186825,197865633,2407038137,200750415,2490224962
