"Année","Code-ISO","Total-export-alimentaire-USD","Total-import-alimentaire-USD","Total-export-autres-USD","Total-import-autres-USD","Total-export-USD","Total-import-USD"
2008,"abw",45607657,203685470,5574379226,2447516689,5619986883,2651202159
2008,"afg",361097695,1629034879,237032941,4939434888,598130636,6568469767
2008,"ago",69810327,3344100908,67288516936,21259810470,67358327263,24603911378
2008,"aia",9786582,32083289,12145245,198817415,21931827,230900704
2008,"alb",175401272,937216988,2217804755,4668375258,2393206027,5605592246
2008,"and",46469441,405487224,149980754,1580160679,196450195,1985647903
2008,"ant",85224963,399410838,3367960791,18559917479,3453185754,18959328317
2008,"are",5317869774,11162538813,177313293933,156204075007,182631163707,167366613820
2008,"arg",41605354311,2644684148,34420310809,52390395275,76025665120,55035079423
2008,"arm",222938082,775499509,897351601,3752889805,1120289683,4528389314
2008,"asm",7237831,91906975,65419988,177804794,72657819,269711769
2008,"atf",1955913,10294086,5719635,40965345,7675548,51259431
2008,"atg",35358435,97181665,334355244,1564139391,369713679,1661321056
2008,"aus",25073229623,10139944720,177653510479,185836254396,202726740102,195976199116
2008,"aut",11614214699,12549586814,148628741809,158726809503,160242956508,171276396317
2008,"aze",548070532,1421416888,35725031902,8556891425,36273102434,9978308313
2008,"bdi",55337304,57056253,54551944,342755697,109889248,399811950
2008,"bel",34995675222,39899095750,332352966654,422055414210,367348641876,461954509960
2008,"ben",196910972,1228143167,639019402,2751757042,835930374,3979900209
2008,"bfa",151483710,391397144,735123304,2032667083,886607014,2424064227
2008,"bgd",816560507,4061996679,17279154662,20113611883,18095715169,24175608562
2008,"bgr",3044512719,2741059575,19745525900,34645513953,22790038619,37386573528
2008,"bhr",295710721,1235897755,11416572297,10912308381,11712283018,12148206136
2008,"bhs",223414031,508466449,2465715233,9219790365,2689129264,9728256814
2008,"bih",314559563,1973915739,5111727294,10430397031,5426286857,12404312770
2008,"blr",2252948694,2997637878,30517620910,35740777614,32770569604,38738415492
2008,"blz",605571902,170022441,1852592570,1007701789,2458164472,1177724230
2008,"bmu",10047021,157398021,1664260348,4060944038,1674307369,4218342059
2008,"bol",1121093266,512129791,6144648474,5704201194,7265741740,6216330985
2008,"bra",62847484339,8491444797,154019782736,177964419849,216867267075,186455864646
2008,"brb",169867290,423897105,610404191,1846171654,780271481,2270068759
2008,"brn",14273391,405697477,10641403668,2521773528,10655677059,2927471005
2008,"btn",268753736,90154495,418290751,495626583,687044487,585781078
2008,"bwa",167715894,662524873,3725705279,4792482299,3893421173,5455007172
2008,"caf",8666749,57573463,221572605,333995460,230239354,391568923
2008,"can",43431976207,26934136380,401247679569,372233897310,444679655776,399168033690
2008,"cck",3198225,658005,26676314,7808012,29874539,8466017
2008,"che",8015677462,11487991080,222329733228,204730407426,230345410690,216218398506
2008,"chl",14094663989,4624962162,55874064848,58101542672,69968728837,62726504834
2008,"chn",41382512271,46456798609,1667720055331,920193008777,1709102567602,966649807386
2008,"civ",5324655489,1675016233,5866960619,6677124591,11191616108,8352140824
2008,"cmr",1045749364,999871657,5325581613,4041505805,6371330977,5041377462
2008,"cod",78136429,825909682,3642643083,3087229148,3720779512,3913138830
2008,"cog",95845255,505858303,14357094053,4462846286,14452939308,4968704589
2008,"cok",10026765,25477216,21597255,72285325,31624020,97762541
2008,"col",7411213403,4094443414,36295155893,35155527200,43706369296,39249970614
2008,"com",10176935,87262646,27765461,202148577,37942396,289411223
2008,"cpv",28842997,228155655,21373161,649251920,50216158,877407575
2008,"cri",5210443512,1413981395,10472970788,14889367074,15683414300,16303348469
2008,"cub",924698879,2259211442,1276128437,6320470808,2200827316,8579682250
2008,"cxr",62829,1266389,53576672,29514020,53639501,30780409
2008,"cym",1409949,121635005,496746033,3508487845,498155982,3630122850
2008,"cyp",584941313,1720258527,3385052334,16110890240,3969993647,17831148767
2008,"cze",6187745330,7715729249,129388214692,132813360264,135575960022,140529089513
2008,"deu",76773032876,91990459205,1276300302194,985300667442,1353073335070,1077291126647
2008,"dji",182934133,548100673,76153529,1508553879,259087662,2056654552
2008,"dma",18118296,61333294,87314242,319678729,105432538,381012023
2008,"dnk",21296776849,14106958717,84988168196,95815292315,106284945045,109922251032
2008,"dom",1477635520,2434779912,7394418282,16012373358,8872053802,18447153270
2008,"dza",175285364,8381628673,84131149731,34197687490,84306435095,42579316163
2008,"ecu",7459711521,1783219301,14307551838,17869197028,21767263359,19652416329
2008,"egy",3878497164,12404694202,32931087527,52294032444,36809584691,64698726646
2008,"eri",8784125,76375596,19049506,182684525,27833631,259060121
2008,"esp",41566212136,39723775605,237154272776,376436886354,278720484912,416160661959
2008,"est",1318461664,1884710294,11895562552,14654188758,13214024216,16538899052
2008,"eth",1167862640,1353638315,502322639,7699824024,1670185279,9053462339
2008,"fin",2235768063,5348662049,99535477461,86400807559,101771245524,91749469608
2008,"fji",559875483,392200641,484626726,2050912361,1044502209,2443113002
2008,"flk",166780287,7958191,24995762,67905950,191776049,75864141
2008,"fra",74887793172,57971651519,537613156342,636226644190,612500949514,694198295709
2008,"fsm",31242333,50773533,2672382,133998986,33914715,184772519
2008,"gab",51899386,473213623,9421058534,2769607981,9472957920,3242821604
2008,"gbr",27121825696,64882635897,430015561038,606702052395,457137386734,671584688292
2008,"geo",302804044,1033363225,2198981685,5688245854,2501785729,6721609079
2008,"gha",2761127886,1645889536,3688775352,9147874139,6449903238,10793763675
2008,"gib",13566005,154751321,234026556,8709488757,247592561,8864240078
2008,"gin",131583606,441351251,2283064341,2168955370,2414647947,2610306621
2008,"gmb",42625198,285246671,24496093,583561462,67121291,868808133
2008,"gnb",135490901,79993204,7340114,159665600,142831015,239658804
2008,"gnq",4437352,189049171,16082124071,1505516939,16086561423,1694566110
